,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19,Obj010,Obj110,Obj011,Obj111,Obj012,Obj112,Obj013,Obj113,Obj014,Obj114
18,18,6,9,6,15,10,2,7,2,24,4,19,7,11,3,14,4,7,3,15,19,17,19,8,18,1,16,14,1,11,9
19,19,10,18,16,1,8,14,14,9,20,3,12,2,19,4,24,13,24,6,12,14,17,13,10,2,18,16,1,10,16,5
20,20,16,22,18,18,9,3,24,16,5,24,13,22,2,6,23,16,9,13,9,22,4,21,10,11,5,23,5,22,16,19
21,21,3,6,19,20,19,17,9,11,1,8,12,22,8,2,24,5,4,10,24,7,1,24,3,12,12,6,10,1,4,5
22,22,12,9,1,15,8,3,8,11,3,24,14,19,24,22,12,20,17,5,3,11,5,11,11,3,1,4,22,13,18,4
23,23,18,22,3,10,22,11,15,2,14,6,3,22,3,15,8,9,1,4,17,5,20,5,16,11,23,6,2,21,10,18
24,24,24,19,7,6,4,20,11,6,12,1,10,6,6,14,14,3,4,18,19,13,16,22,20,18,13,8,12,4,4,17
25,25,9,20,6,17,20,16,3,20,19,1,13,10,6,16,4,17,17,14,21,15,16,12,14,14,2,15,13,11,15,18
26,26,12,3,9,5,24,6,2,15,23,2,23,23,16,18,15,23,23,7,14,23,21,17,16,9,14,19,12,5,19,6
27,27,23,7,20,10,18,1,24,19,11,12,20,2,11,9,1,7,17,19,9,6,13,1,22,17,6,21,10,8,10,14
28,28,9,19,1,18,10,13,16,15,3,12,1,22,22,4,15,2,9,5,6,9,12,2,2,24,20,7,4,6,1,18
29,29,6,16,10,23,4,4,3,19,23,10,14,12,9,14,24,17,19,3,23,18,1,23,10,12,3,11,19,13,24,18
30,30,21,21,18,16,19,22,23,1,7,20,8,9,18,9,11,2,1,2,22,10,5,4,21,3,7,13,11,18,14,18
31,31,20,4,24,13,19,5,10,23,3,4,11,24,15,9,3,7,7,15,13,8,18,11,16,20,1,19,18,24,12,17
32,32,23,15,17,22,10,9,16,18,2,14,9,9,14,2,22,9,11,22,9,7,4,23,21,17,23,22,4,3,22,1
33,33,8,1,9,23,2,5,23,15,14,10,23,15,15,7,14,16,23,21,3,10,21,18,13,8,12,20,15,19,8,12
34,34,6,22,23,19,18,24,5,17,9,18,15,24,17,8,10,13,20,2,13,11,24,12,22,12,19,11,10,17,22,15
35,35,14,2,9,7,24,8,7,11,10,7,15,17,22,23,16,17,3,24,3,3,12,5,5,1,11,17,5,16,15,19
36,36,6,1,2,18,1,17,8,19,4,22,22,6,19,3,16,15,23,8,21,16,16,6,5,3,2,5,24,15,6,22
37,37,5,14,3,2,9,15,2,2,19,1,9,2,7,22,20,17,16,20,11,24,17,21,4,6,12,3,15,10,8,12
38,38,1,20,13,8,4,3,20,12,20,16,20,16,7,13,19,16,7,18,18,15,15,13,20,5,22,2,15,18,15,9
39,39,17,9,23,17,13,7,9,16,6,21,11,11,15,2,15,3,8,14,13,15,17,23,23,14,8,6,14,7,16,19
40,40,9,17,7,11,10,10,21,4,19,3,22,16,22,9,5,18,10,15,13,7,6,9,20,11,21,14,7,24,18,13
41,41,8,12,12,1,19,7,4,10,10,12,17,12,20,23,15,24,1,20,9,11,12,14,15,3,21,2,15,7,15,6
42,42,2,19,20,13,10,9,6,14,18,11,14,4,3,4,8,7,13,12,22,16,22,9,24,9,11,22,16,10,9,16
43,43,11,16,18,12,4,11,18,1,17,2,6,9,21,9,4,23,19,18,8,19,16,1,19,23,19,1,11,23,7,20
44,44,19,9,4,7,19,11,9,24,16,8,1,14,5,15,1,24,2,11,23,10,9,7,23,1,7,19,21,10,12,1
45,45,1,11,9,24,24,24,5,7,4,8,3,13,5,24,12,15,13,20,8,12,1,10,7,6,23,8,13,13,10,12
46,46,2,16,13,10,8,11,17,19,14,2,16,19,13,5,4,21,16,9,18,12,18,4,18,18,6,21,5,7,18,10
47,47,15,14,3,9,2,2,24,21,8,22,17,9,11,7,12,6,6,16,9,15,12,7,10,14,5,7,8,2,23,19
48,48,12,9,16,17,7,7,3,19,7,7,15,9,15,14,4,11,1,1,9,1,22,7,20,3,6,20,4,22,15,9
49,49,20,20,12,1,8,19,23,10,19,21,3,8,19,2,4,3,14,21,1,2,16,24,18,15,10,1,14,7,19,4
50,50,16,22,12,5,20,6,22,2,12,19,23,13,23,8,1,8,20,7,20,9,1,15,17,19,21,3,24,1,24,7
51,51,2,1,23,24,22,4,19,24,13,24,5,13,19,17,9,20,23,10,22,6,14,7,5,22,10,24,17,14,18,24
52,52,3,15,15,20,5,3,2,15,11,14,6,15,10,8,13,7,22,4,16,24,23,10,5,21,24,22,5,21,5,13
53,53,8,14,18,18,8,14,9,6,10,7,1,3,9,20,17,1,20,19,12,20,12,9,16,10,10,11,9,1,22,21
54,54,2,5,7,24,19,1,23,11,18,12,3,9,9,11,21,16,22,21,1,18,19,19,16,20,2,11,23,16,10,23
55,55,16,8,21,5,1,4,7,1,9,12,3,3,13,24,12,20,9,1,8,2,23,12,15,12,20,4,20,12,22,6
56,56,13,3,4,24,23,9,20,4,19,8,22,24,14,7,24,9,13,17,8,1,19,3,11,13,17,9,22,10,16,22
57,57,9,17,12,19,10,15,14,14,11,6,10,9,2,18,21,15,18,3,22,3,11,10,11,22,18,17,19,4,23,1
58,58,2,11,7,24,7,15,2,17,24,4,20,11,22,19,8,24,20,21,15,11,14,23,9,11,9,7,2,11,8,15
59,59,7,12,4,11,15,19,15,15,10,24,24,23,15,9,6,24,8,15,6,14,15,20,13,10,2,16,13,14,9,23
60,60,3,10,10,17,13,5,19,12,8,1,6,9,24,13,21,21,24,2,15,24,23,2,15,13,2,18,13,21,13,3
61,61,11,23,13,16,6,3,16,12,23,14,19,13,1,12,15,1,15,1,24,15,5,17,15,5,3,8,20,1,20,22
62,62,5,13,17,3,17,22,8,17,14,3,5,10,1,1,3,9,22,23,12,23,10,12,3,11,21,16,10,22,20,16
63,63,20,3,16,23,11,15,6,23,17,17,15,17,1,18,21,7,3,24,24,2,5,10,1,5,23,11,15,23,4,1
64,64,19,1,11,12,17,3,13,12,10,15,9,14,14,20,23,8,7,21,2,22,23,22,6,12,16,8,10,24,22,12
65,65,17,18,22,10,3,12,4,9,2,24,24,7,19,3,22,22,3,10,20,2,17,11,16,8,11,6,15,18,1,8
66,66,1,23,6,15,7,21,21,1,22,15,1,14,5,16,20,24,2,20,17,9,2,4,12,9,2,18,24,15,7,4
67,67,3,12,12,19,3,3,2,2,3,23,7,8,19,24,1,5,10,22,13,13,14,5,24,21,1,11,1,4,2,7
68,68,11,9,21,15,3,24,23,6,20,2,1,12,18,5,7,23,23,6,8,6,14,15,24,4,24,10,7,12,13,4
69,69,23,21,5,10,14,10,14,9,17,21,22,6,10,19,22,15,6,13,13,4,5,2,1,12,16,11,11,1,15,1
70,70,23,22,16,21,13,23,15,5,4,13,2,24,4,19,1,10,3,9,18,21,7,17,8,8,19,22,20,6,22,6
71,71,7,18,16,15,16,3,8,11,16,11,1,21,22,10,15,3,1,12,20,14,19,2,18,14,6,17,23,19,23,5
72,72,9,7,17,17,4,4,7,8,5,16,5,13,16,1,17,22,10,6,15,5,3,22,1,2,13,5,15,20,24,13
73,73,24,12,24,10,15,5,7,4,22,9,2,6,14,15,19,22,17,15,19,3,14,21,2,24,8,16,19,24,13,5
74,74,15,21,3,14,2,24,13,8,8,1,9,13,3,13,17,17,21,4,19,18,10,15,5,1,4,14,7,23,14,15
75,75,20,1,9,3,14,1,5,20,7,1,19,5,10,11,8,9,20,20,7,19,12,15,16,1,1,6,9,2,15,9
76,76,8,15,22,7,3,9,13,11,19,13,24,11,5,19,24,20,18,1,3,5,21,12,20,8,22,3,10,17,14,21
77,77,5,6,18,13,12,21,21,4,17,1,2,13,9,22,2,3,21,19,4,19,13,15,11,11,14,3,21,7,20,10
78,78,14,23,12,22,10,14,16,5,14,19,4,6,9,2,15,2,10,20,14,15,19,13,9,14,7,4,8,17,14,13
79,79,3,5,21,15,5,1,7,13,18,10,2,18,13,15,18,22,24,11,19,14,16,8,22,3,21,6,3,22,11,23
80,80,20,24,16,22,21,20,22,24,4,12,3,9,10,16,19,12,18,21,10,10,13,17,6,1,24,24,5,11,17,19
81,81,3,12,1,5,8,23,3,15,4,2,2,22,1,2,15,11,13,19,17,24,5,10,21,16,16,8,16,14,4,23
82,82,4,2,10,12,16,16,21,18,2,17,15,16,8,9,7,2,6,3,17,7,6,4,22,6,9,4,22,3,2,10
83,83,10,18,18,13,12,23,18,24,7,23,12,18,20,19,17,5,18,11,3,2,17,12,12,20,7,11,16,17,9,1
84,84,10,15,22,20,21,13,23,1,13,23,23,9,22,3,24,19,17,3,4,14,2,12,13,17,10,12,10,16,13,1
85,85,3,8,18,7,22,10,20,7,5,1,17,17,19,4,21,11,10,2,10,22,5,5,24,19,17,24,9,23,7,22
86,86,17,6,12,8,17,11,7,11,17,2,17,3,13,23,3,12,23,24,1,13,3,9,2,7,12,22,14,12,20,10
87,87,15,3,16,24,15,6,23,2,7,24,11,20,5,16,16,13,14,23,3,11,18,15,12,23,22,9,17,9,24,19
88,88,11,8,12,22,10,24,12,21,9,16,1,22,6,4,16,15,15,22,15,23,24,11,19,16,15,6,6,18,8,11
89,89,12,22,1,23,10,23,6,8,11,23,15,7,4,15,8,5,1,8,5,12,18,14,24,6,14,24,17,4,12,4
90,90,4,17,2,11,14,24,14,15,8,11,17,18,1,23,15,1,2,7,10,7,21,21,22,23,9,1,9,23,15,4
91,91,4,22,22,20,21,4,9,17,22,8,5,19,21,12,9,6,19,7,1,22,18,11,8,16,3,19,16,11,18,8
92,92,18,13,9,10,14,10,13,12,17,13,5,3,12,11,1,9,19,23,12,6,23,23,15,2,1,3,3,1,22,18
93,93,5,2,3,21,20,19,5,15,22,16,15,17,4,11,8,12,7,15,9,10,17,4,15,19,9,9,17,20,7,18
94,94,22,6,10,12,12,21,11,16,22,22,21,5,19,1,23,16,3,18,7,1,1,13,6,8,14,16,18,12,19,7
95,95,19,9,7,15,3,15,6,10,6,16,14,2,24,17,13,23,8,10,20,24,1,17,15,22,23,18,14,21,8,3
96,96,22,18,23,22,20,12,18,23,22,11,11,2,21,5,1,24,7,22,6,21,5,19,10,2,12,3,17,5,6,9
97,97,24,10,23,12,8,5,7,17,3,15,4,15,4,23,21,6,20,6,19,10,22,11,2,4,20,7,19,7,15,15
98,98,12,9,13,21,1,6,20,21,10,18,3,8,19,2,19,15,11,22,12,14,7,22,14,22,12,9,9,1,12,12
99,99,24,24,5,17,1,2,1,20,11,21,22,23,15,8,17,11,1,11,9,15,12,5,8,11,4,13,3,21,14,18
