,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19,Obj010,Obj110,Obj011,Obj111,Obj012,Obj112,Obj013,Obj113,Obj014,Obj114
18,18,14,59,12,7,71,88,61,86,49,19,66,81,30,57,2,79,25,53,57,23,99,67,29,98,64,70,70,18,19,87
19,19,93,2,69,37,87,24,2,11,84,46,5,38,61,98,44,79,33,69,24,53,21,34,94,68,69,77,88,17,65,82
20,20,37,41,36,37,72,52,8,38,43,44,68,24,36,14,97,93,12,46,77,52,41,73,39,86,25,95,95,80,37,21
21,21,26,49,11,70,29,50,2,64,38,46,74,29,49,82,18,29,95,13,36,27,75,76,47,77,81,79,33,94,65,38
22,22,40,4,74,54,51,83,30,45,11,81,95,29,68,64,58,43,81,20,88,2,70,83,75,98,39,30,65,75,96,80
23,23,24,34,71,49,5,49,15,70,18,36,26,54,5,61,55,47,88,89,62,99,51,77,19,12,84,41,99,23,4,56
24,24,36,7,40,3,76,24,4,94,15,51,98,80,52,13,37,14,12,8,71,27,45,83,76,64,97,85,53,34,29,86
25,25,88,80,62,53,11,74,42,22,15,48,36,65,83,14,44,69,53,82,6,30,63,90,98,49,44,43,58,64,36,80
26,26,87,14,82,98,65,52,3,28,48,77,92,25,30,45,67,77,28,52,99,24,7,19,82,46,55,90,11,14,29,68
27,27,25,35,52,76,87,91,5,94,75,77,3,24,66,51,4,28,26,41,3,88,76,2,50,39,98,47,60,24,73,2
28,28,15,61,34,51,14,82,67,27,38,77,96,67,68,99,47,87,53,88,56,29,61,25,21,54,29,48,99,60,25,69
29,29,26,99,98,90,94,69,65,94,72,31,12,96,10,79,98,90,83,22,60,34,79,6,76,16,9,58,54,20,81,96
30,30,88,93,87,84,18,8,14,63,66,92,82,39,21,98,40,29,98,94,75,11,58,10,62,88,88,65,90,94,16,45
31,31,44,87,70,79,39,63,92,43,50,58,26,82,9,4,76,59,40,30,15,76,60,1,66,46,30,13,27,31,37,10
32,32,5,71,59,31,4,2,81,27,27,80,36,23,75,70,76,94,85,20,85,83,3,8,1,48,20,29,43,74,12,88
33,33,55,82,66,53,27,37,12,14,18,30,82,44,61,96,45,26,16,5,70,65,88,63,72,93,20,86,23,28,18,42
34,34,50,84,70,1,43,97,98,23,32,85,20,94,44,10,49,5,21,93,36,33,65,30,30,81,46,39,6,23,88,90
35,35,70,27,57,54,53,41,57,41,85,69,94,55,36,28,27,57,52,53,61,25,91,64,98,18,20,42,36,98,21,68
36,36,4,51,54,49,13,14,30,97,71,37,85,20,56,28,61,33,17,90,1,31,98,42,68,5,23,59,46,65,78,76
37,37,82,69,24,5,63,69,31,84,29,38,53,24,2,94,1,14,8,56,44,96,72,87,46,10,34,33,73,61,62,68
38,38,44,93,94,45,96,96,90,23,82,72,89,54,98,20,77,22,75,51,54,1,95,44,13,5,55,94,8,10,87,32
39,39,62,21,83,71,38,69,86,12,3,44,36,69,66,42,57,9,63,15,7,65,34,26,28,21,45,65,21,87,7,60
40,40,63,74,53,16,32,45,43,60,46,15,89,45,16,57,56,60,89,88,60,11,76,30,69,52,44,45,55,7,78,61
41,41,57,97,48,55,9,9,39,76,45,93,61,8,69,54,11,59,73,88,88,98,39,83,34,77,56,54,15,73,40,20
42,42,73,84,2,91,39,84,39,52,90,98,37,8,59,57,22,2,64,42,91,55,9,13,52,32,60,75,7,45,11,35
43,43,51,83,22,23,62,2,32,55,7,93,29,11,81,58,98,62,89,75,99,95,96,8,78,37,10,83,62,64,23,5
44,44,60,27,21,30,81,41,23,19,25,5,55,95,23,44,76,31,57,23,19,68,37,50,73,47,77,1,43,67,50,79
45,45,50,59,86,1,58,32,44,86,49,55,57,69,7,38,2,27,43,13,72,90,11,29,27,62,80,49,14,84,43,78
46,46,62,34,26,64,76,61,69,77,95,36,41,96,54,46,39,33,22,61,43,43,22,82,70,73,92,34,34,97,83,81
47,47,55,34,16,59,83,47,56,82,53,53,54,34,81,64,34,67,91,72,54,62,14,18,12,99,95,42,60,53,75,48
48,48,62,65,70,10,5,44,13,96,60,3,71,17,32,21,66,32,31,67,47,51,32,53,95,48,9,54,43,23,42,73
49,49,21,76,47,44,4,31,86,67,86,43,97,56,60,95,23,23,44,94,49,17,39,35,21,98,63,85,31,25,7,94
50,50,52,52,45,50,51,86,16,40,61,99,2,85,5,70,15,32,36,63,2,89,81,11,61,8,80,95,13,42,82,45
51,51,85,59,57,53,9,52,95,41,5,11,68,88,33,83,9,13,75,58,62,42,28,64,50,44,66,26,8,4,73,5
52,52,61,57,6,48,44,55,10,97,40,42,41,27,75,90,35,27,99,82,84,47,24,30,55,27,65,60,53,24,3,20
53,53,53,29,59,42,74,96,19,80,71,56,15,43,74,90,57,41,66,66,17,30,35,27,28,27,19,50,45,62,40,54
54,54,56,35,59,69,35,20,28,40,22,27,54,66,78,27,89,17,56,3,27,87,27,1,51,49,38,19,96,12,45,74
55,55,95,82,13,20,71,87,71,13,7,29,11,89,76,19,25,27,1,63,18,41,44,5,17,85,10,85,73,83,99,26
56,56,97,48,28,64,85,78,61,53,61,69,87,30,98,20,81,37,35,19,25,23,39,52,94,18,40,53,45,7,87,90
57,57,74,64,8,44,72,79,38,47,86,21,3,75,3,15,43,99,78,28,56,66,45,46,49,80,48,43,58,1,59,79
58,58,69,73,70,71,58,20,39,5,60,66,11,1,68,47,91,98,20,91,27,52,88,31,65,12,27,80,60,54,59,63
59,59,10,35,30,20,82,7,72,83,77,57,44,72,62,45,65,52,5,18,71,18,88,94,95,53,35,15,15,83,73,45
60,60,96,54,43,1,8,59,47,56,64,11,37,33,85,45,72,64,74,43,91,17,19,50,62,25,78,70,4,23,45,83
61,61,7,26,10,42,29,8,88,54,50,80,1,18,36,8,57,1,44,31,80,4,95,9,70,83,52,60,33,23,12,21
62,62,61,39,27,25,96,79,49,89,13,93,1,49,40,79,72,71,20,4,97,61,16,90,62,10,25,90,62,70,46,42
63,63,47,39,51,86,85,11,38,54,97,54,64,95,6,84,55,70,43,82,27,49,63,84,1,82,40,55,16,17,25,5
64,64,49,45,74,16,19,95,22,16,24,37,51,9,5,46,18,5,2,35,81,10,53,38,88,10,62,23,32,58,85,21
65,65,14,87,98,73,60,50,84,96,81,62,33,42,62,54,74,42,96,79,54,89,43,83,45,84,3,19,46,4,85,89
66,66,94,39,55,44,22,75,41,90,66,34,16,10,38,11,72,25,60,44,63,28,63,51,41,99,74,6,36,68,42,81
67,67,22,58,91,80,34,99,51,50,84,35,16,39,60,5,48,80,92,76,87,98,76,72,19,67,2,42,37,87,63,40
68,68,4,79,88,76,79,13,99,57,22,89,14,37,55,87,16,55,15,52,20,36,62,36,65,85,91,96,77,68,25,62
69,69,80,48,71,86,53,14,96,24,15,63,41,79,63,89,68,58,40,91,87,84,73,69,12,48,56,4,75,18,58,9
70,70,60,1,97,64,95,97,4,23,62,16,41,70,43,23,55,16,32,45,58,99,75,16,78,2,24,10,28,53,79,59
71,71,58,11,75,41,62,1,13,96,33,68,43,65,90,74,12,32,91,3,9,46,43,96,10,93,28,88,98,27,16,65
72,72,85,34,92,56,79,18,29,53,53,63,4,84,94,54,12,80,95,43,74,69,64,64,64,32,69,47,87,24,97,8
73,73,93,39,73,26,29,83,22,47,74,83,71,66,20,11,83,40,81,86,15,4,45,36,94,96,77,56,14,10,26,50
74,74,81,27,30,36,96,60,50,35,26,41,98,32,53,84,47,87,27,20,72,16,62,34,7,64,35,41,12,65,46,8
75,75,86,57,39,3,87,19,8,93,85,36,92,81,69,49,17,52,78,23,85,57,66,98,43,1,18,41,56,33,56,4
76,76,52,76,58,5,46,67,83,62,44,78,27,15,48,53,39,24,42,72,38,86,1,7,68,81,42,35,49,14,32,49
77,77,17,2,14,26,32,83,98,39,47,62,1,7,18,58,79,35,17,7,93,12,11,41,83,97,33,55,53,22,91,80
78,78,60,88,26,88,47,91,28,62,44,4,93,62,15,8,12,33,84,81,45,74,55,33,34,75,80,33,17,12,14,79
79,79,54,83,1,90,83,75,3,30,45,32,49,29,86,12,94,60,44,2,48,45,86,16,39,33,40,88,40,22,86,85
80,80,82,48,79,88,67,20,17,62,4,65,16,81,49,41,91,1,69,79,94,11,12,30,82,6,64,44,35,19,87,79
81,81,1,21,15,14,93,28,55,21,68,68,12,98,30,16,98,54,30,74,75,7,57,5,65,73,32,28,93,44,52,25
82,82,15,74,85,69,13,18,23,27,26,79,41,16,6,38,15,53,36,55,56,57,19,16,83,43,68,16,4,64,57,13
83,83,89,10,78,10,60,55,54,72,8,95,13,87,67,9,45,80,27,56,33,64,12,76,74,90,10,96,5,70,14,59
84,84,83,23,83,54,68,42,73,11,1,25,11,27,2,77,91,88,34,32,21,31,76,78,61,96,13,28,71,20,88,50
85,85,15,53,95,29,91,82,84,16,87,91,12,47,25,37,75,2,39,74,78,11,73,48,41,88,64,3,88,47,21,3
86,86,72,89,16,31,20,81,10,98,24,99,64,42,57,77,97,51,89,5,11,56,22,53,64,28,48,29,3,78,1,97
87,87,7,40,66,65,68,80,46,43,42,61,30,23,75,71,63,3,75,92,59,29,10,82,33,87,44,45,66,90,1,69
88,88,93,24,32,31,32,49,9,3,69,2,56,39,59,45,41,66,73,9,98,30,97,57,34,88,1,79,76,76,23,70
89,89,18,56,18,22,59,40,83,59,92,32,65,68,8,80,68,75,21,5,31,59,23,9,91,64,68,93,30,29,19,23
90,90,67,70,65,15,80,90,90,90,42,81,54,38,29,14,46,17,31,13,25,5,52,83,98,28,14,69,11,64,80,2
91,91,26,64,6,95,79,6,30,73,87,43,8,31,60,82,85,17,39,18,35,97,4,43,3,83,55,99,97,90,50,11
92,92,4,64,32,85,12,15,75,2,43,95,19,35,46,86,52,78,89,14,14,23,27,22,7,80,11,89,19,36,81,55
93,93,99,28,16,30,66,2,83,91,65,88,93,56,87,36,65,74,44,34,20,42,62,43,24,40,71,22,35,46,60,51
94,94,31,16,97,15,81,58,53,50,85,50,42,85,89,30,90,25,19,60,36,41,92,84,7,15,36,3,68,35,22,23
95,95,44,18,76,1,62,11,40,54,94,92,16,68,50,46,46,66,66,25,7,65,41,87,47,83,69,28,51,55,15,1
96,96,42,59,77,77,26,73,91,51,19,6,83,84,8,89,97,62,38,48,4,12,48,61,95,21,91,70,16,25,13,16
97,97,61,48,8,32,96,97,77,22,32,59,71,75,27,30,54,2,26,79,58,11,5,26,82,86,78,46,88,57,50,95
98,98,89,31,27,45,79,76,76,66,38,39,15,29,52,6,22,64,86,58,93,42,85,82,47,44,24,12,55,9,20,68
99,99,45,71,87,89,70,6,61,86,56,73,12,25,45,50,81,9,43,75,34,31,71,17,14,27,74,10,67,80,20,12
