,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19,Obj010,Obj110,Obj011,Obj111,Obj012,Obj112,Obj013,Obj113,Obj014,Obj114
16,16,73,112,178,184,42,17,225,118,287,161,153,203,282,266,4,107,94,199,246,242,187,4,165,82,193,23,292,134,166,94
17,17,299,179,213,271,276,153,247,271,184,177,2,50,164,123,57,148,184,247,172,252,56,273,73,214,126,62,272,278,161,6
18,18,138,102,39,240,56,14,69,199,5,208,231,10,298,144,152,23,88,162,85,280,67,225,80,283,49,25,98,266,207,248
19,19,64,7,214,212,20,30,217,234,40,146,240,109,144,130,98,148,45,55,63,22,190,55,236,266,30,60,150,173,79,38
20,20,52,110,202,152,116,234,196,276,297,114,215,95,8,46,258,299,114,89,277,244,261,154,97,26,95,7,3,139,15,37
21,21,256,238,16,75,106,110,40,112,273,3,251,205,65,151,108,127,165,172,136,172,110,3,284,110,279,143,212,218,226,298
22,22,166,10,263,47,15,206,261,56,204,251,7,294,16,280,292,247,90,112,186,81,278,46,91,194,230,77,253,211,18,31
23,23,257,8,7,15,168,72,265,10,261,259,96,81,194,94,250,36,36,198,108,206,126,59,214,17,29,259,60,274,96,45
24,24,25,56,109,185,262,67,71,121,78,236,206,45,179,147,91,18,278,10,25,30,218,276,198,110,148,30,116,83,40,3
25,25,266,96,193,160,182,280,165,43,163,34,296,45,199,207,26,202,286,259,163,60,123,28,197,239,270,76,35,154,138,194
26,26,7,117,229,81,88,256,241,79,234,62,267,222,212,83,3,112,134,183,130,7,85,57,149,128,16,239,246,229,129,278
27,27,173,62,118,53,299,90,282,76,106,245,172,14,256,164,131,40,115,53,16,63,174,110,206,223,200,98,141,229,31,180
28,28,187,202,32,207,66,189,70,48,152,241,261,204,266,134,267,289,233,32,61,241,220,235,39,5,255,4,252,107,211,214
29,29,274,29,95,177,78,187,178,10,78,232,276,209,49,167,149,260,150,275,104,171,40,232,39,239,154,213,179,90,147,213
30,30,4,267,219,280,159,244,233,214,192,60,198,40,114,141,37,55,28,224,112,115,205,102,289,38,257,127,214,253,47,76
31,31,75,187,288,166,66,51,219,202,282,273,55,104,45,1,287,241,45,280,94,179,67,177,210,218,263,276,36,248,290,78
32,32,47,268,47,291,245,13,120,5,256,95,78,98,237,242,36,43,68,287,222,155,58,267,135,162,204,2,149,141,88,292
33,33,189,31,131,55,179,282,216,161,112,205,216,260,65,180,272,172,203,271,45,137,155,30,271,66,88,280,278,248,45,258
34,34,299,153,53,53,162,122,238,86,287,279,130,182,26,212,108,44,230,78,144,222,215,116,197,191,154,174,244,62,187,29
35,35,37,146,1,26,135,193,73,127,47,140,65,260,173,18,45,268,148,171,97,145,101,219,141,164,230,184,24,91,2,53
36,36,151,124,107,296,285,11,20,141,65,66,124,154,6,264,105,204,64,232,7,168,218,55,154,100,84,46,144,247,59,8
37,37,93,259,168,277,166,129,3,19,286,132,207,154,43,117,248,223,32,29,209,271,101,167,56,13,249,292,12,136,208,102
38,38,195,172,5,26,66,219,53,299,33,256,236,6,107,223,22,50,117,84,142,185,66,173,126,22,93,119,160,148,30,268
39,39,180,82,203,105,195,235,299,186,253,251,240,223,201,262,8,217,273,94,64,111,129,244,5,22,39,230,149,218,168,136
40,40,63,134,191,101,102,222,212,175,54,134,204,16,291,139,285,34,171,274,226,247,200,83,253,50,98,106,210,295,91,195
41,41,84,21,114,97,216,126,123,106,230,134,259,1,179,74,133,205,25,93,271,17,90,53,101,197,297,73,81,274,83,149
42,42,244,285,16,256,135,149,132,270,107,268,87,149,83,49,160,270,83,218,298,73,5,130,249,52,165,89,123,262,94,298
43,43,9,132,102,284,140,168,30,108,13,244,186,101,275,115,89,220,81,235,187,225,6,81,32,165,21,208,135,145,235,6
44,44,148,119,293,68,96,227,146,114,86,93,150,188,61,147,138,208,153,212,278,286,263,61,139,244,3,187,245,259,256,110
45,45,152,288,154,195,213,57,54,35,139,213,282,166,199,9,25,20,81,59,1,250,72,272,113,187,52,143,121,193,108,101
46,46,147,80,164,164,58,237,275,39,193,115,114,53,177,298,70,139,70,146,53,74,126,276,116,238,76,54,87,216,203,270
47,47,226,41,297,128,200,187,20,54,243,272,114,125,263,155,20,43,236,225,89,92,87,286,241,197,104,51,260,84,207,173
48,48,57,110,131,74,208,84,255,128,238,158,23,225,22,79,71,33,41,296,186,260,255,286,228,163,252,266,276,259,172,96
49,49,179,158,214,158,164,151,100,279,197,192,25,163,209,145,24,151,185,186,270,224,170,125,254,60,60,52,173,226,42,201
50,50,141,142,123,233,77,121,137,94,275,127,263,137,225,291,240,149,94,85,215,73,102,282,199,82,198,51,128,143,236,156
51,51,55,70,267,196,74,234,291,134,33,299,271,164,168,52,218,123,65,53,255,170,6,2,289,287,204,223,221,296,256,179
52,52,178,281,119,255,133,222,64,105,54,108,209,173,21,72,210,154,100,132,26,12,2,140,85,235,84,173,236,165,290,42
53,53,45,34,148,219,245,8,234,190,71,6,141,48,55,17,233,5,65,36,136,277,24,135,187,24,34,219,137,21,233,140
54,54,1,202,119,4,251,124,204,217,296,144,288,117,258,176,72,231,63,240,154,9,90,140,66,63,12,20,189,50,4,215
55,55,250,34,8,140,42,275,87,86,157,49,164,258,235,256,168,215,32,30,64,249,296,108,277,238,138,273,47,215,232,229
56,56,80,64,94,251,179,298,206,245,242,45,40,295,63,143,42,183,202,83,126,156,35,217,294,167,13,236,165,155,69,4
57,57,44,21,30,40,167,165,265,262,98,147,136,220,237,206,89,116,60,47,144,208,163,278,245,115,239,146,108,234,52,235
58,58,167,213,182,140,131,71,186,228,151,237,178,82,20,119,154,4,236,99,11,115,120,35,1,119,285,122,280,180,108,256
59,59,213,65,102,89,180,90,157,122,170,1,129,232,163,187,71,297,269,38,209,112,15,57,224,169,245,104,82,176,105,131
60,60,236,148,194,36,72,18,132,127,120,85,242,53,237,16,4,259,273,3,181,299,198,154,131,118,41,208,185,178,156,156
61,61,216,141,179,104,296,159,150,120,110,280,46,9,157,106,132,210,177,131,142,194,63,237,202,255,123,144,55,140,47,89
62,62,89,155,11,176,292,3,273,163,176,298,121,257,254,17,36,190,250,77,112,81,11,159,81,291,145,228,215,14,59,63
63,63,84,48,294,261,296,246,260,118,93,38,156,85,105,177,26,284,172,205,133,47,279,264,277,45,102,242,16,101,10,152
64,64,286,173,97,155,72,134,79,122,219,82,169,34,24,262,182,47,143,286,15,100,186,28,154,109,96,183,49,120,148,9
65,65,76,207,170,49,19,288,298,239,65,252,7,41,272,160,263,179,216,17,178,188,146,257,195,251,72,167,102,7,154,69
66,66,292,262,45,161,52,104,151,200,299,79,212,146,19,130,172,288,298,73,240,22,291,253,278,95,50,125,159,244,48,85
67,67,81,49,242,217,17,243,2,267,191,170,249,72,149,134,186,218,57,76,51,216,119,213,256,93,178,277,76,52,69,255
68,68,265,223,72,244,227,270,168,146,169,39,11,295,98,1,249,146,35,12,87,102,41,55,91,52,171,149,93,231,37,226
69,69,55,155,23,212,166,1,184,222,45,77,274,246,162,141,278,109,53,7,244,77,226,224,183,8,288,127,134,56,103,252
70,70,245,118,38,34,82,182,32,85,4,166,276,280,266,296,126,66,232,36,146,235,4,212,250,148,273,110,152,226,234,181
71,71,211,100,164,56,137,174,121,293,207,166,250,188,54,86,196,152,251,229,160,134,228,74,20,240,124,146,67,221,127,151
72,72,276,271,299,109,234,203,253,101,239,187,142,191,94,242,234,47,147,255,148,230,285,126,282,85,83,291,29,69,139,243
73,73,99,157,220,144,298,233,297,85,116,23,241,168,248,270,129,54,78,194,69,57,24,256,95,2,79,166,49,95,53,40
74,74,193,282,269,167,284,185,153,264,208,264,38,173,137,164,165,209,76,145,191,281,202,142,139,95,48,54,234,204,269,65
75,75,276,99,260,178,194,11,171,221,51,109,114,74,283,11,119,32,11,295,158,247,4,251,160,24,209,134,173,230,262,65
76,76,198,266,76,54,117,2,295,44,127,84,172,6,31,274,4,41,151,217,92,259,102,236,218,287,133,186,47,212,296,296
77,77,256,15,62,153,130,53,188,133,155,220,12,12,298,152,145,224,87,227,92,108,13,291,253,280,103,170,206,165,188,126
78,78,98,154,175,205,164,215,164,109,58,128,178,142,71,269,212,250,190,104,126,116,169,7,3,248,296,94,71,8,223,69
79,79,123,171,195,51,147,40,102,276,35,183,153,231,66,71,207,162,256,17,27,90,203,38,62,197,68,79,189,142,256,16
80,80,257,250,141,279,154,201,249,174,100,213,159,249,197,24,119,46,282,235,258,278,73,9,185,190,125,286,293,183,216,234
81,81,184,268,291,225,171,238,47,187,126,266,94,194,86,142,282,72,220,136,222,152,31,281,294,216,60,228,133,92,256,10
82,82,9,83,52,269,212,291,25,20,260,220,133,228,142,194,13,223,164,124,147,35,252,30,95,153,38,7,233,88,149,257
83,83,120,166,225,60,1,276,266,276,215,189,248,124,130,131,232,44,131,188,141,211,103,268,297,219,254,184,32,56,39,77
84,84,48,299,211,184,78,124,27,113,299,109,266,277,200,13,186,152,190,97,165,234,114,232,230,295,63,76,279,224,291,35
85,85,176,20,237,65,19,130,224,7,186,25,251,43,11,266,131,71,11,233,214,9,143,2,55,86,66,287,33,198,295,27
86,86,35,107,290,133,104,222,227,22,137,126,84,296,6,270,170,262,29,4,261,85,214,284,157,23,295,141,229,39,226,233
87,87,89,116,6,173,277,160,99,170,100,17,109,213,155,96,209,85,50,92,93,122,255,4,112,223,7,128,170,183,71,115
88,88,70,99,205,16,258,23,248,40,249,154,62,111,210,244,274,119,100,238,221,30,291,186,43,33,9,72,140,182,292,79
89,89,43,153,8,127,125,96,52,269,291,100,265,263,258,163,179,128,38,78,192,4,213,59,151,198,3,56,42,221,128,100
90,90,94,274,181,166,190,289,298,208,139,253,53,201,224,15,220,276,211,47,242,280,241,20,69,103,11,33,105,84,223,120
91,91,167,174,255,87,39,151,18,28,28,105,154,3,132,291,134,31,156,121,292,226,84,251,9,58,163,74,245,268,209,112
92,92,135,114,3,32,123,145,148,203,268,4,90,127,235,204,103,156,110,192,178,168,270,129,47,95,172,162,3,110,108,298
93,93,6,184,2,272,20,30,248,143,48,148,70,245,221,268,255,131,98,160,255,179,156,52,104,207,90,299,217,260,191,25
94,94,251,70,50,2,108,32,187,225,68,62,263,240,132,262,197,159,262,151,63,234,284,49,277,22,185,169,296,256,92,146
95,95,146,171,14,193,266,11,115,110,139,275,290,2,177,44,105,292,112,136,39,221,232,6,127,82,169,98,55,178,295,234
96,96,45,209,1,219,244,162,105,199,136,82,112,15,97,123,74,286,208,267,193,44,222,165,134,202,296,21,48,147,224,64
97,97,163,243,188,161,242,140,164,96,79,180,172,202,185,158,145,249,194,216,117,198,183,113,259,149,216,217,72,235,32,140
98,98,288,155,246,175,47,296,270,205,27,159,298,294,166,245,51,164,91,47,266,185,177,192,98,157,126,52,56,250,152,41
99,99,282,127,175,185,164,145,271,52,169,75,96,128,267,88,71,39,298,72,257,294,168,270,28,101,163,34,54,194,162,25
