,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
72,72,46,80,53,9,24,26,79,45,98,75
73,73,97,67,46,75,78,89,89,94,51,75
74,74,86,37,25,95,56,66,62,75,87,61
75,75,56,69,12,39,55,42,88,29,4,49
76,76,91,18,10,7,50,41,5,78,63,53
77,77,18,3,59,12,80,45,40,26,89,52
78,78,2,78,48,61,2,49,72,80,86,76
79,79,60,7,26,65,84,45,66,56,24,9
80,80,87,37,67,70,66,30,70,92,12,1
81,81,4,68,41,74,41,70,10,33,10,96
82,82,93,17,96,14,39,37,99,49,42,36
83,83,43,60,1,84,58,22,78,47,68,94
84,84,20,35,99,41,57,5,66,27,25,47
85,85,82,50,82,53,9,67,99,96,53,44
86,86,55,6,45,24,95,57,99,36,14,67
87,87,10,97,38,14,32,6,38,73,3,22
88,88,86,48,46,2,74,8,50,77,52,37
89,89,94,99,72,73,32,75,98,98,73,82
90,90,25,76,54,79,48,20,17,73,42,90
91,91,59,32,64,98,68,32,52,70,73,9
92,92,27,11,15,76,51,2,91,20,9,71
93,93,61,12,61,56,97,85,37,30,76,52
94,94,36,38,72,92,33,54,17,72,78,83
95,95,7,43,11,97,38,31,60,21,93,64
96,96,28,79,93,32,37,26,26,66,35,51
97,97,33,20,17,99,84,53,95,21,40,5
98,98,14,55,79,86,48,6,30,42,33,81
99,99,19,3,62,53,91,63,66,64,6,83
100,100,36,69,24,6,16,70,67,68,45,92
101,101,73,73,64,26,8,14,73,51,48,17
102,102,47,63,3,12,92,21,74,26,73,64
103,103,53,68,53,57,16,94,17,23,11,16
104,104,60,1,34,63,47,42,77,25,66,48
105,105,83,79,21,99,8,10,94,8,93,18
106,106,92,28,52,36,94,84,32,25,75,29
107,107,32,3,34,45,44,43,93,69,34,39
108,108,41,60,32,60,1,50,42,3,70,94
109,109,61,26,44,6,55,15,97,31,65,89
110,110,55,27,31,37,7,12,59,29,48,77
111,111,98,49,75,38,2,90,46,66,14,32
112,112,91,54,48,46,54,72,16,21,59,10
113,113,48,82,7,17,86,27,50,38,25,94
114,114,14,27,63,32,86,9,33,24,26,58
115,115,85,53,82,47,83,43,61,6,24,48
116,116,67,80,79,79,86,8,39,75,6,41
117,117,66,50,71,28,57,61,90,30,62,37
118,118,71,5,59,82,91,57,32,53,67,85
119,119,81,40,10,40,63,64,87,5,15,8
120,120,48,82,58,74,86,43,19,6,16,84
121,121,95,91,66,82,85,38,72,9,10,76
122,122,61,8,32,12,35,65,16,81,22,58
123,123,80,19,76,60,11,46,49,89,26,28
124,124,62,95,24,10,52,76,82,14,80,77
125,125,1,64,89,71,60,98,46,9,21,58
126,126,81,34,6,51,43,12,15,22,63,84
127,127,44,1,21,15,20,64,70,17,49,79
128,128,70,58,49,29,73,17,54,76,21,79
129,129,10,16,1,77,34,2,1,85,68,14
130,130,60,84,52,15,24,8,23,42,25,98
131,131,53,76,90,27,20,57,76,13,26,83
132,132,79,21,62,88,90,91,88,60,74,97
133,133,77,41,46,6,75,62,91,50,74,32
134,134,97,2,19,21,87,22,11,75,54,24
135,135,14,13,31,79,63,9,1,31,75,99
136,136,1,47,72,68,66,60,39,55,58,36
137,137,77,27,39,15,6,69,62,75,98,97
138,138,36,12,78,65,77,50,53,60,72,80
139,139,21,57,93,22,87,20,99,98,46,32
140,140,28,60,19,41,85,55,91,90,30,96
141,141,94,26,68,44,35,27,41,61,67,8
142,142,43,12,93,23,76,70,47,66,82,91
143,143,54,5,81,32,76,67,35,74,51,90
144,144,26,92,81,19,64,16,79,66,21,22
145,145,63,9,21,68,8,56,18,44,19,79
146,146,24,70,4,65,70,77,1,97,66,22
147,147,57,53,84,5,31,20,62,9,83,73
148,148,19,7,47,6,88,42,53,42,35,40
149,149,81,6,89,69,57,2,83,69,65,83
150,150,53,51,23,45,37,19,43,49,67,25
151,151,26,47,18,83,49,28,74,29,93,39
152,152,56,65,75,34,22,80,4,15,24,5
153,153,59,33,88,83,15,47,34,10,84,29
154,154,78,92,72,17,30,39,54,68,86,83
155,155,80,59,41,14,79,49,24,9,12,97
156,156,39,95,79,50,97,43,33,9,21,4
157,157,53,60,37,82,64,83,43,78,53,40
158,158,51,23,96,38,33,50,46,89,36,36
159,159,28,56,25,35,93,77,22,21,66,92
160,160,52,47,47,29,55,99,32,72,63,76
161,161,80,64,26,55,65,93,63,23,66,82
162,162,1,49,40,71,56,55,44,12,91,18
163,163,12,62,79,13,79,65,56,20,90,37
164,164,68,91,96,88,69,36,16,26,66,48
165,165,26,44,74,70,73,37,11,93,61,90
166,166,64,13,89,38,37,52,71,29,42,44
167,167,72,65,4,13,28,91,9,18,85,5
168,168,70,29,95,99,86,60,59,95,9,98
169,169,31,19,21,39,58,53,61,24,80,46
170,170,29,57,88,90,76,11,89,43,58,3
171,171,17,99,98,63,97,76,46,34,4,59
172,172,48,70,38,41,19,2,9,4,37,72
173,173,60,22,36,80,86,16,16,34,86,38
174,174,85,98,56,16,55,68,94,47,11,71
175,175,64,70,86,72,58,81,60,67,87,69
176,176,27,70,18,13,24,10,94,55,10,23
177,177,26,72,45,37,56,79,43,98,71,92
178,178,67,60,42,48,87,4,65,57,95,30
179,179,9,30,90,93,48,20,59,32,44,22
180,180,28,91,93,51,38,37,70,73,7,11
181,181,55,82,14,7,46,78,72,17,29,13
182,182,93,71,77,80,65,72,48,64,65,70
183,183,39,6,97,94,86,8,31,32,49,2
184,184,33,55,4,26,45,29,59,89,48,75
185,185,84,20,5,18,43,76,91,74,11,75
186,186,72,22,88,67,63,80,96,79,86,51
187,187,72,25,99,49,97,29,53,2,2,28
188,188,21,95,14,40,81,4,64,30,25,47
189,189,80,66,45,72,65,31,3,68,27,16
190,190,99,94,54,15,9,8,94,85,88,24
191,191,71,37,29,75,3,34,95,84,79,36
192,192,27,51,4,51,56,90,63,98,6,4
193,193,2,9,29,71,78,53,2,21,76,53
194,194,2,15,6,58,99,95,31,36,25,49
195,195,44,75,77,2,84,83,82,8,85,31
196,196,41,54,87,39,76,41,9,33,34,25
197,197,93,4,90,41,75,45,54,15,27,58
198,198,83,49,23,83,49,22,58,6,59,66
199,199,77,86,8,77,82,14,36,61,28,68
