,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
138,138,24,22,22,6,2,5,20,14,7,2
139,139,11,23,17,17,10,23,22,19,22,3
140,140,12,17,18,24,1,11,9,17,3,10
141,141,12,8,9,18,24,1,12,24,1,20
142,142,9,22,21,24,24,20,24,24,7,3
143,143,6,17,23,14,23,12,9,7,22,21
144,144,23,3,4,12,14,24,1,1,4,23
145,145,2,1,9,21,19,20,16,24,16,16
146,146,2,15,13,3,22,11,14,17,13,1
147,147,21,1,12,4,13,16,12,24,7,5
148,148,6,9,21,16,20,14,1,8,9,11
149,149,18,2,15,11,9,8,16,5,1,14
150,150,14,2,5,5,23,7,1,3,6,19
151,151,17,1,3,19,17,8,19,14,17,9
152,152,24,16,11,5,15,18,2,22,13,16
153,153,16,2,23,8,2,21,5,18,24,7
154,154,12,23,19,3,12,16,22,6,12,10
155,155,8,21,12,2,2,9,1,16,23,10
156,156,24,10,17,17,3,23,3,22,21,1
157,157,11,18,23,14,6,1,5,12,4,22
158,158,7,10,9,22,4,19,14,14,11,9
159,159,20,8,1,18,12,1,22,9,9,20
160,160,16,10,15,20,5,17,9,9,10,22
161,161,5,18,15,19,9,2,15,14,22,10
162,162,10,4,23,19,5,13,21,18,16,2
163,163,11,12,21,3,3,16,7,18,7,15
164,164,5,2,8,21,11,3,5,13,19,15
165,165,7,24,21,19,7,16,15,18,17,20
166,166,17,13,16,5,14,7,17,10,20,13
167,167,7,24,5,5,4,13,12,6,19,14
168,168,18,5,7,24,5,8,20,6,14,18
169,169,12,5,4,2,5,2,10,19,19,8
170,170,22,20,4,18,20,8,23,20,18,7
171,171,6,16,18,14,20,2,21,12,18,11
172,172,4,13,1,14,12,12,19,10,15,1
173,173,13,11,1,20,1,22,18,17,12,4
174,174,9,14,10,4,4,6,5,5,6,24
175,175,5,21,8,15,11,3,12,7,9,2
176,176,7,3,12,15,1,11,14,2,10,4
177,177,23,6,18,23,12,20,6,12,2,18
178,178,7,11,23,18,21,2,4,2,1,12
179,179,9,3,22,11,6,16,17,9,13,19
180,180,1,4,19,12,6,7,19,24,19,22
181,181,22,18,23,7,4,8,7,21,17,3
182,182,20,13,22,16,2,23,16,22,23,22
183,183,3,21,15,3,21,4,9,3,23,2
184,184,17,15,6,5,2,8,8,12,17,8
185,185,16,13,13,19,19,6,15,11,15,17
186,186,19,4,6,19,20,17,14,20,20,12
187,187,22,6,2,17,12,4,20,21,8,24
188,188,9,19,1,23,19,3,20,4,21,20
189,189,16,9,15,13,21,19,13,12,2,7
190,190,11,22,5,2,13,2,3,13,10,15
191,191,22,18,15,17,23,24,16,4,11,13
192,192,16,6,10,17,22,6,2,6,3,20
193,193,7,7,11,18,22,7,16,4,21,22
194,194,5,22,17,15,17,14,22,6,14,18
195,195,22,22,19,24,18,9,10,21,11,8
196,196,17,17,22,21,11,16,9,11,8,24
197,197,14,17,10,7,13,16,5,23,16,8
198,198,3,17,8,4,15,24,12,7,5,10
199,199,2,14,5,5,13,7,7,15,7,14
