,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19,Obj010,Obj110,Obj011,Obj111,Obj012,Obj112,Obj013,Obj113,Obj014,Obj114
24,24,30,31,51,50,48,56,41,64,10,96,27,26,85,51,44,3,9,75,48,51,10,96,73,72,76,2,5,87,86,86
25,25,49,81,95,64,84,73,94,38,72,61,24,39,8,48,99,15,91,42,12,15,96,68,55,46,4,35,53,1,90,86
26,26,10,34,78,53,92,70,11,59,70,57,92,24,89,44,99,67,87,67,58,81,56,12,95,56,83,9,91,42,92,17
27,27,77,13,36,51,66,5,88,16,64,98,4,20,26,97,62,9,31,8,91,75,56,99,92,20,28,46,80,92,59,28
28,28,78,65,73,22,8,27,98,9,77,82,69,89,3,94,42,48,35,41,8,2,7,30,8,95,36,50,77,89,10,50
29,29,36,59,68,93,77,84,18,17,57,17,30,91,37,9,5,73,48,21,34,22,96,63,40,52,94,93,77,37,82,15
30,30,82,75,23,58,40,81,79,38,65,59,9,5,57,25,22,85,6,98,26,91,50,79,30,35,80,19,79,29,12,87
31,31,18,13,76,44,89,77,19,21,66,12,89,18,84,79,5,25,24,38,83,59,33,10,28,88,74,99,9,24,14,72
32,32,11,13,10,2,86,7,27,2,95,48,79,10,93,59,85,89,26,91,70,50,53,1,55,45,20,92,4,72,66,34
33,33,92,47,50,91,20,10,52,60,68,92,52,27,81,81,5,23,45,25,24,15,12,4,32,33,82,17,19,67,81,13
34,34,17,26,7,56,48,31,92,69,23,73,41,44,57,67,64,47,48,24,50,52,40,29,8,31,78,19,79,52,73,39
35,35,25,45,35,24,50,92,39,62,99,1,66,87,26,61,76,40,95,99,49,46,24,45,83,88,36,25,40,31,2,78
36,36,5,77,21,27,39,59,81,28,1,15,99,65,96,47,43,34,27,7,48,35,58,30,87,39,40,13,48,90,13,80
37,37,67,40,30,44,71,44,45,30,7,39,77,74,2,5,63,24,45,86,44,61,27,88,47,44,19,50,31,41,53,80
38,38,79,38,10,50,30,67,38,76,48,30,61,94,54,32,17,17,7,80,63,1,99,11,60,22,72,45,18,58,32,65
39,39,94,58,40,83,57,14,5,31,89,85,20,42,99,30,41,30,9,75,35,88,48,50,60,61,66,28,61,73,87,81
40,40,98,13,3,31,2,87,67,49,72,33,74,45,63,3,54,68,71,72,86,24,47,16,90,98,20,65,69,93,30,78
41,41,37,6,15,51,39,63,5,27,89,41,60,20,42,50,27,9,11,53,83,38,88,8,36,42,77,34,75,41,9,57
42,42,69,40,29,47,90,63,61,72,41,78,29,2,68,8,11,6,17,17,14,1,45,61,57,49,27,95,14,64,92,23
43,43,61,43,45,86,32,28,96,48,19,60,84,43,17,44,5,6,30,33,95,78,45,53,61,6,98,61,58,57,33,48
44,44,50,13,99,73,77,86,87,22,59,83,62,37,21,87,55,79,62,55,35,33,34,93,37,8,51,72,41,41,89,68
45,45,1,60,97,57,98,49,26,79,67,48,80,52,74,57,82,40,4,63,62,32,5,67,97,42,57,85,19,44,57,23
46,46,2,30,32,90,40,46,13,49,78,4,94,9,27,56,6,12,66,26,57,4,25,44,18,25,82,19,73,93,28,83
47,47,12,19,45,37,65,31,88,75,91,74,64,78,79,22,34,74,21,11,70,12,41,92,45,60,80,68,55,59,52,13
48,48,29,40,74,49,66,10,17,72,98,19,88,52,84,43,71,12,72,33,89,74,94,40,58,70,70,79,87,9,64,83
49,49,11,21,90,63,81,36,26,98,24,38,12,82,40,65,32,13,51,96,50,57,61,23,21,37,87,11,86,59,87,54
50,50,66,2,3,66,15,1,84,38,21,10,6,60,29,64,12,63,75,18,95,32,66,52,47,1,92,8,89,59,3,91
51,51,6,54,94,29,40,74,3,67,10,21,66,97,88,62,8,35,23,13,75,77,77,19,84,59,11,43,89,34,80,10
52,52,99,47,72,19,78,98,44,11,74,43,12,26,18,64,82,13,11,2,57,35,89,74,65,79,68,68,51,44,55,7
53,53,32,36,49,36,48,90,73,68,27,3,78,62,94,65,32,22,56,83,52,81,65,78,80,98,11,34,93,17,82,19
54,54,62,57,18,71,98,90,79,13,77,79,19,61,52,83,63,7,91,41,36,75,7,43,19,99,45,64,24,48,64,92
55,55,89,86,61,30,95,10,94,68,1,1,74,13,96,47,88,37,35,7,43,21,75,11,10,52,22,10,41,81,27,27
56,56,88,41,10,32,68,93,16,59,68,38,19,65,37,58,27,15,57,47,18,79,49,21,22,41,72,69,32,18,5,18
57,57,28,1,29,18,91,40,7,18,42,61,69,90,24,19,78,72,65,75,35,49,40,19,36,96,5,48,52,12,95,68
58,58,98,95,53,52,18,68,5,15,79,39,85,6,31,84,98,71,99,14,65,35,53,91,50,35,30,18,35,9,56,39
59,59,25,33,69,71,20,60,60,63,68,52,55,37,44,92,17,8,13,56,17,27,83,39,44,16,66,99,41,54,7,90
60,60,47,33,57,44,86,32,76,53,34,98,90,36,68,93,56,44,71,94,7,65,1,97,36,29,62,63,89,72,74,29
61,61,43,93,86,29,96,25,76,20,41,75,10,85,45,9,52,58,31,62,51,40,65,4,19,82,21,8,35,82,27,89
62,62,63,52,82,10,20,37,55,34,54,73,6,31,65,18,27,28,96,54,69,19,2,89,36,61,15,38,94,29,19,53
63,63,80,23,81,91,25,19,84,41,23,85,60,68,17,19,73,66,65,23,76,8,81,25,91,80,84,26,18,67,43,91
64,64,98,7,23,40,65,91,21,67,15,46,59,94,70,33,65,62,34,48,32,86,40,98,75,36,33,76,86,9,98,17
65,65,54,4,13,95,21,3,63,66,78,90,86,63,29,55,59,56,72,92,48,15,79,32,49,65,57,19,82,40,71,91
66,66,9,61,46,71,87,59,50,41,74,17,36,50,18,15,19,87,28,51,51,24,65,25,29,32,42,45,10,7,84,68
67,67,46,1,90,81,97,64,64,99,70,87,97,42,57,40,5,41,11,98,98,95,15,90,50,69,34,47,40,87,82,98
68,68,44,18,53,33,53,8,98,76,3,66,97,14,10,64,34,58,38,97,49,63,84,37,33,36,80,41,37,13,31,46
69,69,52,84,92,38,67,10,66,85,55,45,90,39,70,40,42,22,44,16,38,18,52,51,47,25,24,18,35,73,70,2
70,70,92,19,82,39,28,52,29,55,48,11,99,18,91,45,19,80,30,71,36,53,30,28,79,74,56,88,63,43,93,65
71,71,29,6,37,75,22,8,70,54,94,77,63,13,48,14,35,21,75,11,2,4,18,42,32,27,50,28,30,87,74,53
72,72,22,57,64,79,47,57,24,5,61,85,30,72,78,15,30,26,81,9,98,17,26,15,74,96,20,72,33,60,33,75
73,73,49,45,40,28,53,4,50,70,15,64,43,81,26,83,5,70,3,94,29,60,19,68,19,95,70,33,31,90,69,51
74,74,51,53,30,62,75,89,46,77,23,89,16,49,81,62,30,86,3,61,72,82,83,97,63,54,24,59,50,37,27,53
75,75,10,70,6,32,61,79,65,89,25,26,1,75,55,80,65,98,71,75,16,35,20,3,23,98,36,24,36,49,25,56
76,76,8,2,78,79,42,69,11,39,52,64,58,97,98,52,30,58,58,62,88,16,28,29,70,75,30,1,93,77,39,13
77,77,7,89,69,84,81,93,44,66,26,42,28,93,14,72,23,6,20,6,5,35,75,33,43,54,41,84,49,75,46,1
78,78,21,55,10,76,86,87,54,56,20,22,45,92,92,55,32,40,64,57,37,98,49,14,19,21,48,46,25,61,45,11
79,79,6,35,67,51,87,98,97,43,14,35,61,2,62,49,38,13,37,81,34,73,39,94,6,40,38,58,44,3,74,18
80,80,77,11,68,4,46,66,87,85,83,4,68,8,42,42,35,90,17,28,33,6,87,12,12,64,31,35,66,38,49,95
81,81,23,80,97,48,12,25,82,24,9,29,58,70,53,49,63,37,63,11,70,61,21,34,61,90,32,52,32,60,78,48
82,82,89,51,47,26,57,23,37,24,32,20,68,53,50,28,5,32,58,95,30,32,93,48,50,97,80,84,68,74,30,96
83,83,94,23,89,84,17,69,95,18,48,30,21,56,34,53,3,39,54,84,77,21,40,78,19,27,16,71,8,7,19,63
84,84,3,19,25,20,58,71,93,66,66,1,46,59,5,41,27,30,48,42,96,23,72,9,60,21,55,16,59,11,56,47
85,85,72,96,66,9,64,12,32,21,60,67,46,46,24,82,71,52,37,60,85,96,41,18,20,84,12,12,41,77,95,79
86,86,86,58,22,57,75,47,66,85,60,82,54,74,70,80,80,63,52,31,56,15,73,97,35,5,56,37,44,40,29,40
87,87,50,2,85,68,78,41,98,8,63,49,38,47,58,6,15,11,33,76,75,23,52,45,32,37,46,93,24,30,79,70
88,88,5,42,39,43,37,40,14,12,19,2,61,50,40,99,50,82,45,98,78,88,27,79,42,71,92,19,85,46,97,29
89,89,40,4,89,52,22,67,35,17,11,6,2,89,29,24,15,7,80,83,71,34,66,63,80,87,90,26,33,34,41,97
90,90,24,53,13,72,30,15,90,90,69,68,74,70,19,97,85,78,37,53,1,13,31,92,56,18,73,11,50,52,23,33
91,91,22,47,80,9,47,70,31,15,72,9,1,56,58,34,6,78,1,61,61,23,62,54,51,42,23,21,38,78,21,54
92,92,37,2,31,10,54,42,22,74,78,5,17,12,70,18,72,94,60,47,34,71,30,55,58,89,32,74,28,9,74,82
93,93,41,77,17,61,68,51,77,58,53,38,43,51,24,34,4,29,82,39,93,7,47,39,86,78,93,10,70,96,46,4
94,94,5,5,66,37,22,82,78,81,50,83,28,42,2,52,63,65,83,62,66,48,98,45,86,86,97,68,36,50,36,4
95,95,88,96,16,61,72,50,1,12,39,71,6,3,60,59,17,44,62,40,52,8,36,69,34,37,82,2,51,66,96,73
96,96,99,87,16,94,7,12,78,88,53,34,17,80,76,57,74,74,90,40,36,13,8,43,67,40,46,9,58,33,34,8
97,97,67,75,70,7,58,10,15,61,88,18,82,1,4,79,30,98,84,24,63,13,81,77,97,72,19,31,55,44,7,13
98,98,48,91,78,8,6,95,64,23,43,32,44,43,50,55,67,42,61,37,65,61,98,71,57,97,89,8,7,30,30,95
99,99,64,93,51,80,57,31,12,37,65,6,7,48,52,48,96,92,41,90,50,77,41,61,3,86,69,41,68,35,17,70
100,100,37,6,88,58,78,96,83,27,40,9,84,25,15,63,28,87,48,99,44,79,90,65,49,12,94,37,19,97,34,95
101,101,97,93,72,79,57,99,96,24,94,15,15,22,6,97,84,44,71,60,79,33,27,2,7,67,3,70,89,46,26,64
102,102,2,42,6,16,18,73,92,89,31,3,13,73,49,96,97,63,76,17,69,85,77,74,52,36,63,94,28,53,46,55
103,103,26,30,83,53,58,18,5,57,51,90,9,30,41,24,89,98,8,14,67,75,22,73,36,10,3,83,14,59,12,6
104,104,40,34,62,51,41,66,92,16,91,99,54,7,53,44,36,14,33,64,92,58,66,10,27,39,2,64,48,58,23,70
105,105,75,8,93,87,81,99,77,78,79,3,85,68,30,12,65,70,2,84,81,12,39,87,31,98,49,31,71,95,94,58
106,106,16,75,53,46,18,23,64,18,38,58,49,50,19,35,74,21,45,15,53,11,4,52,20,96,73,72,45,9,95,70
107,107,4,22,46,44,17,37,84,45,46,66,36,57,14,62,91,69,54,48,68,31,82,18,38,6,63,69,79,96,20,79
108,108,66,46,51,82,68,12,84,58,7,7,53,78,44,50,40,45,78,57,18,4,85,40,53,37,69,59,81,26,99,87
109,109,27,91,11,32,48,49,55,3,24,38,64,64,75,10,56,78,44,55,62,95,77,9,22,47,22,90,29,38,70,66
110,110,88,34,26,84,10,46,99,74,76,78,47,47,50,94,88,28,24,98,56,58,28,56,4,77,14,38,37,86,90,87
111,111,81,3,66,69,33,32,48,79,58,99,64,58,23,50,77,83,25,19,95,55,18,82,49,71,76,83,45,93,4,91
112,112,94,45,42,95,70,91,27,30,79,15,7,58,93,19,34,63,72,15,6,50,81,33,60,31,15,12,27,37,58,5
113,113,31,21,22,53,41,29,75,22,35,22,18,4,89,5,31,35,42,40,37,33,31,36,31,29,96,69,42,40,56,43
114,114,85,94,63,24,60,55,43,88,96,89,68,82,98,29,57,90,35,84,66,11,52,48,89,4,90,33,24,95,99,32
115,115,90,47,38,98,68,92,2,85,31,63,37,17,15,18,5,27,17,98,10,75,81,83,38,21,84,89,37,55,48,58
116,116,33,89,93,66,24,84,38,32,45,41,86,82,46,5,27,11,85,39,77,10,50,52,66,97,89,26,30,49,12,41
117,117,74,59,53,36,9,91,27,46,88,86,70,51,71,64,32,93,34,92,9,77,52,58,60,86,89,60,86,14,84,85
118,118,88,94,53,18,5,18,9,55,67,57,12,57,3,11,19,84,96,26,17,96,47,81,83,15,17,50,66,5,51,29
119,119,66,63,16,42,54,19,29,29,23,77,80,56,93,89,19,58,79,99,76,23,62,94,61,14,49,38,75,78,25,48
120,120,69,21,31,4,48,96,79,70,95,66,12,59,16,35,44,7,96,16,89,79,5,21,4,44,93,90,2,92,75,65
121,121,99,5,20,63,70,63,5,88,77,33,4,89,80,40,48,50,21,74,48,15,8,79,2,90,57,44,68,94,79,66
122,122,89,35,57,58,37,64,63,4,91,73,90,18,94,27,4,43,81,69,62,62,59,43,50,32,60,8,10,95,91,69
123,123,55,95,55,94,4,37,73,5,80,23,2,66,20,32,27,38,34,21,56,71,85,35,26,69,25,89,49,93,45,42
124,124,10,48,90,27,91,34,34,49,47,66,91,75,5,29,96,69,36,87,13,75,60,91,71,83,12,99,92,6,17,44
125,125,34,35,51,76,4,89,72,13,85,11,93,69,43,3,39,56,42,29,68,97,14,13,7,23,8,29,89,25,8,69
126,126,98,99,45,43,62,31,18,21,28,65,11,52,19,76,28,91,89,56,5,75,77,25,58,24,92,68,66,65,80,39
127,127,34,82,32,16,5,84,12,31,88,63,57,66,91,78,89,57,27,69,68,14,39,41,56,97,91,96,23,35,54,38
128,128,71,8,86,80,89,42,42,84,35,15,13,55,23,32,93,72,13,82,66,46,10,83,8,73,19,73,82,65,33,55
129,129,96,24,54,41,68,28,66,26,76,84,61,48,6,19,3,83,99,86,1,63,4,30,37,77,18,3,20,89,99,78
130,130,28,8,48,56,73,45,56,94,96,75,41,75,97,15,6,49,17,22,40,80,46,49,86,96,12,92,41,6,74,10
131,131,62,52,91,40,18,32,12,49,29,92,53,97,38,2,70,46,19,16,58,25,49,31,93,36,12,59,66,2,43,62
132,132,56,91,32,92,81,23,98,89,23,1,84,38,33,43,38,98,9,97,54,53,20,24,95,68,82,3,27,8,26,44
133,133,46,88,72,41,20,21,84,17,81,66,61,7,55,24,76,36,63,2,44,64,88,4,56,79,29,93,39,10,83,25
134,134,97,81,10,87,76,98,84,93,97,37,74,43,30,67,53,43,13,76,99,62,36,10,29,35,51,35,67,87,85,41
135,135,99,8,68,14,39,42,84,48,65,77,31,85,44,6,1,92,97,91,78,74,47,51,52,18,52,85,85,71,10,58
136,136,44,73,32,68,66,67,46,33,29,75,64,58,60,89,95,8,39,17,23,56,94,73,89,9,40,69,77,69,87,67
137,137,37,39,46,67,27,42,33,67,52,22,68,41,61,43,11,35,31,89,91,48,75,56,77,44,40,20,82,32,55,43
138,138,22,94,99,20,48,35,95,53,19,10,42,14,23,16,80,40,53,3,54,38,16,81,64,95,20,94,34,67,83,91
139,139,89,65,21,36,37,9,99,55,94,81,47,19,67,39,53,96,80,20,85,92,42,31,86,10,6,68,69,76,57,55
140,140,67,30,4,36,59,57,55,50,60,32,65,12,69,62,15,41,58,61,11,97,44,26,34,66,28,70,83,44,90,43
141,141,76,6,3,83,17,69,97,77,7,37,8,48,54,65,17,36,15,91,42,57,14,12,9,90,64,95,95,96,8,38
142,142,80,3,16,54,4,17,86,29,38,91,31,33,60,70,61,50,6,30,77,44,45,81,96,87,50,74,71,96,52,93
143,143,5,37,23,13,24,29,51,13,96,87,71,18,11,65,62,66,60,34,30,51,87,59,63,31,47,22,91,22,40,74
144,144,7,60,12,68,7,37,73,73,81,86,82,87,64,60,88,5,72,1,83,97,45,58,16,71,16,48,32,35,10,67
145,145,89,73,61,74,14,62,51,11,45,65,50,87,19,24,86,20,8,64,11,49,40,73,61,4,67,36,61,58,1,80
146,146,82,41,28,70,9,2,61,76,70,70,46,38,39,22,44,36,64,10,66,33,3,93,61,70,72,14,20,76,47,33
147,147,56,81,37,46,99,98,38,14,58,67,31,12,95,2,32,94,49,18,97,54,17,44,94,48,89,83,81,78,80,32
148,148,11,6,9,7,40,66,90,11,84,21,56,81,78,72,98,41,82,71,92,75,51,80,78,56,15,78,74,90,66,10
149,149,28,50,7,85,48,63,13,28,4,7,67,62,69,86,76,35,94,35,68,12,95,55,93,33,68,16,59,11,92,43
150,150,96,86,46,78,80,86,8,71,23,91,79,89,14,70,80,44,78,46,76,11,91,97,58,90,55,88,70,68,95,77
151,151,92,84,87,71,8,96,53,34,34,57,70,43,93,96,23,96,86,64,15,21,46,57,95,23,7,37,25,98,20,20
152,152,49,69,27,96,81,24,5,38,97,84,32,32,49,6,60,30,64,66,53,42,45,42,33,39,29,24,71,57,70,91
153,153,49,18,39,36,50,4,88,91,2,80,32,64,13,46,54,11,69,84,92,86,51,39,89,10,43,44,76,35,37,85
154,154,31,74,20,37,4,40,40,41,88,65,98,2,76,67,13,54,71,46,44,78,70,14,37,36,70,40,71,32,78,68
155,155,41,16,20,56,19,3,65,45,63,27,69,76,47,46,27,28,90,67,46,16,72,73,22,1,7,66,55,28,44,82
156,156,69,7,47,29,43,14,64,82,49,92,46,44,35,17,92,75,49,28,61,5,85,84,93,62,34,96,85,21,60,48
157,157,2,58,35,29,42,32,24,16,48,62,36,33,9,37,43,82,46,50,37,22,28,73,78,16,35,61,18,79,89,29
158,158,21,63,80,97,53,15,79,17,2,19,55,49,99,13,21,80,10,99,1,76,47,14,46,61,15,37,83,6,36,99
159,159,80,25,40,24,6,65,30,36,5,1,65,20,39,97,66,69,38,70,48,57,19,5,12,75,71,86,73,41,34,72
160,160,94,98,87,71,20,17,67,88,96,82,79,40,14,98,71,56,32,99,34,1,4,42,96,63,35,94,93,25,60,89
161,161,49,93,69,44,30,56,24,86,6,87,70,34,93,74,14,24,73,83,37,61,77,97,23,77,38,39,70,94,56,24
162,162,57,4,34,30,61,42,78,72,47,47,49,28,63,8,94,66,30,66,53,36,67,83,7,19,72,42,10,99,98,28
163,163,49,76,49,67,9,12,32,67,9,88,20,94,40,74,33,87,68,19,85,49,55,2,25,56,91,40,12,36,17,27
164,164,34,6,51,47,79,88,44,62,76,47,57,96,30,89,46,70,10,63,11,11,54,68,97,25,18,57,74,51,77,46
165,165,22,28,96,53,48,59,72,2,35,23,97,20,96,45,17,92,77,34,63,79,61,88,65,93,64,21,90,76,48,58
166,166,59,64,79,93,24,72,25,84,72,90,18,46,94,74,17,52,18,58,85,2,62,22,47,91,72,12,20,46,36,25
167,167,79,80,52,69,79,18,98,40,62,41,86,32,60,33,57,90,56,1,1,75,2,87,11,82,90,9,47,4,77,43
168,168,91,45,89,18,57,64,65,69,18,41,68,54,81,50,14,52,27,74,27,88,71,73,69,20,83,86,11,57,99,73
169,169,11,49,49,9,38,36,82,26,59,57,82,47,50,19,69,90,65,68,81,84,71,79,7,51,51,5,70,82,29,77
170,170,18,25,75,61,27,56,8,24,28,87,3,28,23,83,41,75,55,41,90,97,68,22,9,36,51,68,31,6,16,75
171,171,57,63,40,78,67,96,82,79,33,99,37,34,28,50,17,58,2,15,43,65,39,24,21,53,57,96,27,33,9,21
172,172,49,73,62,38,30,13,9,34,16,73,68,22,77,23,69,59,30,5,64,15,44,24,28,5,71,10,84,5,25,2
173,173,10,36,5,3,57,45,7,80,20,3,90,12,33,89,8,38,86,52,81,30,82,86,45,9,69,58,54,33,96,26
174,174,44,22,7,69,58,90,14,91,55,98,25,24,51,47,96,29,50,46,55,99,56,77,39,38,87,5,20,2,85,19
175,175,33,49,45,33,96,67,43,10,81,64,20,93,90,26,12,58,7,69,79,11,92,8,23,35,87,74,20,52,9,47
176,176,3,82,76,53,6,93,69,62,6,36,54,23,96,18,36,6,13,30,40,55,32,92,82,41,57,49,62,14,99,70
177,177,18,56,60,32,56,57,35,28,6,2,33,57,2,52,72,36,70,35,8,28,32,64,11,48,1,82,29,68,97,61
178,178,35,6,42,13,18,44,49,33,96,84,65,24,77,22,74,32,95,78,95,73,99,93,54,29,99,95,17,53,32,87
179,179,81,73,44,2,93,33,3,45,43,50,58,28,70,39,53,49,30,36,50,39,45,96,47,27,61,32,72,50,69,48
180,180,34,20,36,11,64,43,44,85,8,59,70,36,78,3,11,38,30,33,15,94,16,47,47,88,44,65,59,22,47,57
181,181,25,54,12,42,61,58,33,44,64,83,23,72,73,83,49,19,74,83,54,19,86,74,30,34,33,34,40,33,85,33
182,182,80,62,67,20,60,44,30,78,27,10,99,58,58,84,96,63,93,40,25,37,61,80,42,89,99,59,72,15,44,21
183,183,72,34,39,42,44,22,19,90,54,81,60,8,46,32,5,77,21,5,73,86,27,92,10,67,38,6,6,62,48,47
184,184,98,16,94,5,88,23,87,75,33,5,96,79,71,18,8,47,4,4,77,87,43,80,69,68,38,36,57,48,83,87
185,185,76,11,21,19,53,1,37,89,25,77,25,30,39,56,54,70,22,30,85,65,28,58,31,36,34,63,99,33,35,62
186,186,63,49,43,90,2,75,49,18,86,76,83,36,49,74,28,15,51,52,92,28,66,28,20,24,32,83,88,71,37,2
187,187,56,91,86,78,77,21,74,77,65,66,26,26,59,91,88,84,85,24,18,83,58,40,51,72,34,23,5,60,61,13
188,188,3,93,29,99,71,78,79,35,35,80,60,95,3,69,36,63,15,45,29,97,19,31,3,64,39,93,66,54,47,93
189,189,19,84,75,56,70,88,88,30,81,98,63,60,96,99,72,79,48,53,9,54,53,77,10,79,59,39,63,70,99,16
190,190,82,94,13,75,5,72,95,55,94,76,21,5,88,52,28,20,31,25,32,72,10,81,50,30,50,59,93,93,37,92
191,191,54,8,23,50,29,80,6,66,50,56,35,61,88,48,15,95,26,93,20,79,1,47,63,30,72,19,92,63,28,63
192,192,97,32,57,41,83,28,93,5,61,53,88,46,79,60,9,88,69,79,69,17,12,25,74,85,84,73,7,31,49,15
193,193,25,93,13,94,25,4,5,74,19,52,86,71,54,92,9,25,96,25,73,61,7,52,92,42,64,40,20,84,63,74
194,194,10,3,59,73,5,94,93,42,41,30,96,61,29,10,51,66,20,70,52,23,18,60,80,3,38,86,84,23,93,3
195,195,65,3,61,86,68,94,97,24,65,61,82,84,2,44,2,3,97,96,32,57,41,31,22,52,27,21,38,94,59,87
196,196,8,23,1,89,42,77,36,65,45,16,26,71,63,98,58,65,69,27,64,48,45,52,80,37,58,9,38,50,35,35
197,197,29,89,92,42,29,40,86,77,90,2,45,35,63,41,94,71,72,78,59,19,59,42,33,95,9,35,54,28,2,20
198,198,16,82,43,48,6,75,27,73,69,25,44,52,60,87,48,65,28,36,61,44,89,36,28,37,32,60,13,63,20,51
199,199,74,57,45,65,21,59,29,1,6,38,99,29,95,57,38,85,85,46,61,45,38,15,88,81,89,93,21,65,28,81
