,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19
140,140,47,3,48,45,43,34,8,44,18,49,41,37,27,23,30,3,6,6,43,1
141,141,4,22,45,44,30,10,27,42,27,20,46,19,43,9,46,6,37,48,16,47
142,142,19,32,33,4,10,47,5,35,5,27,26,37,15,39,40,42,39,6,41,29
143,143,28,8,18,38,16,42,7,25,39,14,23,15,39,35,28,31,48,21,14,3
144,144,42,34,23,19,5,30,31,27,35,7,18,25,27,39,31,48,35,12,34,26
145,145,48,43,45,23,42,42,24,29,6,21,44,4,33,24,23,43,47,47,8,15
146,146,4,10,39,15,11,26,21,12,12,35,21,22,15,6,46,5,4,2,8,41
147,147,45,2,11,45,19,47,6,49,44,41,35,33,23,3,5,45,28,45,43,2
148,148,11,14,23,4,23,9,44,20,6,48,7,11,17,25,41,39,26,47,35,23
149,149,41,6,46,13,19,28,48,12,29,47,21,36,26,48,34,28,33,20,34,4
150,150,28,49,12,32,20,46,39,31,11,5,23,40,33,13,17,29,12,46,49,17
151,151,23,26,38,49,32,36,34,12,8,12,28,32,12,32,19,26,12,2,19,44
152,152,42,11,6,22,4,4,18,24,47,27,1,9,16,19,5,44,18,44,42,24
153,153,42,11,1,30,32,33,3,25,19,37,47,19,16,6,46,44,31,13,31,47
154,154,16,38,32,7,22,28,27,15,38,28,48,14,47,39,15,39,13,37,31,41
155,155,39,22,13,17,15,33,4,31,16,35,28,2,14,3,4,42,2,39,11,13
156,156,1,49,45,37,3,43,37,43,17,25,48,33,46,36,37,18,49,36,4,4
157,157,13,15,41,11,20,27,4,44,44,37,28,14,36,2,24,47,33,23,13,47
158,158,9,22,2,1,27,10,48,26,34,19,24,7,6,2,49,18,36,47,23,11
159,159,8,8,43,20,18,11,29,33,25,31,23,3,47,34,36,5,3,19,46,36
160,160,46,15,8,40,21,4,47,23,33,32,33,33,22,13,26,8,47,29,10,8
161,161,5,4,35,42,10,46,26,16,1,15,22,46,9,41,13,32,1,36,17,25
162,162,42,34,37,2,13,10,13,37,12,9,2,8,32,11,11,38,13,17,19,41
163,163,28,22,9,48,16,20,19,23,44,9,8,38,30,10,37,10,49,42,18,6
164,164,18,6,26,48,30,6,9,29,19,29,15,2,44,49,13,11,15,25,40,19
165,165,33,43,32,39,28,23,23,11,28,29,2,23,37,7,27,49,38,2,34,40
166,166,30,46,6,13,9,25,44,45,45,48,37,28,35,25,14,24,21,7,8,29
167,167,31,10,2,42,1,11,10,13,13,30,49,6,21,25,35,7,43,30,4,40
168,168,49,14,22,29,32,46,2,48,18,20,15,25,19,20,5,34,43,14,36,11
169,169,40,42,10,25,21,6,28,1,47,20,39,29,37,22,3,29,34,33,44,2
170,170,5,29,33,16,29,1,17,7,47,12,36,33,21,18,47,36,11,32,40,27
171,171,49,8,23,10,25,1,23,29,35,1,14,47,21,43,4,39,29,40,6,1
172,172,23,19,39,46,34,43,13,36,30,47,34,28,12,41,12,1,8,2,46,39
173,173,48,3,7,47,28,23,12,3,31,26,23,21,26,22,3,2,43,1,42,4
174,174,33,31,7,21,27,4,42,40,49,35,44,7,26,5,20,28,15,42,24,12
175,175,45,20,21,38,1,3,28,22,9,42,8,2,23,4,7,1,29,27,42,17
176,176,49,25,23,35,7,33,24,48,3,32,46,29,22,38,48,28,33,26,34,38
177,177,23,35,13,43,34,47,36,11,20,26,4,7,35,41,10,23,13,28,8,38
178,178,34,48,35,19,19,17,42,17,43,3,3,40,30,17,47,4,48,49,42,20
179,179,40,28,16,10,43,10,20,45,11,12,47,18,43,30,12,2,42,41,13,32
180,180,29,14,42,36,32,6,12,5,24,49,20,1,9,40,37,23,24,19,8,37
181,181,38,13,26,30,21,23,47,43,18,1,16,48,23,27,16,21,29,1,30,1
182,182,31,23,36,26,47,37,22,16,37,23,45,12,19,37,44,9,12,32,47,31
183,183,41,19,30,41,8,27,48,24,18,19,10,22,4,5,48,11,12,35,25,40
184,184,18,12,34,31,32,41,29,48,36,2,17,12,28,28,11,47,15,36,21,27
185,185,33,18,22,38,42,10,28,45,11,48,32,15,10,11,28,41,8,30,39,7
186,186,6,7,34,3,29,21,10,38,49,8,11,43,17,1,29,21,15,34,14,10
187,187,10,26,38,5,7,10,29,32,15,27,34,17,25,20,8,9,3,33,37,43
188,188,17,2,11,21,18,25,34,11,26,24,44,26,49,41,19,18,44,37,45,38
189,189,5,47,1,33,11,25,8,16,49,17,3,7,42,24,23,26,13,39,47,27
190,190,15,5,23,40,7,24,4,43,7,14,35,31,41,7,3,26,7,3,3,11
191,191,11,18,16,40,4,30,27,2,29,49,42,24,9,28,1,24,35,25,9,36
192,192,32,36,37,24,32,43,18,4,39,32,34,24,48,31,44,46,17,45,20,46
193,193,2,3,27,42,8,19,40,17,43,13,29,29,39,20,28,5,18,21,38,41
194,194,30,40,37,45,28,14,27,33,25,19,26,30,16,19,39,20,38,19,8,14
195,195,45,26,3,7,44,41,36,17,20,29,24,46,20,40,47,40,22,40,37,20
196,196,34,7,41,26,2,32,4,23,37,17,6,21,38,46,12,15,30,36,45,38
197,197,16,6,46,21,23,20,35,24,26,17,36,37,49,34,46,3,49,39,35,40
198,198,18,24,34,38,22,29,6,12,47,5,30,21,4,45,39,36,43,44,31,40
199,199,27,7,42,12,21,34,33,48,17,4,12,22,47,7,1,17,45,2,28,2
200,200,35,35,20,22,18,27,33,40,46,37,49,1,21,8,14,15,12,17,28,40
201,201,45,14,45,14,16,18,42,14,12,16,3,38,23,26,45,47,5,34,23,34
202,202,40,21,14,5,43,7,3,19,13,29,27,39,20,11,34,41,36,33,12,9
203,203,32,13,2,28,48,4,17,1,2,47,44,10,2,4,30,27,36,37,43,48
204,204,40,17,39,48,41,32,15,38,16,33,25,11,22,30,29,41,13,32,2,30
205,205,33,46,39,41,22,47,5,34,34,7,25,17,40,40,42,36,30,38,18,6
206,206,8,11,2,35,16,47,19,15,26,26,34,46,13,16,31,5,41,1,41,30
207,207,31,32,34,21,33,4,48,19,42,28,27,33,37,33,29,10,48,25,2,21
208,208,36,31,38,23,3,31,22,4,39,13,20,13,10,48,33,45,23,31,24,38
209,209,16,48,49,40,4,43,34,34,19,14,48,10,31,26,47,39,40,21,12,24
210,210,43,8,28,12,46,43,2,13,25,43,43,39,10,1,1,24,19,10,48,3
211,211,22,49,35,17,40,13,14,37,30,3,27,30,29,47,12,48,15,16,41,12
212,212,28,34,2,24,3,32,15,17,13,20,2,1,35,44,45,23,31,36,24,49
213,213,12,17,33,36,33,35,16,14,28,26,45,5,22,4,24,17,12,37,42,45
214,214,11,12,44,26,26,36,47,1,43,23,8,48,7,31,3,39,22,29,48,42
215,215,21,30,48,44,27,31,39,46,24,40,31,25,38,49,44,7,33,12,46,49
216,216,46,48,23,42,40,17,45,43,21,46,9,29,4,46,25,30,3,13,24,3
217,217,28,27,18,19,49,2,14,39,32,45,34,2,40,48,6,15,34,9,28,7
218,218,7,30,20,6,47,12,2,11,29,42,25,40,24,35,28,4,8,4,34,1
219,219,35,10,46,48,11,20,19,29,9,14,15,24,33,4,17,18,6,39,34,46
220,220,44,18,37,34,29,29,18,11,30,8,33,47,45,47,21,47,46,22,37,35
221,221,28,18,34,40,45,3,19,19,12,34,35,27,43,14,2,26,28,15,14,42
222,222,25,33,45,13,30,3,19,27,37,40,21,20,16,35,7,49,37,36,16,7
223,223,4,23,23,38,46,3,39,35,32,9,8,35,15,28,24,29,29,10,14,28
224,224,42,28,4,4,8,16,46,16,25,15,13,1,44,3,12,9,1,32,17,26
225,225,44,25,25,47,35,16,27,35,29,32,31,18,43,38,39,34,37,33,15,12
226,226,42,8,46,28,11,26,20,19,44,31,33,39,9,34,16,24,37,25,26,20
227,227,26,48,13,28,20,23,39,18,22,22,13,9,38,49,22,19,22,33,14,1
228,228,15,26,47,44,27,36,48,28,20,43,29,29,8,1,13,4,31,17,7,15
229,229,48,5,36,1,18,5,1,8,29,39,16,9,26,22,41,35,6,4,49,5
230,230,36,34,34,7,42,14,24,19,7,12,10,34,8,42,18,48,18,24,14,40
231,231,19,23,10,27,19,10,31,47,46,44,18,19,33,35,27,6,18,33,39,39
232,232,22,24,25,46,32,41,19,26,49,27,11,38,25,8,48,23,41,12,23,22
233,233,40,43,8,23,28,22,27,8,47,15,43,38,14,30,28,49,29,2,9,34
234,234,46,45,3,19,44,29,38,38,8,48,25,23,1,12,9,21,45,12,16,39
235,235,30,4,8,38,45,31,37,7,26,31,34,17,42,29,23,19,12,46,6,21
236,236,26,3,18,35,14,45,40,43,17,15,7,40,14,41,49,13,2,2,14,22
237,237,4,4,33,9,25,45,3,5,31,7,14,46,2,21,24,12,22,16,19,5
238,238,12,2,18,1,39,16,9,40,21,9,5,30,28,3,29,42,22,37,13,18
239,239,25,34,19,39,33,2,6,44,36,17,39,28,19,28,22,35,36,34,45,16
240,240,45,23,45,17,10,22,6,47,24,4,24,38,47,36,16,40,34,14,36,39
241,241,15,7,30,34,12,26,25,1,10,20,13,29,6,40,42,26,24,48,18,9
242,242,9,10,37,22,8,37,2,14,29,32,43,34,23,42,35,2,4,12,14,29
243,243,38,1,21,1,20,46,48,42,18,42,30,49,48,38,38,32,45,6,6,28
244,244,22,15,46,27,9,7,3,14,21,4,7,15,24,32,4,25,21,49,49,49
245,245,24,47,16,28,7,8,13,20,40,44,2,26,32,32,12,17,36,5,48,16
246,246,38,24,30,27,38,41,15,25,38,3,48,1,26,44,35,47,9,37,3,25
247,247,2,4,38,9,24,43,8,33,11,20,38,44,7,49,14,6,31,27,38,23
248,248,1,41,3,23,48,36,40,39,47,5,25,35,2,23,35,27,8,25,12,14
249,249,31,31,46,20,20,29,12,43,5,12,23,25,26,35,32,31,4,1,1,40
250,250,28,16,21,2,20,47,39,26,49,22,38,23,7,34,29,16,24,37,33,32
251,251,10,24,5,7,5,6,39,13,28,20,39,16,22,28,7,3,11,32,28,32
252,252,36,24,44,44,20,25,14,4,22,6,17,6,1,24,33,31,31,45,44,25
253,253,15,43,10,45,38,24,29,28,47,36,19,19,35,18,44,48,23,40,11,16
254,254,45,19,23,23,32,12,44,9,26,2,18,47,13,7,37,40,30,26,10,48
255,255,3,30,2,15,41,41,34,42,40,14,4,16,13,41,44,23,48,39,41,15
256,256,4,40,29,11,6,46,42,4,27,41,27,13,14,12,6,32,8,10,45,22
257,257,24,37,15,9,15,48,24,42,42,30,8,35,47,21,26,4,12,47,24,29
258,258,18,33,2,13,26,26,49,20,27,14,46,11,13,4,35,37,34,49,30,27
259,259,16,7,16,15,34,16,11,12,45,45,14,30,39,47,18,1,16,21,24,15
260,260,3,19,32,46,7,31,43,47,10,8,22,30,7,47,33,40,24,49,12,6
261,261,21,28,31,18,35,15,8,11,26,5,13,28,35,43,29,26,7,13,17,26
262,262,5,20,4,7,23,33,27,37,1,10,9,9,10,31,35,3,37,15,4,46
263,263,47,2,9,38,7,13,27,36,39,29,47,7,9,28,27,10,46,39,28,1
264,264,10,14,13,17,35,25,46,43,4,22,34,32,21,4,23,41,6,38,9,33
265,265,11,10,28,33,16,12,20,27,43,12,34,16,5,6,9,48,34,10,24,12
266,266,41,18,17,23,47,1,23,46,34,34,46,25,7,44,45,26,23,26,37,14
267,267,21,31,13,40,8,32,19,42,7,48,5,30,35,8,7,48,24,28,28,1
268,268,34,5,19,5,19,34,3,18,44,11,24,8,47,48,47,14,42,11,16,46
269,269,6,42,18,19,41,20,36,35,19,4,47,7,16,37,5,14,23,31,36,37
270,270,13,38,9,34,7,1,24,35,9,49,12,4,21,3,32,30,49,35,32,28
271,271,17,30,13,34,36,32,45,23,16,33,47,10,6,42,25,5,37,47,7,25
272,272,23,43,2,26,47,23,6,46,41,7,44,26,3,13,2,21,31,21,48,15
273,273,19,5,7,44,17,5,23,23,29,29,41,37,13,11,3,11,35,39,5,41
274,274,41,37,34,26,14,10,15,41,23,26,45,40,47,11,17,4,29,25,29,3
275,275,11,23,16,2,41,24,31,28,35,21,7,47,49,49,31,42,29,14,28,8
276,276,35,8,34,12,47,8,41,31,29,30,25,10,27,36,38,40,9,26,1,32
277,277,2,29,8,32,39,30,6,10,17,38,17,23,46,9,3,49,38,36,43,28
278,278,44,5,4,25,41,16,40,45,21,18,46,19,14,24,38,46,29,9,9,3
279,279,31,27,42,7,36,1,40,3,30,11,16,3,9,40,33,3,26,42,14,25
280,280,39,13,14,31,41,3,11,17,3,35,47,7,29,35,10,9,34,35,16,22
281,281,6,29,36,16,45,45,26,30,35,30,29,41,27,18,44,33,21,1,47,6
282,282,21,22,12,42,30,41,49,9,49,38,5,17,8,39,45,12,23,39,18,10
283,283,12,23,24,2,25,37,37,5,30,29,15,47,24,47,2,48,43,41,37,40
284,284,1,7,32,30,38,35,49,33,42,32,28,32,1,33,45,5,9,3,49,43
285,285,35,33,32,34,26,24,46,18,5,9,20,37,4,5,33,48,20,41,32,48
286,286,22,49,14,13,27,39,29,16,16,2,46,23,1,26,37,32,48,37,11,28
287,287,36,3,2,35,39,27,3,6,49,3,30,43,14,43,31,5,15,12,47,12
288,288,17,15,20,27,36,31,44,36,5,30,38,27,48,24,42,36,12,4,40,46
289,289,47,34,26,41,17,2,31,45,19,29,46,35,29,9,7,14,1,26,8,26
290,290,13,17,13,38,8,22,5,41,49,5,17,49,9,44,49,48,34,49,25,44
291,291,27,29,31,45,29,6,48,18,40,12,44,45,25,41,27,27,9,32,18,6
292,292,27,32,31,9,40,11,12,4,10,46,45,4,34,47,26,48,43,16,46,39
293,293,43,33,29,31,47,28,49,32,28,11,11,48,26,42,20,27,19,4,11,40
294,294,8,46,37,33,9,49,18,37,48,45,37,42,25,8,31,15,31,25,26,8
295,295,45,11,39,30,43,19,46,9,38,12,48,23,3,17,11,15,8,13,21,34
296,296,1,5,25,13,31,30,40,48,22,2,27,25,8,13,14,34,8,46,25,45
297,297,31,9,6,13,8,16,41,1,28,34,12,44,38,42,12,20,14,31,22,4
298,298,15,12,26,47,31,41,44,45,22,10,34,25,47,45,6,12,42,39,9,25
299,299,7,28,2,32,2,17,15,42,34,41,3,27,48,48,19,21,16,11,15,2
300,300,13,6,19,49,32,12,15,45,28,41,16,22,23,12,25,5,33,34,24,28
301,301,21,40,43,31,1,47,12,5,36,13,23,20,41,3,25,26,32,7,22,6
302,302,39,38,6,34,37,5,18,45,8,28,43,42,14,47,14,49,27,9,5,5
303,303,38,2,2,3,22,2,19,24,27,45,17,33,14,28,49,26,5,26,33,27
304,304,37,17,26,31,23,23,6,12,39,23,11,42,12,5,31,23,25,8,26,2
305,305,19,28,5,12,49,23,39,23,3,18,36,8,31,32,7,44,46,2,16,30
306,306,27,14,44,26,41,45,30,17,22,34,8,39,41,27,33,38,18,30,11,32
307,307,4,2,37,31,13,48,9,2,35,23,36,34,49,40,40,25,16,36,27,47
308,308,35,1,9,37,15,15,6,5,22,35,28,6,34,46,11,44,13,8,46,3
309,309,15,47,34,41,29,35,48,21,5,3,22,10,33,46,19,47,22,25,1,39
310,310,37,8,20,14,48,9,36,36,46,25,10,19,15,6,8,21,14,16,12,10
311,311,14,8,20,32,5,16,14,9,7,42,42,27,39,11,1,22,25,29,33,49
312,312,36,13,43,36,40,46,8,8,6,19,1,4,11,8,8,2,47,5,29,36
