,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19
32,32,10,22,6,13,8,18,2,24,13,15,10,22,4,1,13,18,17,23,5,8
33,33,7,12,13,24,7,24,17,8,2,10,14,3,23,13,16,15,9,6,14,15
34,34,17,23,1,7,13,10,22,12,15,23,12,11,14,20,19,19,22,18,13,9
35,35,14,21,3,14,18,2,15,18,17,5,4,4,12,3,9,19,18,15,24,7
36,36,22,20,6,8,16,5,24,15,15,21,8,7,4,1,2,8,2,11,15,8
37,37,24,18,22,10,2,24,13,23,7,9,21,12,22,10,13,24,12,3,4,23
38,38,24,15,2,8,12,8,12,16,17,20,3,3,10,3,14,16,22,7,8,19
39,39,6,24,19,18,18,19,18,6,7,14,19,8,22,17,21,9,1,3,12,1
40,40,15,21,6,18,17,19,6,15,1,4,6,15,1,7,9,20,17,22,21,7
41,41,9,2,8,14,22,6,22,21,13,17,20,20,12,3,12,16,19,21,6,8
42,42,18,4,13,1,20,17,13,2,14,8,7,15,5,2,14,15,24,11,10,17
43,43,6,18,2,19,10,16,21,22,19,20,15,14,24,21,23,12,11,9,21,16
44,44,12,3,14,16,17,1,10,5,9,4,8,13,15,3,7,15,21,21,23,17
45,45,11,23,19,22,11,24,10,6,4,16,7,4,5,4,10,16,18,23,9,7
46,46,23,23,24,24,22,13,15,9,5,11,8,18,15,23,8,5,3,11,16,1
47,47,1,15,11,23,1,20,14,11,2,2,19,10,13,15,24,9,18,7,9,17
48,48,8,4,23,10,9,7,19,22,21,2,22,13,19,6,20,17,22,13,1,18
49,49,22,12,20,14,11,5,14,2,7,21,2,6,21,18,20,16,24,4,7,18
50,50,3,22,21,6,9,24,23,4,13,20,8,14,17,4,9,13,7,12,22,14
51,51,19,8,3,16,7,4,18,14,17,16,21,19,15,19,3,6,17,2,4,12
52,52,3,18,20,13,21,14,24,14,18,20,2,9,2,12,17,20,1,22,13,20
53,53,10,17,21,19,22,23,17,10,20,10,13,7,13,14,20,24,14,24,21,22
54,54,10,20,21,12,22,1,23,22,17,23,1,11,2,2,24,22,2,3,17,22
55,55,24,4,5,18,10,19,15,8,7,8,24,18,21,22,7,6,15,19,16,7
56,56,1,15,7,3,16,24,12,16,6,14,18,2,10,17,18,16,14,3,19,24
57,57,17,6,4,3,15,10,23,24,12,22,17,8,15,15,24,16,21,9,11,19
58,58,24,3,9,8,14,11,19,16,24,21,3,6,24,24,24,16,15,23,13,7
59,59,2,19,2,12,20,24,16,19,10,21,19,11,17,7,3,7,11,21,6,8
60,60,13,22,22,15,8,16,12,18,9,20,13,3,2,16,7,17,15,15,2,2
61,61,6,4,9,11,14,1,10,6,21,24,15,24,6,22,17,5,9,10,4,16
62,62,18,13,22,24,10,24,18,18,12,15,17,17,13,12,10,3,14,6,24,5
63,63,10,13,5,16,9,20,24,2,9,7,23,14,9,24,18,4,5,15,23,4
64,64,11,9,8,5,5,13,1,4,18,12,10,4,11,3,18,15,2,22,6,1
65,65,5,23,23,5,2,2,15,7,1,9,16,22,8,7,16,20,2,21,1,9
66,66,6,12,15,5,3,4,3,6,8,3,11,7,14,10,16,23,3,20,9,10
67,67,16,3,18,18,14,7,7,15,15,19,7,11,21,14,10,22,3,13,10,21
68,68,13,20,23,3,17,18,24,18,8,18,23,5,13,14,24,2,10,21,19,17
69,69,20,4,10,8,21,3,2,1,14,23,16,16,7,16,11,15,21,14,14,9
70,70,12,4,1,24,13,5,15,23,7,12,24,1,5,4,19,9,13,5,13,13
71,71,21,3,10,24,1,15,22,3,7,19,9,9,22,18,22,6,11,11,4,1
72,72,16,19,13,13,4,13,5,9,18,17,10,14,13,4,9,11,9,18,1,16
73,73,20,16,3,11,12,3,11,3,13,7,17,19,17,18,19,10,15,3,12,12
74,74,12,9,8,21,10,13,12,8,8,3,11,19,20,23,1,5,6,2,13,7
75,75,17,23,3,1,12,4,6,2,5,14,14,19,1,11,12,3,7,6,17,7
76,76,22,19,1,1,18,3,12,23,9,14,13,3,4,15,8,17,2,18,3,2
77,77,21,11,6,14,22,18,1,14,21,7,12,3,14,5,24,8,19,14,19,10
78,78,16,4,9,2,5,7,6,5,14,8,7,6,14,19,13,13,17,7,16,1
79,79,20,13,5,4,13,16,23,20,17,11,17,10,1,13,20,11,15,11,15,2
80,80,3,18,21,2,23,23,8,4,14,16,12,15,21,14,19,14,4,14,2,13
81,81,4,6,19,23,7,20,21,3,22,20,15,19,5,23,19,13,10,2,7,16
82,82,20,8,13,16,15,13,24,21,9,2,4,9,16,17,7,22,20,4,9,22
83,83,9,18,5,21,23,21,3,24,15,14,12,22,23,15,17,20,15,8,23,18
84,84,14,6,17,12,24,9,2,18,1,20,17,21,8,13,12,3,11,19,21,15
85,85,15,4,18,24,22,22,16,8,3,13,14,23,13,13,10,21,9,2,2,16
86,86,8,17,17,17,24,5,20,9,21,22,11,3,20,16,1,8,12,12,23,23
87,87,7,20,17,21,4,5,5,17,16,15,24,12,19,15,9,6,1,3,3,11
88,88,11,1,21,16,16,8,24,11,8,22,12,13,22,20,7,24,16,10,2,2
89,89,5,10,10,17,10,19,12,22,21,8,11,20,10,13,7,2,17,14,20,12
90,90,21,10,3,11,7,19,1,2,22,7,6,19,24,1,24,1,21,10,8,5
91,91,19,23,24,23,2,11,23,13,21,14,24,2,20,9,2,1,18,14,7,11
92,92,7,15,15,24,7,21,19,10,17,16,2,24,4,20,4,17,1,24,7,18
93,93,19,1,17,3,8,13,11,6,22,10,10,8,15,6,3,18,22,14,15,23
94,94,7,24,18,14,13,5,22,21,22,24,5,8,4,22,14,23,3,18,23,13
95,95,10,16,17,14,6,12,7,13,1,7,11,7,18,20,9,24,8,19,7,18
96,96,5,5,16,22,20,11,12,2,12,18,24,22,15,1,20,24,23,22,3,12
97,97,23,17,11,23,12,8,1,21,14,24,22,2,5,16,1,15,13,12,14,3
98,98,17,15,11,5,3,12,19,4,8,24,4,8,17,8,3,21,11,1,15,23
99,99,3,5,3,22,21,8,5,12,22,17,22,14,23,16,12,10,12,14,19,20
