,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19
43,43,45,39,42,25,15,44,35,41,11,35,37,8,21,35,36,48,18,21,28,26
44,44,14,4,40,27,22,19,13,28,43,37,48,46,28,33,14,30,48,14,7,9
45,45,15,42,17,21,32,37,20,2,12,23,3,4,21,21,9,45,33,41,19,43
46,46,47,18,9,10,22,24,31,45,34,14,18,25,7,38,12,35,4,7,7,8
47,47,24,23,24,13,17,18,46,24,17,48,14,5,1,21,31,45,34,45,13,12
48,48,13,45,47,13,42,17,33,22,40,36,5,28,15,11,12,28,27,1,22,31
49,49,39,3,1,38,8,43,13,38,36,9,37,18,31,11,20,45,25,43,43,19
50,50,4,8,26,19,9,37,10,47,10,43,10,46,30,18,8,40,49,13,18,42
51,51,22,36,36,10,15,41,3,14,5,43,48,4,37,12,48,47,44,7,18,49
52,52,8,13,44,23,49,49,8,27,29,26,44,8,29,30,37,13,47,23,18,27
53,53,46,14,8,46,47,34,30,21,24,36,5,1,46,1,47,19,16,45,34,19
54,54,23,29,39,47,32,40,12,34,18,14,21,2,18,26,20,9,37,24,31,3
55,55,49,45,3,28,47,36,31,44,33,12,42,23,18,36,35,39,48,47,30,12
56,56,42,12,37,24,16,12,34,26,37,46,39,21,29,3,32,19,10,14,29,40
57,57,20,24,39,10,5,45,38,32,27,49,36,11,5,29,6,47,4,33,11,29
58,58,35,49,29,24,32,28,15,23,40,47,5,19,40,29,48,27,40,6,41,34
59,59,3,2,32,23,1,44,45,34,19,4,25,15,40,31,43,22,26,21,46,10
60,60,11,4,24,29,40,27,49,8,35,20,42,47,48,12,14,33,38,38,17,23
61,61,31,30,11,24,33,29,12,34,4,9,22,42,10,41,9,7,45,4,2,24
62,62,3,13,19,29,5,16,15,18,27,36,33,20,3,44,26,46,43,37,33,14
63,63,8,7,9,40,45,12,14,22,35,28,3,46,19,42,23,37,8,34,43,29
64,64,31,41,27,46,24,31,45,9,46,9,43,48,15,16,11,5,45,37,32,46
65,65,14,39,7,21,32,10,9,8,40,46,14,4,39,15,4,26,11,12,35,49
66,66,21,45,33,9,30,40,2,40,22,41,28,7,19,15,18,7,45,34,3,38
67,67,30,17,36,38,37,46,13,2,21,26,27,35,21,33,31,34,29,31,41,17
68,68,46,39,38,32,10,33,13,28,6,26,23,30,12,24,6,21,48,31,43,48
69,69,14,39,45,34,5,48,27,19,38,27,34,13,31,49,35,19,5,44,17,17
70,70,6,29,26,36,24,46,10,27,18,38,15,28,41,9,4,7,38,12,25,39
71,71,34,32,31,19,20,45,29,8,46,24,13,3,45,48,32,25,48,37,15,47
72,72,44,47,40,28,23,38,2,12,20,21,25,22,39,5,42,42,4,36,10,19
73,73,44,13,47,25,21,46,48,44,31,15,37,31,29,8,46,1,1,35,22,2
74,74,44,7,44,11,41,24,25,11,9,28,38,19,39,8,40,49,8,37,28,28
75,75,21,28,4,24,3,12,39,37,17,36,49,39,28,48,36,48,22,1,5,15
76,76,34,5,22,13,25,39,15,9,35,46,48,4,16,27,46,5,8,48,49,20
77,77,40,31,9,11,14,11,40,14,44,48,5,30,45,47,17,26,19,9,41,29
78,78,11,40,3,19,33,19,2,19,24,19,23,11,24,38,30,41,48,5,9,43
79,79,21,44,32,5,25,15,11,15,29,24,42,45,7,18,46,38,32,37,14,10
80,80,17,25,15,33,33,16,26,1,32,37,7,26,13,14,29,49,34,5,46,46
81,81,12,20,49,37,31,24,3,14,47,36,19,32,22,29,35,25,33,27,33,31
82,82,41,30,45,14,8,43,49,15,24,6,38,25,20,12,26,10,43,4,20,41
83,83,33,43,1,36,35,8,43,46,47,13,34,19,42,1,46,32,37,6,7,10
84,84,5,2,21,23,21,20,44,48,13,23,46,9,38,2,5,7,28,20,25,29
85,85,18,12,21,14,22,1,46,14,2,29,41,29,36,4,14,4,1,23,36,9
86,86,14,8,12,23,37,18,27,19,9,46,18,47,47,30,17,48,13,43,49,12
87,87,13,23,48,14,37,17,8,39,22,20,45,7,35,21,40,29,20,36,44,23
88,88,31,18,15,37,25,15,2,31,16,20,49,33,33,30,25,24,39,18,1,12
89,89,35,29,28,32,15,8,11,30,41,22,16,21,8,35,9,24,23,25,45,38
90,90,16,45,39,16,34,10,30,13,43,39,43,36,27,46,23,39,36,22,14,27
91,91,46,31,45,45,47,41,46,43,22,39,13,14,32,46,1,2,47,16,48,5
92,92,33,13,43,6,7,19,49,17,16,39,31,35,8,19,2,27,7,28,39,14
93,93,6,46,40,48,1,22,48,24,3,1,5,27,17,1,19,5,14,16,18,10
94,94,46,27,47,36,16,45,38,25,18,34,5,47,19,30,32,26,14,36,29,25
95,95,9,4,4,45,18,47,5,31,44,19,32,2,22,16,49,6,3,8,9,28
96,96,10,30,24,15,34,34,43,6,40,29,24,35,15,44,43,7,33,35,7,43
97,97,45,42,3,25,11,18,23,8,39,34,43,44,6,13,49,43,46,4,10,22
98,98,2,33,2,13,44,1,17,22,47,40,29,36,12,20,38,5,40,14,42,18
99,99,48,12,45,20,38,42,43,41,29,24,4,44,21,3,38,45,11,25,19,9
