,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19
21,21,193,175,115,122,134,3,179,117,113,75,106,58,108,64,54,105,196,88,43,132
22,22,73,78,134,81,16,67,34,62,149,100,108,32,51,18,14,153,19,44,92,171
23,23,178,18,110,104,39,98,167,98,88,181,92,185,177,2,45,25,81,7,181,35
24,24,125,130,190,84,16,120,189,80,69,115,67,16,152,115,168,70,110,82,79,43
25,25,89,113,47,70,141,198,193,73,99,22,94,20,52,35,51,17,70,134,73,90
26,26,88,64,88,180,3,60,102,140,134,88,42,94,117,166,71,180,71,63,16,134
27,27,37,150,116,155,5,6,87,76,53,115,144,40,30,151,25,57,187,106,117,47
28,28,62,114,142,56,173,9,73,181,181,142,191,157,155,13,21,155,63,82,69,96
29,29,80,155,150,15,46,191,4,126,101,126,66,122,139,154,116,173,158,39,145,39
30,30,33,25,64,78,158,166,188,4,93,84,35,195,115,113,114,37,78,152,126,151
31,31,86,115,59,38,127,147,167,158,109,138,179,45,54,119,180,81,137,42,91,69
32,32,122,126,151,178,84,55,84,91,49,179,26,199,73,22,79,178,45,119,27,153
33,33,78,91,22,70,26,194,40,104,58,52,35,124,196,69,117,116,189,151,70,38
34,34,79,135,169,56,102,110,20,128,24,64,3,3,1,146,68,150,137,69,32,87
35,35,108,83,38,89,159,71,34,23,136,50,186,162,55,150,151,22,11,82,106,198
36,36,17,10,77,65,161,80,198,132,28,117,168,159,63,45,25,132,18,59,40,115
37,37,6,26,53,172,29,97,176,90,178,7,193,97,118,18,133,133,40,149,82,110
38,38,97,3,29,1,127,145,11,139,88,9,114,118,130,47,132,87,60,39,122,134
39,39,151,140,110,30,142,63,115,39,7,168,2,92,68,52,55,42,140,159,127,189
40,40,193,158,124,197,40,34,70,70,184,5,27,11,65,114,153,3,166,7,38,34
41,41,154,96,159,112,144,65,157,42,24,137,175,172,91,26,186,100,153,85,139,78
42,42,102,72,198,56,129,148,168,33,123,148,60,106,118,12,4,196,110,103,180,154
43,43,143,18,178,97,101,125,182,103,91,25,1,178,168,26,33,154,180,36,33,63
44,44,19,68,49,45,101,163,86,197,149,106,40,61,18,55,191,130,60,24,129,189
45,45,183,96,121,112,29,126,67,189,180,22,8,52,99,163,45,44,115,63,119,182
46,46,169,186,197,24,142,110,12,140,154,183,66,199,93,170,30,172,73,61,103,64
47,47,190,84,167,114,145,4,160,75,65,191,187,50,62,107,8,153,53,139,3,15
48,48,35,197,172,67,108,3,133,148,174,96,89,20,54,45,44,91,74,148,141,183
49,49,61,151,194,151,97,152,81,1,154,47,102,167,139,130,70,159,190,132,113,95
50,50,73,20,125,35,194,14,183,128,119,29,53,9,36,192,71,182,96,29,11,123
51,51,66,105,97,144,94,95,71,48,67,130,13,61,143,161,24,67,137,35,41,33
52,52,116,98,138,43,103,57,20,97,148,37,16,143,130,197,187,192,146,79,106,60
53,53,147,119,122,83,22,42,101,193,79,78,135,31,41,103,161,179,123,93,110,123
54,54,146,149,125,79,118,120,102,8,13,5,38,13,6,16,44,108,165,12,195,78
55,55,96,105,187,193,45,190,12,141,40,168,42,51,158,126,111,130,141,40,187,118
56,56,187,127,10,144,13,135,68,67,52,170,62,98,191,40,151,49,117,72,47,75
57,57,34,21,103,34,162,114,151,30,97,103,34,15,36,29,197,72,130,52,100,154
58,58,187,49,141,38,42,136,150,52,62,83,122,11,37,114,138,154,191,109,160,149
59,59,174,51,164,62,165,109,192,15,118,183,175,178,49,77,92,102,81,50,30,67
60,60,136,168,144,157,40,131,145,34,177,45,31,75,27,42,164,133,9,161,103,34
61,61,158,154,175,39,5,120,165,147,169,53,189,2,164,147,182,33,92,12,49,67
62,62,140,195,171,183,196,21,131,87,169,37,183,19,193,184,199,156,113,103,6,18
63,63,72,103,159,119,165,142,27,150,179,26,132,127,151,31,40,185,71,22,43,162
64,64,128,66,137,183,62,21,198,199,53,123,134,134,188,6,132,173,95,82,184,167
65,65,169,155,70,53,87,195,67,20,197,90,115,155,131,99,44,46,12,46,87,165
66,66,2,42,80,114,167,145,11,138,79,116,118,44,42,23,192,145,159,172,147,21
67,67,174,5,35,88,138,124,35,167,90,51,143,198,141,100,115,182,198,63,3,24
68,68,77,116,8,34,166,137,108,39,141,71,114,147,181,154,15,142,176,90,63,105
69,69,36,128,78,192,123,12,55,35,109,116,79,73,9,81,159,20,104,197,162,196
70,70,188,166,161,48,192,172,83,10,196,118,1,170,125,34,143,131,109,183,184,162
71,71,47,120,158,91,64,151,186,190,157,8,167,13,112,188,185,179,136,26,107,62
72,72,157,186,68,100,59,56,189,169,24,6,190,9,199,23,11,25,167,111,90,170
73,73,136,100,94,68,135,4,63,168,191,199,101,103,156,138,46,159,156,157,185,131
74,74,23,99,59,79,175,20,76,55,4,58,38,122,138,23,78,35,184,1,33,4
75,75,184,78,123,107,85,191,117,52,111,139,71,174,167,194,199,85,123,140,167,187
76,76,77,174,141,158,98,169,150,181,86,147,149,20,152,121,20,131,27,27,58,186
77,77,58,66,140,102,169,151,179,101,45,43,8,123,172,58,6,135,27,190,170,157
78,78,158,94,93,169,31,10,185,199,110,182,111,43,24,151,63,63,92,113,179,183
79,79,142,24,60,117,25,158,176,33,84,77,13,173,172,2,18,177,126,124,78,55
80,80,9,138,22,175,137,91,87,94,181,4,132,192,126,71,121,102,86,14,163,78
81,81,172,75,174,54,161,190,154,79,59,48,36,39,91,183,106,197,121,183,99,197
82,82,88,57,92,79,142,82,199,70,15,168,153,28,184,91,25,84,180,13,188,28
83,83,196,26,34,107,165,12,122,140,33,152,38,53,61,13,175,129,103,132,156,49
84,84,113,135,167,108,49,50,159,137,87,158,60,138,35,4,23,150,160,95,151,59
85,85,40,144,121,163,168,166,3,170,114,24,136,149,138,145,152,149,99,9,199,30
86,86,79,182,14,102,13,84,137,135,95,11,34,67,27,99,125,18,100,178,43,105
87,87,115,26,63,34,68,159,147,154,175,135,2,195,83,101,46,166,127,165,68,61
88,88,106,8,139,93,152,106,163,29,34,40,2,127,109,149,182,55,71,156,189,173
89,89,186,15,161,119,190,42,189,49,65,62,194,116,199,132,86,14,4,137,26,85
90,90,18,81,128,108,181,12,168,105,193,22,152,58,97,79,165,87,136,105,73,109
91,91,120,186,57,22,158,120,51,26,25,138,52,29,70,184,13,84,3,22,87,25
92,92,90,47,155,13,117,77,37,184,174,126,8,6,164,39,125,81,77,140,38,57
93,93,78,38,55,104,125,157,14,183,20,34,62,169,76,68,11,137,42,31,152,36
94,94,189,6,117,118,73,107,184,187,98,61,162,106,127,104,48,143,81,164,72,166
95,95,139,116,124,135,179,98,189,49,78,148,57,105,58,90,94,22,48,148,10,55
96,96,38,131,102,47,28,23,58,58,36,61,124,78,155,163,8,165,105,7,146,38
97,97,5,133,198,154,32,46,148,95,159,148,56,55,58,167,22,105,145,153,25,118
98,98,58,96,19,174,46,48,191,167,122,60,91,40,93,8,93,173,25,113,49,55
99,99,44,120,172,133,45,158,103,18,102,162,76,185,157,190,115,171,164,183,171,174
