,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19
25,25,203,38,166,171,279,152,19,198,123,233,224,204,59,151,246,60,26,186,152,45
26,26,127,237,33,259,21,121,45,191,194,197,259,14,55,62,144,201,296,225,116,171
27,27,156,120,21,9,248,23,263,34,142,128,217,130,244,204,163,165,158,227,165,24
28,28,201,284,108,92,111,213,211,15,185,188,159,73,147,292,105,290,105,194,111,288
29,29,184,199,224,138,285,36,238,210,42,246,61,42,242,92,212,48,171,139,49,7
30,30,61,205,257,289,275,286,264,1,11,120,106,45,145,244,225,195,207,45,251,54
31,31,212,236,110,237,270,80,100,189,141,175,202,198,26,38,246,232,113,234,12,101
32,32,97,108,221,180,145,299,89,138,160,279,244,24,103,43,252,205,247,100,196,129
33,33,271,59,58,229,144,250,160,206,224,137,196,204,217,288,6,73,57,66,154,288
34,34,153,288,81,23,102,257,122,263,298,245,28,113,222,171,174,237,105,210,127,201
35,35,102,166,189,52,233,50,180,165,255,144,112,225,170,195,110,216,262,32,265,225
36,36,7,229,144,164,154,36,56,151,80,259,176,165,259,156,177,248,112,246,156,250
37,37,135,90,239,31,291,188,193,152,215,142,269,27,131,41,25,283,188,32,222,63
38,38,227,240,247,181,228,113,210,202,109,180,18,284,280,75,31,187,284,58,236,16
39,39,217,189,45,55,31,16,159,49,294,55,23,182,183,122,265,32,166,143,100,186
40,40,83,1,180,153,290,76,142,92,163,148,260,229,12,160,283,155,247,23,203,173
41,41,162,254,32,285,158,218,236,272,271,132,119,259,289,177,261,124,19,281,19,144
42,42,182,212,166,264,192,226,179,152,199,27,264,98,182,138,44,154,43,107,197,67
43,43,132,52,53,294,222,214,24,93,100,290,66,32,280,278,49,39,62,272,203,188
44,44,4,168,124,212,267,278,184,225,25,38,74,101,189,87,258,142,60,167,223,24
45,45,135,57,22,181,148,45,123,242,163,33,179,154,27,105,205,91,222,171,74,206
46,46,70,290,218,288,264,293,132,29,81,117,278,62,141,14,135,265,85,282,64,217
47,47,5,269,136,106,108,178,250,191,46,57,121,261,23,15,230,203,48,206,88,231
48,48,126,141,76,86,211,145,67,132,228,62,57,42,209,46,25,94,181,47,67,45
49,49,24,256,95,75,210,172,186,6,221,212,183,184,241,294,254,2,221,215,19,278
50,50,264,49,14,59,262,203,254,153,171,14,108,79,160,220,198,272,207,216,256,126
51,51,59,90,92,79,264,21,31,258,100,6,117,248,8,59,246,127,54,244,93,232
52,52,275,117,106,218,4,123,110,178,5,252,86,46,277,129,39,219,122,272,1,89
53,53,153,47,197,194,136,180,280,129,248,60,68,271,80,144,177,165,233,286,18,286
54,54,247,210,104,272,256,205,224,266,192,213,288,247,44,62,186,164,17,266,54,208
55,55,34,199,134,297,47,141,187,66,233,278,91,267,169,19,161,199,231,3,175,216
56,56,277,293,232,143,256,237,79,181,290,210,24,150,214,281,190,260,76,158,191,95
57,57,123,172,125,49,64,164,97,36,208,227,285,95,97,58,90,137,175,97,241,131
58,58,282,31,40,9,66,35,281,298,245,216,291,244,200,93,264,129,280,11,191,92
59,59,95,119,172,73,148,126,296,41,225,273,84,163,34,273,115,11,276,56,286,59
60,60,213,114,269,41,105,251,151,104,254,169,295,171,83,52,181,299,142,146,66,215
61,61,285,29,4,247,201,214,221,158,151,234,156,107,220,298,226,296,122,241,77,166
62,62,101,93,250,107,141,185,154,166,298,123,51,161,174,285,274,12,51,115,159,78
63,63,117,101,290,112,296,183,197,175,228,31,109,288,274,241,163,75,94,61,198,247
64,64,240,145,226,237,55,261,221,218,223,148,287,102,114,279,292,89,27,89,280,292
65,65,69,254,37,251,63,48,218,76,281,122,21,3,47,257,284,23,291,84,233,46
66,66,17,36,85,195,75,285,295,215,125,88,71,195,45,78,7,173,87,212,233,224
67,67,109,145,109,231,190,106,298,72,189,188,143,198,256,38,154,261,16,68,47,27
68,68,198,85,73,258,13,89,123,80,28,240,246,255,1,51,233,198,186,35,31,113
69,69,224,212,44,52,102,133,14,93,213,115,60,196,155,155,209,2,150,299,295,220
70,70,297,177,100,201,294,43,244,272,184,266,137,192,73,14,107,185,126,92,26,37
71,71,220,160,150,57,63,287,291,135,85,34,16,187,38,133,63,216,57,282,104,11
72,72,165,94,198,190,15,299,264,280,61,30,53,273,147,213,123,238,129,218,5,174
73,73,286,263,249,221,5,270,70,55,146,118,82,54,150,95,72,88,275,288,103,90
74,74,165,206,125,17,109,293,212,56,105,20,9,209,176,2,263,117,223,74,20,286
75,75,143,3,212,23,31,278,239,8,87,2,271,3,264,164,185,147,242,240,96,68
76,76,183,69,151,247,232,231,270,49,119,134,133,67,164,120,39,105,210,14,184,201
77,77,115,295,175,282,173,30,132,140,164,152,259,95,138,142,205,92,200,127,109,220
78,78,24,96,116,149,155,41,279,88,32,53,37,271,165,147,153,61,157,135,121,1
79,79,248,133,212,140,266,270,83,26,170,20,170,299,153,91,56,115,111,292,293,282
80,80,26,154,262,179,103,104,97,88,156,118,107,6,67,27,192,285,292,198,87,34
81,81,276,29,77,102,105,290,41,126,176,103,238,239,8,40,223,25,221,230,176,75
82,82,160,272,14,188,90,287,115,246,220,52,284,36,71,194,245,253,98,270,46,118
83,83,166,116,189,90,149,126,147,101,226,262,132,274,215,242,188,248,9,250,260,37
84,84,288,266,256,276,235,249,125,269,114,231,244,143,136,213,248,244,240,110,136,19
85,85,253,135,150,141,67,26,53,42,160,69,144,20,34,173,67,158,11,277,260,222
86,86,141,276,245,72,184,256,108,278,175,56,96,193,211,183,70,84,291,237,228,1
87,87,167,38,234,86,36,121,202,156,121,274,161,193,30,126,5,202,57,20,198,243
88,88,45,251,178,200,290,152,126,97,54,49,142,181,105,167,121,158,132,212,171,47
89,89,256,88,159,166,79,59,267,137,44,1,193,67,258,105,113,125,205,41,38,267
90,90,172,97,113,148,249,9,281,19,106,163,52,229,63,199,296,140,223,296,115,138
91,91,275,99,9,30,214,198,244,124,22,108,145,268,52,169,269,77,80,57,79,203
92,92,61,257,248,299,243,115,129,87,222,51,129,45,244,177,217,19,54,86,95,145
93,93,189,207,296,8,247,254,187,119,66,287,240,81,48,148,19,89,142,265,23,41
94,94,231,161,141,173,2,90,60,130,135,270,49,244,248,217,77,237,61,203,285,56
95,95,218,32,294,174,173,82,292,251,143,209,229,253,159,230,223,78,124,209,242,41
96,96,244,125,131,298,72,189,280,93,18,157,147,55,1,96,118,96,166,70,133,199
97,97,283,88,262,93,153,228,229,150,277,165,8,254,231,170,257,248,204,283,297,152
98,98,56,285,49,206,203,286,247,23,261,60,112,37,1,31,198,2,90,174,149,151
99,99,183,28,150,109,128,276,209,165,168,250,174,138,283,173,128,117,134,93,68,98
