,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
151,151,45,29,37,42,36,6,35,49,5,39
152,152,24,7,7,48,7,29,46,32,28,17
153,153,38,33,18,36,48,24,45,48,3,34
154,154,22,13,2,47,24,38,7,29,12,40
155,155,30,42,43,30,26,29,15,47,34,17
156,156,5,28,23,17,13,14,13,7,3,7
157,157,21,46,28,47,21,19,10,4,36,46
158,158,6,8,10,13,29,1,10,34,15,23
159,159,17,5,11,15,6,12,11,4,30,11
160,160,34,44,49,47,5,10,7,25,15,49
161,161,48,34,7,18,37,46,11,15,13,21
162,162,25,6,27,22,12,23,23,46,33,13
163,163,38,8,17,3,7,38,1,32,9,42
164,164,21,12,34,44,28,9,27,38,39,13
165,165,27,31,45,16,24,43,5,48,43,20
166,166,20,1,32,26,6,12,22,2,13,49
167,167,7,41,45,12,21,11,3,42,42,36
168,168,14,3,23,39,15,38,47,40,17,46
169,169,37,34,8,4,9,7,1,30,25,48
170,170,41,10,13,19,5,9,5,46,30,45
171,171,1,37,21,29,40,2,3,33,4,16
172,172,16,49,5,36,41,38,24,12,32,44
173,173,30,25,6,9,41,43,4,15,11,45
174,174,16,26,31,5,34,23,4,29,32,47
175,175,21,16,7,27,34,15,30,32,36,3
176,176,10,11,5,32,41,40,32,11,44,27
177,177,23,35,46,8,45,17,45,33,47,47
178,178,43,26,41,46,1,18,37,39,30,35
179,179,17,35,49,22,46,33,42,43,21,49
180,180,29,43,43,38,49,33,32,18,24,15
181,181,43,21,2,32,3,35,14,21,26,27
182,182,26,19,22,12,4,32,15,40,4,11
183,183,48,44,38,3,8,40,41,1,13,40
184,184,33,36,48,47,6,18,27,38,38,35
185,185,8,24,38,28,48,27,26,25,14,13
186,186,11,30,27,42,24,20,6,25,42,30
187,187,13,21,7,17,30,17,46,27,46,40
188,188,47,4,23,36,7,33,29,20,7,21
189,189,14,11,36,29,20,47,44,33,31,28
190,190,21,5,15,49,22,49,3,10,49,48
191,191,40,29,24,47,23,47,10,38,44,22
192,192,6,41,15,41,19,44,36,2,3,6
193,193,4,27,41,37,2,24,13,14,23,29
194,194,28,41,38,8,34,7,23,20,33,31
195,195,17,42,12,49,28,29,34,12,40,18
196,196,34,34,43,11,10,4,13,28,14,31
197,197,3,26,43,18,46,24,30,36,21,1
198,198,46,3,22,44,36,7,10,27,26,37
199,199,13,49,29,25,43,24,8,3,39,22
200,200,26,35,25,22,12,30,45,5,39,8
201,201,29,34,17,49,10,44,31,29,25,35
202,202,10,49,49,39,37,38,23,13,20,40
203,203,29,35,37,32,10,21,3,41,16,36
204,204,8,5,37,34,42,2,48,14,35,26
205,205,5,35,23,29,21,10,21,42,22,13
206,206,49,1,24,26,29,37,6,27,4,30
207,207,36,11,17,40,1,33,18,1,38,31
208,208,20,17,31,29,11,37,38,28,2,6
209,209,2,29,26,37,34,24,40,41,46,19
210,210,30,47,31,13,41,39,41,45,11,45
211,211,33,15,27,28,46,32,12,42,43,20
212,212,45,18,24,12,33,40,40,17,16,32
213,213,35,23,22,43,13,48,29,45,9,42
214,214,42,9,6,8,40,11,33,17,49,13
215,215,46,7,17,6,9,26,10,23,44,7
216,216,32,22,6,2,1,49,29,16,8,18
217,217,34,44,13,26,24,46,49,9,38,21
218,218,42,7,39,28,30,1,35,3,8,40
219,219,44,29,9,40,43,38,13,38,2,2
220,220,37,12,39,2,19,44,49,5,4,42
221,221,44,9,21,13,32,25,18,26,22,30
222,222,23,42,6,13,39,47,4,47,1,1
223,223,28,44,12,23,26,11,42,4,28,18
224,224,48,13,39,19,31,45,29,25,40,4
225,225,28,44,40,44,31,30,34,38,34,13
226,226,48,6,33,46,46,21,8,39,9,48
227,227,20,40,14,11,13,36,45,43,3,15
228,228,11,22,23,28,5,30,22,19,26,42
229,229,38,17,49,29,18,10,36,32,35,11
230,230,38,3,32,18,30,32,26,9,4,34
231,231,20,42,9,43,42,23,8,18,30,22
232,232,33,5,16,41,44,8,21,17,13,14
233,233,1,25,33,39,17,6,19,39,35,44
234,234,12,31,18,8,10,20,22,4,40,8
235,235,44,35,24,10,21,16,31,33,16,1
236,236,34,17,41,15,11,20,25,21,31,7
237,237,20,31,41,33,21,6,46,19,45,2
238,238,10,42,15,36,22,47,6,34,6,2
239,239,1,15,13,25,17,14,1,18,27,36
240,240,35,5,9,41,2,11,33,1,1,41
241,241,2,7,26,2,38,41,25,20,44,17
242,242,1,21,47,11,48,9,24,34,16,15
243,243,44,16,40,37,15,2,44,25,41,22
244,244,37,41,11,12,4,18,44,24,29,17
245,245,6,7,49,43,45,24,25,18,47,32
246,246,1,42,15,32,44,23,24,9,38,17
247,247,30,45,3,35,13,3,22,13,28,23
248,248,17,43,42,39,11,32,46,36,17,46
249,249,43,21,47,18,18,4,31,37,24,33
250,250,49,22,31,8,1,20,26,7,30,19
251,251,24,31,3,44,26,9,34,18,21,28
252,252,44,47,34,28,13,38,21,7,42,42
253,253,34,10,9,6,3,22,10,5,7,13
254,254,39,31,34,8,31,12,17,42,27,1
255,255,31,16,26,25,4,14,34,11,49,9
256,256,33,44,10,11,4,25,14,35,11,44
257,257,33,2,38,3,26,7,3,25,18,44
258,258,31,26,36,40,6,20,38,47,4,41
259,259,18,47,28,3,6,21,15,4,5,3
260,260,38,3,49,31,43,8,45,44,12,9
261,261,44,25,14,34,31,49,23,34,10,6
262,262,8,29,5,47,19,41,42,31,28,34
263,263,4,26,9,31,18,35,25,14,44,13
264,264,11,44,15,10,2,32,20,9,27,43
265,265,16,18,25,17,32,5,41,18,32,12
266,266,5,17,25,4,35,43,30,42,27,40
267,267,41,27,21,22,47,16,5,48,4,4
268,268,34,47,49,22,16,48,42,33,26,4
269,269,49,37,13,40,27,46,18,4,47,7
270,270,20,21,3,38,22,6,35,17,19,30
271,271,20,16,11,40,28,8,43,13,11,21
272,272,43,6,24,43,38,24,15,18,49,46
273,273,16,22,5,33,6,35,14,30,44,32
274,274,3,19,18,13,6,47,38,46,26,23
275,275,12,43,20,21,15,44,35,24,2,49
276,276,15,17,19,28,14,13,31,38,32,22
277,277,32,34,32,40,21,35,33,41,40,48
278,278,22,35,26,12,25,25,44,38,17,35
279,279,23,32,26,30,6,27,49,40,47,29
280,280,41,9,23,38,42,1,27,46,24,41
281,281,24,14,17,9,43,21,39,17,12,17
282,282,3,28,1,36,6,19,35,35,35,11
283,283,40,27,35,11,16,1,12,43,3,37
284,284,5,20,31,33,34,39,29,15,44,22
285,285,12,34,24,30,6,23,1,43,17,6
286,286,22,35,36,23,27,5,6,4,5,36
287,287,22,15,32,44,5,2,32,21,16,10
288,288,17,11,30,33,40,8,36,42,43,21
289,289,41,8,39,33,12,19,32,23,47,35
290,290,33,4,44,24,45,36,19,43,5,24
291,291,46,45,26,31,2,36,25,4,15,45
292,292,17,48,6,37,46,2,42,17,17,3
293,293,30,49,14,7,41,4,1,8,31,11
294,294,44,27,43,30,19,49,31,38,3,15
295,295,28,1,47,7,7,32,31,15,2,8
296,296,6,35,14,23,17,9,1,31,29,20
297,297,32,1,15,37,13,41,44,38,14,41
298,298,31,47,45,47,39,31,5,18,27,10
299,299,37,31,4,39,20,17,30,19,25,27
300,300,29,25,38,10,33,39,37,32,42,48
301,301,36,13,40,34,24,33,3,44,35,36
302,302,3,18,6,37,8,41,42,35,1,12
303,303,31,46,7,34,20,9,31,45,6,20
304,304,20,40,32,17,32,24,28,15,37,11
305,305,5,11,31,46,33,5,37,3,24,4
306,306,14,41,44,9,30,27,17,38,2,1
307,307,46,48,14,16,42,6,17,45,4,23
308,308,47,31,36,31,5,21,40,37,48,42
309,309,38,33,47,20,25,21,19,3,39,8
310,310,40,14,41,9,46,45,13,19,23,1
311,311,2,8,2,2,17,12,38,5,28,2
312,312,9,5,16,14,34,4,2,25,34,19
313,313,5,33,16,8,26,37,8,10,16,46
314,314,15,44,16,14,3,42,5,7,16,11
315,315,40,7,8,48,30,1,5,20,29,17
316,316,22,20,40,23,19,13,25,46,40,12
317,317,12,10,24,16,1,28,14,37,18,23
318,318,45,33,38,6,18,10,26,17,14,34
319,319,45,14,15,16,40,2,13,21,8,8
320,320,49,46,22,1,40,34,32,11,44,18
321,321,37,11,27,13,40,42,7,36,17,39
322,322,33,3,33,13,22,43,43,27,3,32
323,323,43,38,15,21,17,28,48,33,17,40
324,324,42,31,8,25,10,1,46,14,40,28
325,325,42,2,4,9,44,32,24,36,39,31
326,326,49,35,49,12,22,28,39,44,8,4
327,327,39,7,17,24,45,22,41,16,34,1
328,328,28,9,39,21,49,26,45,5,15,33
329,329,1,40,49,20,22,36,15,26,40,31
330,330,1,5,45,13,30,35,16,4,47,46
331,331,48,40,29,4,39,39,26,18,10,31
332,332,21,18,44,7,25,31,3,49,27,21
333,333,34,46,27,48,28,43,24,24,31,4
334,334,6,44,36,20,29,36,9,15,46,20
335,335,20,6,25,3,41,35,45,27,32,39
336,336,24,20,44,28,19,44,36,25,26,13
337,337,27,19,25,27,7,3,3,44,29,36
338,338,39,17,17,30,43,14,19,3,15,30
339,339,33,19,34,41,39,10,2,38,17,12
340,340,32,49,33,39,25,44,42,49,2,46
341,341,39,39,31,1,1,34,41,15,18,40
342,342,16,24,26,39,43,16,12,26,4,32
343,343,21,31,9,8,13,23,1,14,7,15
344,344,17,41,21,48,16,42,29,8,49,36
345,345,11,4,43,32,24,6,32,22,45,18
346,346,42,15,41,14,18,12,32,16,47,11
347,347,25,25,10,42,43,39,15,12,19,8
348,348,31,15,31,37,39,19,1,29,45,39
349,349,41,24,19,11,31,44,22,39,47,15
350,350,14,9,30,12,24,7,3,35,49,1
351,351,29,36,35,35,21,26,1,8,27,48
352,352,9,22,21,19,13,17,3,28,38,3
353,353,40,37,22,30,38,29,47,19,47,33
354,354,21,16,14,44,16,3,21,40,32,41
355,355,44,35,42,41,36,31,9,19,30,45
356,356,38,4,23,16,28,2,31,22,26,29
357,357,16,1,1,19,26,30,17,47,30,18
358,358,33,30,20,7,38,6,47,7,9,37
359,359,12,34,49,41,8,24,31,45,21,7
360,360,17,12,47,40,15,47,2,9,10,37
361,361,19,34,41,4,44,36,18,25,11,10
362,362,13,7,1,1,26,9,18,13,32,9
363,363,39,16,38,6,32,27,47,44,26,41
364,364,35,39,4,23,16,12,49,10,31,34
365,365,26,7,39,48,43,35,24,49,27,27
366,366,30,13,29,39,21,17,13,27,22,20
367,367,7,26,5,13,46,12,27,17,17,39
368,368,3,23,4,11,19,7,26,44,33,17
369,369,3,14,13,27,41,2,3,7,26,21
370,370,11,40,29,31,42,25,35,15,2,26
371,371,44,33,14,27,36,40,11,9,30,30
372,372,8,39,25,48,18,22,30,7,1,28
373,373,6,1,26,29,45,21,36,22,11,2
374,374,10,10,39,11,42,8,36,39,15,19
375,375,26,49,45,6,34,49,12,24,41,14
376,376,18,12,29,6,44,27,15,33,16,10
377,377,44,44,3,49,20,17,22,1,41,42
378,378,40,41,47,8,24,5,22,30,17,14
379,379,43,38,10,15,47,36,11,39,27,12
380,380,5,42,31,28,5,22,17,11,2,41
381,381,18,31,15,23,2,35,30,27,23,33
382,382,48,14,42,1,36,28,24,27,14,15
383,383,26,5,15,14,11,18,37,7,11,24
384,384,27,25,35,46,43,26,22,3,41,25
385,385,20,30,33,7,15,44,17,3,19,10
386,386,33,27,24,27,42,27,4,23,38,9
387,387,43,17,15,31,43,10,3,3,44,29
388,388,49,12,20,13,1,15,14,37,13,20
389,389,39,19,23,48,14,15,40,33,34,32
390,390,35,38,41,13,25,29,2,19,1,34
391,391,41,20,7,37,39,33,17,46,10,8
392,392,10,35,45,25,43,44,21,8,4,3
393,393,46,5,23,34,21,25,39,31,18,38
394,394,49,31,14,25,33,13,8,30,27,30
395,395,4,2,49,29,27,10,1,20,32,34
396,396,9,5,16,5,46,15,15,26,3,3
397,397,26,9,6,15,6,35,43,30,44,4
398,398,24,25,38,17,33,16,19,28,34,25
399,399,32,10,5,42,37,41,35,25,16,20
400,400,25,15,42,29,28,30,37,25,15,28
401,401,11,9,30,24,10,5,38,12,45,49
402,402,22,33,46,40,20,47,6,32,33,4
403,403,10,39,15,41,33,2,1,25,39,42
404,404,1,29,9,37,42,8,5,15,27,9
405,405,45,44,26,25,23,15,10,35,41,6
406,406,23,24,23,4,48,37,1,26,17,10
407,407,17,22,23,22,26,7,37,7,46,4
408,408,41,1,31,25,44,29,46,4,47,9
409,409,25,41,46,29,45,36,45,44,12,29
410,410,7,28,15,21,21,38,43,24,19,31
411,411,17,1,9,42,32,13,26,17,15,44
412,412,6,23,1,7,32,41,48,18,17,13
413,413,20,35,41,30,46,39,46,40,47,6
414,414,32,5,4,39,6,9,31,2,9,6
415,415,28,3,9,14,36,34,44,35,1,37
416,416,8,3,25,43,16,13,43,37,19,22
417,417,42,6,21,41,41,24,4,1,19,38
418,418,4,30,31,5,48,29,4,16,41,25
419,419,24,9,41,11,39,22,1,6,35,1
420,420,22,10,44,1,16,35,48,20,9,7
421,421,37,21,44,38,7,24,40,37,20,29
422,422,31,4,6,41,1,18,37,46,19,40
423,423,35,27,44,37,48,47,21,18,41,13
424,424,31,35,21,42,47,21,36,13,3,33
425,425,38,27,30,49,31,12,21,47,31,41
426,426,41,6,33,37,13,48,5,21,10,26
427,427,37,7,49,30,9,33,39,6,6,36
428,428,42,2,49,13,38,41,21,37,14,47
429,429,37,46,14,44,3,8,5,43,27,33
430,430,36,33,6,44,23,24,12,19,49,39
431,431,26,6,24,18,19,8,28,16,4,13
432,432,28,18,13,1,1,46,19,17,4,19
433,433,6,9,31,31,44,1,40,43,12,35
434,434,36,45,9,20,29,41,26,13,6,45
435,435,26,36,1,19,45,17,45,44,2,9
436,436,30,14,36,33,6,26,38,10,43,32
437,437,16,32,43,35,19,16,7,26,28,48
438,438,22,41,13,42,11,37,31,37,17,15
439,439,27,39,22,6,24,8,18,21,25,18
440,440,47,9,14,44,35,45,21,20,4,12
441,441,10,44,48,23,48,24,13,8,6,15
442,442,11,32,6,29,18,18,42,22,6,16
443,443,12,40,44,15,42,46,33,49,3,20
444,444,33,36,5,9,49,7,15,23,43,41
445,445,36,20,17,35,27,18,9,19,28,23
446,446,42,30,34,4,41,17,22,26,40,38
447,447,27,42,30,44,1,20,33,5,47,8
448,448,7,16,10,28,8,40,10,42,14,31
449,449,43,36,12,7,17,19,4,39,36,35
450,450,5,29,39,6,40,5,22,16,38,43
451,451,16,25,33,42,8,34,29,21,44,18
452,452,13,42,45,7,48,42,44,27,27,28
453,453,23,10,7,32,20,36,44,10,4,30
454,454,26,29,8,28,1,48,13,42,24,16
455,455,31,32,7,44,47,12,1,13,2,38
456,456,32,5,5,31,44,40,41,14,31,16
457,457,36,33,28,48,21,33,46,36,6,16
458,458,27,23,14,14,21,7,43,27,14,11
459,459,10,18,47,2,17,5,20,10,45,39
460,460,49,13,46,13,44,18,4,46,32,2
461,461,2,27,14,34,14,13,8,31,32,6
462,462,16,12,16,5,17,48,12,43,7,25
463,463,10,1,14,13,10,17,47,49,4,14
464,464,31,10,5,12,48,27,5,39,31,8
465,465,25,29,37,10,40,9,38,40,18,38
466,466,39,34,43,23,18,41,27,7,49,41
467,467,19,41,7,12,21,17,1,17,9,15
468,468,11,13,48,31,28,12,26,25,32,20
469,469,14,49,20,25,7,15,28,43,26,29
470,470,7,4,27,12,6,39,15,26,10,20
471,471,35,19,25,39,40,45,33,43,16,43
472,472,47,13,6,30,1,28,6,30,42,33
473,473,20,29,37,41,33,25,7,27,27,37
474,474,47,33,10,17,19,44,43,18,41,9
475,475,18,5,6,42,11,27,29,41,3,20
476,476,28,34,41,5,38,12,1,43,37,12
477,477,46,27,25,27,8,37,43,40,13,17
478,478,34,33,37,37,32,5,34,2,22,1
479,479,20,42,42,42,1,33,40,36,6,1
480,480,18,10,29,29,26,6,28,7,29,5
481,481,49,15,35,10,47,10,22,24,24,44
482,482,38,47,26,27,37,49,28,14,15,31
483,483,26,23,21,13,21,17,17,42,31,42
484,484,22,26,5,26,21,38,44,33,6,34
485,485,45,19,35,25,11,45,8,9,36,42
486,486,3,26,49,45,36,30,9,10,27,48
487,487,42,30,46,39,24,38,40,8,28,42
488,488,44,41,3,45,33,13,42,29,49,38
489,489,46,29,29,12,25,31,8,14,24,30
490,490,12,16,49,42,18,21,31,18,35,36
491,491,13,32,23,43,40,17,10,32,8,10
492,492,10,3,22,7,38,11,27,20,23,30
493,493,18,48,22,10,31,16,33,10,42,7
494,494,43,35,10,13,8,11,11,19,17,43
495,495,36,36,11,29,7,41,30,29,9,31
496,496,3,11,34,44,37,42,33,5,2,33
497,497,31,4,43,10,44,22,32,9,24,18
498,498,45,18,3,34,25,17,37,12,30,45
499,499,5,3,46,17,29,4,43,20,16,26
