,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
70,70,22,113,16,170,30,89,199,99,141,153
71,71,132,46,94,66,44,132,109,50,70,177
72,72,121,169,51,18,56,196,103,83,116,36
73,73,189,51,186,42,143,116,57,103,184,66
74,74,161,11,192,71,148,61,28,141,56,121
75,75,129,96,1,129,46,107,10,140,54,197
76,76,199,60,175,50,68,149,20,50,107,33
77,77,145,9,16,196,15,117,140,42,135,49
78,78,179,3,192,19,13,124,133,97,97,18
79,79,30,85,13,179,162,196,61,105,177,80
80,80,35,18,107,143,74,128,39,117,144,196
81,81,7,16,129,52,10,34,145,124,152,141
82,82,17,27,122,142,41,43,180,103,45,73
83,83,196,98,107,177,169,41,5,6,37,105
84,84,178,138,181,11,92,13,101,5,52,193
85,85,40,189,82,135,190,43,107,110,111,16
86,86,159,47,77,6,196,184,56,69,33,88
87,87,112,51,117,134,48,76,199,127,111,102
88,88,144,51,49,173,114,142,96,182,109,172
89,89,43,106,78,192,99,109,77,130,195,73
90,90,53,196,125,193,55,127,66,157,129,154
91,91,141,139,56,25,85,90,65,149,153,99
92,92,101,183,45,112,172,70,84,75,124,182
93,93,52,12,25,160,79,196,159,136,100,188
94,94,89,91,46,11,91,99,3,133,78,98
95,95,60,85,47,154,106,53,174,168,43,27
96,96,145,142,64,177,174,99,134,180,186,99
97,97,22,142,7,150,73,64,27,163,170,185
98,98,130,132,163,154,13,62,27,40,39,98
99,99,79,73,191,159,153,181,62,77,51,120
100,100,114,62,136,187,106,152,10,5,29,187
101,101,103,175,186,106,150,58,184,45,53,30
102,102,73,35,21,111,171,167,83,37,168,168
103,103,18,54,109,193,25,103,143,198,64,63
104,104,164,76,30,15,72,115,149,127,51,129
105,105,1,121,17,189,183,187,197,151,119,128
106,106,19,162,34,190,156,23,179,168,128,65
107,107,98,112,34,61,24,8,105,148,13,8
108,108,168,11,15,73,5,32,150,64,190,171
109,109,162,131,82,85,55,196,182,180,132,53
110,110,46,24,141,24,114,191,78,26,163,148
111,111,12,114,133,143,145,189,152,135,5,164
112,112,171,77,28,121,6,162,135,55,36,173
113,113,34,193,20,35,149,152,47,8,33,76
114,114,79,127,59,173,85,110,142,109,136,155
115,115,143,195,174,79,10,97,54,114,8,7
116,116,80,10,186,183,181,75,138,39,61,175
117,117,178,64,162,43,109,127,48,96,193,73
118,118,115,1,93,180,167,117,37,61,149,32
119,119,64,33,70,152,53,65,113,197,25,37
120,120,142,17,64,190,23,152,125,38,124,38
121,121,137,66,91,47,45,123,62,76,177,175
122,122,185,12,38,131,41,72,115,76,32,152
123,123,25,131,138,9,133,31,21,62,20,163
124,124,16,14,153,88,76,131,78,138,94,94
125,125,94,182,135,24,42,26,60,39,122,78
126,126,68,18,97,22,148,93,85,2,75,103
127,127,149,131,163,100,8,3,94,145,78,4
128,128,180,166,23,153,142,61,89,67,144,139
129,129,47,48,101,119,30,62,132,177,180,144
130,130,162,1,13,57,164,27,118,183,151,127
131,131,186,22,46,177,97,190,73,122,163,81
132,132,72,44,94,156,18,58,85,193,2,173
133,133,56,13,160,175,99,150,187,198,109,77
134,134,126,178,52,172,157,177,95,1,148,1
135,135,59,40,135,199,23,156,68,90,95,28
136,136,36,195,11,149,48,19,95,158,77,75
137,137,54,40,53,8,1,146,52,127,199,47
138,138,96,125,24,150,18,193,58,92,121,165
139,139,8,47,72,20,10,140,129,51,119,133
140,140,182,66,147,1,154,26,140,41,99,195
141,141,82,107,48,57,37,10,125,123,184,12
142,142,58,54,168,139,182,150,62,103,144,14
143,143,155,154,183,166,163,23,107,156,87,64
144,144,59,77,135,50,84,195,171,166,182,193
145,145,94,66,23,99,3,43,28,105,5,188
146,146,84,50,162,129,46,103,24,159,101,43
147,147,147,42,82,106,43,99,65,106,105,93
148,148,15,120,91,128,156,31,65,184,123,3
149,149,48,124,71,14,93,51,179,34,155,166
150,150,7,3,60,103,14,37,114,120,38,119
151,151,138,106,30,124,175,188,179,38,158,187
152,152,103,179,90,188,59,90,60,157,83,137
153,153,123,106,192,35,166,3,132,162,170,186
154,154,107,61,183,51,110,150,178,109,174,177
155,155,104,122,15,31,105,63,68,173,48,80
156,156,155,143,134,74,121,43,90,179,164,57
157,157,44,162,68,66,135,2,122,83,100,175
158,158,10,7,49,186,101,187,133,127,12,7
159,159,107,136,181,13,84,2,126,187,12,174
160,160,80,96,44,136,194,83,130,188,70,187
161,161,166,71,97,16,99,16,64,56,35,8
162,162,73,158,168,138,71,109,180,74,84,160
163,163,8,63,89,140,116,110,86,125,86,103
164,164,180,118,123,94,125,64,125,27,172,164
165,165,115,136,59,153,133,35,34,97,175,163
166,166,15,36,163,87,18,44,152,117,136,152
167,167,33,57,82,66,4,25,194,67,137,118
168,168,60,155,116,162,112,173,108,90,126,64
169,169,120,4,126,52,11,9,119,134,109,63
170,170,26,34,78,77,41,65,34,4,184,72
171,171,23,126,2,20,89,15,9,87,162,148
172,172,100,72,19,2,31,115,184,135,72,76
173,173,76,128,177,74,31,178,12,165,96,88
174,174,167,71,19,10,50,37,99,6,177,153
175,175,190,147,194,135,99,27,186,129,32,43
176,176,68,43,52,17,131,124,43,113,42,33
177,177,50,92,156,129,132,55,157,53,180,91
178,178,194,111,23,133,113,35,146,156,198,77
179,179,116,122,194,167,149,122,78,10,173,58
180,180,125,116,124,72,93,59,52,36,94,145
181,181,32,86,83,98,140,15,110,55,42,23
182,182,37,145,80,109,93,45,189,64,68,96
183,183,36,140,120,34,136,70,158,85,97,30
184,184,147,149,10,119,16,186,49,187,49,57
185,185,157,8,158,138,118,5,69,109,97,64
186,186,72,7,98,42,185,41,11,158,53,34
187,187,36,38,50,61,154,195,165,155,91,174
188,188,134,108,106,27,100,193,131,89,51,70
189,189,158,69,117,70,156,136,104,176,5,132
190,190,121,151,96,69,46,83,4,25,119,175
191,191,179,58,176,29,79,148,27,165,121,84
192,192,54,114,69,197,55,159,104,69,114,61
193,193,50,141,107,87,96,72,116,11,60,73
194,194,187,31,64,190,197,87,178,128,29,58
195,195,103,130,108,169,85,83,60,74,182,132
196,196,21,143,123,14,131,59,74,189,135,198
197,197,126,71,86,19,51,146,23,192,102,93
198,198,64,87,22,120,152,44,97,87,191,108
199,199,119,47,41,143,41,183,91,13,58,128
200,200,8,199,186,127,60,19,3,189,71,60
201,201,84,177,185,22,194,59,64,148,52,44
202,202,158,64,28,82,145,114,63,75,82,120
203,203,8,95,171,134,145,149,129,87,126,159
204,204,145,108,106,102,100,188,47,45,138,112
205,205,7,151,105,143,51,131,114,81,129,63
206,206,53,38,9,166,138,66,52,45,173,178
207,207,146,179,175,83,109,42,63,45,134,12
208,208,1,133,163,44,59,180,70,112,121,37
209,209,106,103,149,91,103,119,52,128,181,124
210,210,35,76,92,181,140,39,59,187,97,66
211,211,163,56,154,76,120,151,163,38,128,18
212,212,169,168,67,182,189,102,15,16,146,184
213,213,78,181,128,194,50,122,85,110,90,176
214,214,13,58,114,153,142,193,44,129,79,73
215,215,55,55,181,99,151,47,137,70,161,24
216,216,122,132,194,134,13,127,143,187,121,177
217,217,40,46,67,57,188,85,187,177,137,106
218,218,55,35,39,30,47,146,120,162,90,134
219,219,3,63,176,124,94,72,16,14,64,171
220,220,67,107,55,61,43,129,112,134,25,117
221,221,19,64,84,1,26,7,143,151,73,178
222,222,90,50,47,137,131,165,127,199,71,56
223,223,64,167,30,93,197,11,159,168,76,3
224,224,56,144,106,99,60,134,170,127,90,83
225,225,92,19,27,94,30,191,13,76,163,85
226,226,160,96,76,14,124,121,116,100,183,71
227,227,58,44,107,165,27,131,90,23,150,184
228,228,95,53,31,174,123,125,129,188,122,57
229,229,99,193,156,179,111,138,116,85,146,192
230,230,104,72,40,99,142,37,123,180,1,195
231,231,133,30,40,174,32,10,147,192,167,86
232,232,25,39,25,77,6,60,25,36,3,105
233,233,159,174,114,77,68,117,54,174,52,197
234,234,115,50,167,85,78,76,2,16,193,102
235,235,126,159,100,62,100,173,175,140,61,68
236,236,111,99,105,123,103,64,185,98,49,195
237,237,156,175,146,96,73,6,179,62,34,107
238,238,157,117,74,165,95,199,56,43,107,66
239,239,170,40,44,184,52,156,173,77,2,113
240,240,85,31,80,189,185,48,145,92,167,38
241,241,162,15,3,50,3,56,99,113,80,83
242,242,90,135,194,43,78,49,15,70,16,56
243,243,38,6,85,189,86,171,11,29,143,71
244,244,130,122,195,127,62,20,175,29,12,97
245,245,178,199,126,48,197,68,111,138,45,112
246,246,91,116,66,143,196,192,148,152,173,150
247,247,158,65,150,119,40,114,173,191,119,67
248,248,100,52,181,138,188,176,196,45,174,127
249,249,45,10,55,170,67,180,9,90,155,66
250,250,138,64,174,41,146,137,175,102,20,162
251,251,6,198,25,163,136,105,184,133,108,8
252,252,16,169,124,134,22,46,194,123,7,8
253,253,32,85,184,135,111,189,41,127,63,192
254,254,189,156,74,158,167,190,69,60,88,178
255,255,96,75,181,94,123,159,180,16,157,155
256,256,54,21,167,55,88,125,9,61,120,147
257,257,137,134,103,115,27,15,158,38,54,115
258,258,14,76,126,120,138,170,171,52,47,27
259,259,17,8,159,111,95,40,151,16,119,135
260,260,160,15,40,31,67,142,80,95,72,70
261,261,186,58,127,96,62,156,4,127,53,29
262,262,88,160,65,145,197,168,175,51,112,7
263,263,47,135,77,15,195,161,27,55,82,44
264,264,137,2,35,20,27,186,102,67,76,32
265,265,133,83,18,125,174,36,164,17,23,66
266,266,106,115,86,112,67,41,113,84,50,138
267,267,134,107,195,94,145,86,102,83,24,151
268,268,122,41,153,152,188,195,160,136,49,187
269,269,108,194,55,64,153,169,116,31,106,145
270,270,68,107,42,6,172,81,51,54,59,187
271,271,39,164,45,69,103,150,175,162,6,17
272,272,35,182,11,32,108,187,197,63,194,171
273,273,65,150,132,146,52,74,151,157,4,90
274,274,186,175,92,192,78,182,182,175,118,71
275,275,133,174,9,175,181,192,141,81,82,75
276,276,119,164,89,197,52,101,4,93,32,100
277,277,103,179,4,174,199,178,195,63,166,14
278,278,60,192,15,148,171,152,63,42,89,117
279,279,149,138,140,190,105,91,23,48,53,166
280,280,113,62,169,99,77,104,78,136,182,10
281,281,131,169,49,173,117,57,196,28,72,156
282,282,167,99,176,8,110,180,66,101,112,61
283,283,130,186,127,59,22,39,149,155,16,72
284,284,195,136,94,24,167,18,185,180,141,145
285,285,181,125,94,164,168,49,74,162,7,88
286,286,135,150,6,196,126,164,24,99,141,87
287,287,195,150,77,149,52,190,134,119,31,68
288,288,26,131,109,134,11,195,164,111,94,26
289,289,79,66,138,166,11,189,19,190,151,10
290,290,140,184,121,187,112,154,60,147,35,111
291,291,93,86,70,179,192,37,140,177,120,181
292,292,125,16,122,96,98,145,198,37,149,9
293,293,164,107,6,93,133,88,100,79,34,144
294,294,192,157,23,119,17,60,72,91,168,177
295,295,52,188,139,88,113,159,102,166,183,137
296,296,7,123,99,26,9,154,148,195,61,20
297,297,129,70,11,136,15,145,116,33,122,1
298,298,99,65,198,51,40,166,178,12,92,127
299,299,161,167,116,9,117,97,102,106,25,67
300,300,183,56,141,90,141,174,35,90,190,138
301,301,128,174,161,193,177,185,166,60,182,159
302,302,20,46,17,197,170,191,72,42,116,119
303,303,153,180,181,42,104,86,120,53,3,150
304,304,49,22,108,124,128,49,19,137,199,80
305,305,34,88,34,93,36,81,142,53,103,61
306,306,68,120,190,155,121,48,177,98,118,91
307,307,149,144,9,190,156,160,36,173,187,135
308,308,137,140,129,192,36,39,130,83,129,137
309,309,124,105,116,51,148,167,167,114,72,89
310,310,9,111,104,39,142,188,131,186,28,109
311,311,151,10,27,189,88,135,191,144,52,174
312,312,160,105,114,8,27,110,139,118,180,127
313,313,35,84,65,23,88,103,57,69,42,3
314,314,101,11,145,139,46,181,89,91,2,181
315,315,198,179,59,8,73,109,142,140,84,60
316,316,177,44,72,127,83,42,145,77,127,180
317,317,102,103,154,41,22,23,183,178,98,30
318,318,101,115,33,195,132,88,50,119,195,125
319,319,126,64,23,15,197,114,171,167,26,23
320,320,17,94,92,30,150,194,147,12,121,176
321,321,73,123,23,37,40,90,35,50,22,67
322,322,109,175,193,46,123,199,24,23,103,163
323,323,97,4,117,75,76,71,74,174,126,162
324,324,83,55,148,140,83,68,150,36,1,122
325,325,10,55,114,170,1,10,177,55,174,44
326,326,197,196,6,2,162,71,185,146,165,152
327,327,11,163,176,142,129,63,101,123,70,77
328,328,86,127,171,118,9,199,85,167,195,8
329,329,154,173,115,16,63,69,91,185,93,101
330,330,141,194,118,78,43,93,121,40,65,143
331,331,157,43,4,192,109,77,152,141,95,125
332,332,12,168,83,155,136,146,57,85,64,18
333,333,95,145,184,83,50,90,105,123,175,21
334,334,55,28,131,182,81,43,156,121,34,173
335,335,8,146,73,67,68,154,68,141,33,175
336,336,35,140,108,122,103,8,155,196,192,140
337,337,12,113,144,123,74,6,75,163,124,45
338,338,144,170,20,66,172,145,3,171,133,180
339,339,86,16,103,35,38,61,86,63,33,19
340,340,193,33,58,187,2,7,163,105,29,124
341,341,114,47,163,53,148,84,24,182,62,168
342,342,108,180,27,84,173,75,87,59,3,94
343,343,108,13,97,94,141,196,150,144,39,94
344,344,92,116,80,68,124,30,38,176,175,167
345,345,158,1,141,46,23,23,50,20,165,118
346,346,2,189,116,58,160,118,94,90,188,186
347,347,51,35,127,113,151,30,27,70,56,159
348,348,154,70,46,126,147,74,47,167,123,194
349,349,107,157,134,131,41,63,50,62,85,148
350,350,165,189,19,70,144,24,158,138,8,12
351,351,1,90,90,87,44,191,152,148,144,47
352,352,20,46,184,110,132,16,24,30,188,3
353,353,14,160,57,9,81,169,25,128,103,30
354,354,135,22,69,132,5,192,191,99,29,163
355,355,28,83,53,114,39,160,41,8,156,2
356,356,5,159,122,86,21,135,166,168,20,43
357,357,137,165,83,128,169,69,165,27,159,17
358,358,64,29,40,76,181,2,126,7,97,120
359,359,74,121,136,182,58,152,92,43,56,68
360,360,104,55,119,53,174,90,141,120,83,34
361,361,176,172,163,112,181,29,63,107,135,195
362,362,163,189,110,195,87,45,85,187,124,175
363,363,62,168,101,55,55,139,188,114,114,132
364,364,21,34,13,97,173,143,61,5,15,74
365,365,118,94,112,28,174,57,63,62,51,112
366,366,133,113,156,94,93,46,89,30,42,173
367,367,134,71,24,100,88,35,43,195,144,78
368,368,148,92,118,84,98,95,67,39,105,95
369,369,152,121,114,145,78,34,197,23,4,41
370,370,13,56,94,107,152,79,62,194,126,131
371,371,132,151,47,67,124,99,127,166,85,95
372,372,128,117,19,83,198,22,92,44,7,51
373,373,148,172,94,157,111,164,157,66,106,121
374,374,183,52,68,117,193,118,149,177,94,160
375,375,37,185,103,182,167,178,163,153,199,121
376,376,81,185,72,47,54,197,34,135,154,50
377,377,136,64,6,59,185,114,35,188,89,25
378,378,100,101,131,63,192,53,91,83,125,29
379,379,80,196,172,198,68,50,25,47,185,122
380,380,139,150,71,115,191,193,116,33,119,94
381,381,183,12,133,101,149,138,184,131,196,80
382,382,195,113,158,51,6,168,72,42,116,67
383,383,140,41,7,69,5,65,29,31,113,124
384,384,64,9,23,19,25,132,116,178,182,154
385,385,38,37,178,122,51,92,61,62,65,123
386,386,57,104,140,34,16,110,189,55,12,25
387,387,188,184,39,164,42,57,182,37,160,162
388,388,77,184,89,34,35,134,1,68,64,47
389,389,174,99,53,179,86,117,149,130,115,134
390,390,111,99,83,175,146,64,14,138,114,193
391,391,141,88,58,79,9,198,137,100,151,61
392,392,77,27,15,154,89,131,140,89,175,54
393,393,12,47,166,187,129,142,80,21,66,85
394,394,21,144,9,6,28,74,101,16,64,98
395,395,43,105,49,141,170,67,75,68,99,147
396,396,92,8,191,193,114,166,108,139,100,78
397,397,176,93,190,86,51,74,58,103,9,4
398,398,153,111,13,195,6,176,117,46,20,85
399,399,116,157,194,145,121,53,108,195,61,93
400,400,46,83,86,31,81,107,113,75,110,126
401,401,146,78,118,154,164,173,28,190,52,164
402,402,44,131,170,13,93,158,7,79,26,151
403,403,142,69,101,11,84,56,199,17,13,186
404,404,173,20,3,132,46,112,99,122,11,195
405,405,88,184,158,143,99,61,77,162,114,150
406,406,32,128,42,121,52,17,44,42,134,43
407,407,92,56,1,58,169,188,159,2,42,170
408,408,25,70,184,15,14,153,92,4,144,65
409,409,105,89,169,108,7,4,119,127,71,75
410,410,106,146,14,128,184,7,149,197,116,137
411,411,82,118,89,58,22,67,164,137,144,182
412,412,179,156,44,162,77,167,127,61,59,96
413,413,32,115,46,122,29,133,10,187,150,162
414,414,128,156,1,6,10,183,98,68,149,120
415,415,34,14,136,125,36,44,24,170,158,18
416,416,49,38,110,94,198,199,69,112,43,131
417,417,23,15,69,23,93,31,3,134,187,112
418,418,125,57,62,38,148,91,130,142,76,122
419,419,44,30,148,198,171,101,68,60,51,172
420,420,155,109,158,8,50,81,119,9,87,81
421,421,194,144,60,14,148,91,23,110,148,102
422,422,64,95,185,156,67,13,9,30,8,111
423,423,6,35,64,23,173,179,142,88,114,11
424,424,31,174,115,188,182,17,73,185,107,88
425,425,129,89,142,110,167,52,157,167,55,156
426,426,130,16,83,37,19,154,127,146,62,123
427,427,192,165,48,89,159,7,184,110,74,123
428,428,30,105,165,118,22,70,18,190,19,44
429,429,41,50,132,4,98,16,139,79,86,55
430,430,110,105,9,75,64,176,90,33,96,157
431,431,157,152,165,121,49,184,34,156,144,180
432,432,129,190,111,8,166,106,138,98,158,98
433,433,82,7,198,140,121,114,132,13,166,174
434,434,17,61,9,53,28,51,168,81,57,161
435,435,138,156,85,76,119,135,140,185,189,163
436,436,82,159,32,151,75,2,81,135,23,14
437,437,162,13,110,11,107,154,47,22,45,92
438,438,108,18,94,60,135,101,56,9,22,165
439,439,166,6,197,58,198,32,73,189,36,126
440,440,57,174,104,58,173,94,11,142,49,48
441,441,59,13,40,155,128,32,179,52,100,108
442,442,53,94,64,56,163,153,197,20,152,25
443,443,82,50,155,87,74,135,68,182,119,154
444,444,23,133,144,65,112,147,28,145,82,179
445,445,75,198,63,43,195,187,132,150,71,108
446,446,180,75,31,12,56,186,76,179,27,164
447,447,87,46,84,78,116,90,45,118,194,38
448,448,33,174,179,177,113,198,41,102,36,140
449,449,114,190,164,101,184,12,122,182,74,134
450,450,42,133,171,140,39,45,167,187,185,83
451,451,4,1,189,43,1,197,13,163,142,39
452,452,76,190,57,149,10,39,188,114,128,127
453,453,19,44,75,3,43,12,8,43,11,104
454,454,109,19,150,118,154,178,95,137,57,182
455,455,84,129,158,161,154,134,70,45,106,180
456,456,2,10,151,56,150,79,98,53,13,93
457,457,67,33,159,35,67,94,44,14,180,78
458,458,93,6,111,160,11,12,42,78,126,154
459,459,101,161,70,190,158,76,83,76,158,68
460,460,62,31,101,109,111,42,183,160,54,163
461,461,101,78,118,160,179,51,121,164,51,23
462,462,156,130,165,26,111,168,71,90,79,49
463,463,78,114,87,180,11,19,61,66,156,154
464,464,98,12,74,171,49,163,196,28,16,162
465,465,152,23,72,157,76,154,157,195,48,165
466,466,176,186,36,117,107,81,40,119,107,154
467,467,154,89,9,80,113,166,71,22,41,72
468,468,60,59,141,115,143,169,192,53,64,61
469,469,75,5,170,41,193,133,7,113,8,120
470,470,58,103,164,52,106,20,148,64,194,77
471,471,132,69,130,135,149,144,12,125,157,10
472,472,83,143,119,115,90,36,162,49,131,178
473,473,194,34,39,180,171,40,4,82,33,52
474,474,67,181,122,178,64,175,152,170,189,163
475,475,104,134,119,69,44,157,41,154,128,2
476,476,143,95,97,62,166,131,193,28,8,139
477,477,156,125,173,162,74,192,166,71,179,153
478,478,51,100,25,188,167,136,154,127,41,33
479,479,137,180,2,38,154,51,50,192,113,29
480,480,96,140,28,74,78,80,58,67,52,173
481,481,24,54,118,98,81,190,160,74,36,149
482,482,129,17,107,51,102,196,30,124,191,165
483,483,197,59,28,145,130,23,106,158,81,114
484,484,71,183,70,9,80,142,159,42,199,193
485,485,165,55,197,175,65,196,147,124,116,135
486,486,65,148,64,136,82,51,33,144,80,198
487,487,196,192,125,178,59,84,99,29,44,122
488,488,46,17,173,99,65,163,48,98,45,115
489,489,177,14,146,113,13,84,166,92,191,35
490,490,52,90,8,7,193,97,30,129,178,50
491,491,90,112,115,127,70,86,86,50,166,174
492,492,121,6,29,3,143,82,191,45,35,11
493,493,137,37,173,190,184,23,163,2,101,68
494,494,3,123,33,83,198,140,89,15,68,38
495,495,124,97,62,9,54,183,61,153,154,26
496,496,179,99,88,168,191,129,118,38,59,25
497,497,160,25,175,18,144,122,163,150,157,171
498,498,192,72,68,49,13,174,41,89,18,106
499,499,160,41,147,68,42,97,17,167,10,119
