,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14
221,221,89,75,56,6,10,89,70,72,16,24
222,222,59,81,72,91,70,19,27,66,85,19
223,223,83,21,27,62,11,93,63,87,82,49
224,224,43,65,90,21,50,41,29,23,78,52
225,225,7,14,12,32,46,77,9,16,3,45
226,226,87,44,28,58,67,5,60,99,33,15
227,227,81,15,14,72,73,2,7,96,21,61
228,228,62,61,35,41,71,22,80,81,47,6
229,229,15,67,60,74,41,83,5,8,12,35
230,230,5,16,10,77,56,18,71,35,37,58
231,231,70,89,23,53,8,52,23,54,49,98
232,232,50,81,20,2,55,57,21,45,36,83
233,233,81,13,57,12,76,37,14,33,85,38
234,234,89,2,73,36,95,80,45,50,11,91
235,235,23,53,96,24,44,39,24,36,54,72
236,236,8,93,62,27,30,98,29,41,82,32
237,237,87,48,95,30,32,68,44,21,67,64
238,238,7,26,5,94,75,57,41,6,8,88
239,239,4,85,98,78,40,77,10,89,97,58
240,240,67,52,37,23,84,6,85,85,54,67
241,241,54,48,91,17,39,66,79,5,62,71
242,242,60,90,36,37,92,89,73,65,92,37
243,243,6,33,97,54,12,98,71,71,72,15
244,244,98,65,52,40,68,19,15,48,72,14
245,245,87,49,17,78,27,1,53,69,79,34
246,246,59,9,93,6,50,34,58,12,71,83
247,247,49,40,69,85,87,27,96,96,92,73
248,248,37,32,77,37,54,89,65,86,21,46
249,249,49,57,39,10,65,94,37,69,90,22
250,250,52,6,62,23,99,81,74,39,25,45
251,251,9,64,64,20,48,8,10,45,60,13
252,252,59,50,24,22,2,57,15,13,91,40
253,253,30,79,22,99,52,67,66,14,85,33
254,254,23,28,55,24,8,19,19,89,39,87
255,255,16,45,29,76,74,61,20,59,6,57
256,256,64,96,39,37,22,95,69,10,73,48
257,257,60,76,57,25,8,80,44,33,87,10
258,258,3,11,64,98,97,32,50,79,28,48
259,259,75,44,9,59,95,75,26,17,49,48
260,260,65,19,18,85,90,5,36,56,49,80
261,261,11,86,99,36,68,57,36,38,2,19
262,262,86,1,64,67,7,74,19,91,96,11
263,263,14,24,56,94,36,96,25,58,60,17
264,264,57,84,25,1,35,28,57,23,67,66
265,265,25,40,19,56,21,33,37,62,14,80
266,266,97,10,20,81,96,59,63,98,94,22
267,267,94,3,49,15,80,24,90,85,29,13
268,268,11,10,95,33,82,10,45,6,29,66
269,269,35,32,41,37,60,11,21,62,29,3
270,270,4,64,73,44,48,26,73,75,14,54
271,271,61,46,18,16,40,41,25,95,36,34
272,272,23,50,6,4,38,34,12,10,79,50
273,273,74,55,47,15,93,17,99,43,83,31
274,274,41,24,66,35,74,97,65,52,91,94
275,275,91,95,60,59,45,57,48,6,96,65
276,276,28,28,76,65,65,58,10,62,91,88
277,277,57,4,2,8,47,39,70,89,28,95
278,278,31,19,99,52,82,29,90,62,69,55
279,279,29,11,41,62,17,23,7,69,78,19
280,280,82,90,92,27,48,85,2,36,2,48
281,281,63,99,40,41,81,82,70,73,14,71
282,282,19,11,11,5,46,42,82,82,59,45
283,283,73,14,6,58,96,26,61,62,16,85
284,284,80,16,76,31,61,61,67,64,17,85
285,285,30,81,24,76,31,43,13,95,80,38
286,286,34,73,26,28,11,92,26,96,1,87
287,287,33,8,88,55,16,44,71,27,13,91
288,288,39,2,2,84,89,23,52,1,69,32
289,289,97,91,32,66,3,3,47,73,97,75
290,290,90,39,73,73,15,49,65,96,10,83
291,291,36,88,82,64,65,51,79,28,60,38
292,292,40,39,59,98,77,69,45,99,49,12
293,293,56,5,40,56,23,59,72,95,4,50
294,294,59,13,72,37,53,92,78,42,73,15
295,295,10,90,20,33,59,64,37,79,57,90
296,296,45,15,68,22,44,77,91,76,25,65
297,297,75,26,79,14,34,7,15,68,98,77
298,298,33,33,68,28,7,4,87,17,75,18
299,299,64,36,14,41,98,28,41,53,28,65
300,300,35,88,59,45,96,47,2,27,36,42
301,301,39,31,73,2,38,97,44,33,68,28
302,302,85,66,49,90,36,56,36,25,32,81
303,303,98,86,1,59,70,24,50,10,32,92
304,304,70,50,70,27,28,20,45,63,51,76
305,305,59,31,68,31,85,20,35,25,20,88
306,306,3,75,14,19,83,62,38,97,42,42
307,307,30,24,54,14,44,19,61,18,33,27
308,308,3,23,35,1,31,38,47,12,28,37
309,309,7,76,94,22,3,82,78,24,52,48
310,310,32,10,16,8,10,95,51,42,66,26
311,311,75,34,15,73,62,28,21,24,56,27
312,312,87,54,52,72,37,38,59,47,79,59
313,313,56,45,52,63,6,98,79,61,18,51
314,314,74,17,8,81,6,80,94,37,15,28
315,315,7,9,12,39,70,13,5,34,93,74
316,316,7,69,84,14,44,68,57,72,38,63
317,317,99,86,33,27,4,10,59,68,83,52
318,318,49,52,28,25,42,29,97,45,31,79
319,319,75,86,95,20,98,33,7,22,38,1
320,320,55,27,23,70,97,70,80,97,24,57
321,321,98,95,39,10,39,68,42,24,80,78
322,322,34,3,89,4,65,48,62,73,82,31
323,323,14,98,90,49,90,37,12,85,31,52
324,324,36,86,25,90,13,36,88,26,71,62
325,325,9,41,92,89,60,62,6,95,25,2
326,326,26,68,13,17,54,22,76,52,89,2
327,327,30,28,95,32,51,39,71,4,4,53
328,328,13,56,32,4,90,79,85,95,70,43
329,329,57,73,68,29,61,5,25,8,10,48
330,330,73,90,33,80,78,85,92,76,74,27
331,331,6,81,31,36,3,65,40,79,32,99
332,332,81,69,35,70,18,63,68,96,24,19
333,333,16,19,33,18,40,18,63,33,83,75
334,334,42,40,17,60,9,32,37,30,19,18
335,335,78,74,22,16,40,94,71,9,33,66
336,336,64,10,96,68,80,47,82,12,1,23
337,337,41,94,51,5,45,32,53,74,37,22
338,338,33,48,94,54,90,58,21,97,38,44
339,339,63,65,12,88,94,28,21,61,56,86
340,340,56,51,86,67,76,5,95,52,51,58
341,341,4,96,71,24,89,29,31,20,72,40
342,342,43,36,61,97,33,77,33,17,85,25
343,343,47,38,51,56,94,66,96,46,45,42
344,344,80,78,13,98,7,8,35,32,87,11
345,345,20,49,44,67,41,62,97,87,92,63
346,346,94,49,86,29,4,52,2,41,60,1
347,347,65,66,9,13,88,96,24,91,47,93
348,348,60,23,87,85,70,59,80,82,22,24
349,349,34,82,24,76,37,92,28,11,31,8
350,350,56,5,69,65,66,47,83,36,71,61
351,351,70,66,19,93,72,46,48,16,69,25
352,352,97,79,25,23,36,80,48,23,67,64
353,353,65,95,11,69,79,77,67,50,90,35
354,354,24,63,19,91,54,45,65,43,83,42
355,355,12,56,29,9,20,10,93,95,41,72
356,356,79,11,24,9,8,97,49,34,76,85
357,357,70,32,29,86,66,5,12,67,84,45
358,358,81,56,85,80,44,40,83,8,95,26
359,359,18,79,57,7,77,3,61,95,63,38
360,360,36,31,58,84,93,32,22,93,81,43
361,361,33,68,97,21,65,64,40,26,15,98
362,362,13,28,60,15,91,54,30,88,14,84
363,363,93,38,8,27,2,13,61,88,4,3
364,364,14,82,33,59,32,69,98,2,91,31
365,365,85,64,10,48,45,6,52,41,72,33
366,366,52,79,84,97,73,52,27,27,14,9
367,367,50,8,69,33,51,11,93,68,3,61
368,368,19,39,1,44,18,59,42,58,69,87
369,369,97,9,70,18,6,66,89,88,72,64
370,370,49,42,4,17,56,61,56,8,84,41
371,371,12,94,68,92,55,59,33,44,36,50
372,372,83,90,53,50,58,45,82,69,20,86
373,373,15,77,35,32,71,30,64,4,95,7
374,374,82,26,50,69,66,76,61,49,75,82
375,375,92,55,36,63,48,20,84,86,11,70
376,376,52,46,57,56,45,82,28,89,30,19
377,377,79,43,93,58,16,8,59,81,16,91
378,378,36,95,27,30,34,93,73,94,53,5
379,379,79,2,86,87,48,77,26,18,5,22
380,380,77,49,93,68,27,7,88,87,4,93
381,381,51,38,27,35,51,85,24,52,43,51
382,382,19,8,88,51,87,12,37,82,57,71
383,383,34,89,20,98,76,66,87,37,18,98
384,384,51,92,73,96,43,17,95,40,3,99
385,385,96,96,80,40,44,91,48,63,33,57
386,386,2,12,80,81,23,80,32,43,53,32
387,387,8,39,5,54,86,59,52,37,78,28
388,388,13,64,68,44,73,18,93,88,53,17
389,389,63,19,78,67,6,71,90,77,26,53
390,390,16,37,53,93,37,39,21,47,94,91
391,391,53,43,10,53,51,46,99,5,93,66
392,392,66,43,88,49,67,51,98,6,3,87
393,393,38,43,70,11,16,50,27,41,41,71
394,394,44,6,54,78,7,8,25,65,38,99
395,395,5,70,14,78,99,10,20,80,63,54
396,396,42,39,42,19,82,31,62,66,35,64
397,397,10,93,50,56,82,72,75,55,13,28
398,398,51,51,88,28,79,77,12,10,79,39
399,399,90,59,2,35,98,37,5,9,55,18
400,400,51,48,76,56,56,63,20,20,60,87
401,401,11,79,82,41,38,53,23,54,35,36
402,402,97,63,72,21,12,48,48,85,7,10
403,403,65,87,29,98,32,45,61,92,49,99
404,404,25,90,32,95,83,73,91,78,74,80
405,405,56,75,3,89,96,91,68,20,48,74
406,406,13,38,63,34,83,56,83,33,1,30
407,407,39,89,12,42,43,91,22,80,49,11
408,408,83,2,92,10,49,67,45,88,5,18
409,409,1,86,63,69,29,64,33,33,32,48
410,410,90,23,92,90,75,34,61,26,4,10
411,411,56,67,58,42,11,41,39,21,86,78
412,412,7,82,83,49,51,92,14,42,87,67
413,413,81,8,1,9,76,34,53,37,55,26
414,414,83,8,18,74,89,75,72,93,21,36
415,415,93,80,25,67,47,4,34,85,53,81
416,416,59,90,6,91,10,91,56,18,66,83
417,417,85,70,69,22,80,43,29,86,85,48
418,418,20,39,83,59,35,28,11,67,78,7
419,419,51,86,73,28,93,28,76,64,96,79
420,420,49,54,9,33,44,30,30,82,49,82
421,421,70,64,91,5,77,4,51,99,58,72
422,422,58,11,92,24,35,86,21,17,83,74
423,423,37,73,13,2,55,33,29,80,70,20
424,424,21,5,46,63,65,54,93,18,80,38
425,425,33,51,90,12,70,80,63,61,89,10
426,426,92,2,38,56,4,84,61,43,84,64
427,427,44,68,42,54,49,54,51,63,62,47
428,428,28,90,39,68,1,53,85,21,89,46
429,429,5,50,8,65,29,90,75,82,4,61
430,430,12,98,61,15,20,77,24,35,72,39
431,431,12,84,71,9,79,18,74,48,69,1
432,432,40,26,10,51,73,66,6,59,86,50
433,433,17,14,40,65,45,39,12,35,48,37
434,434,46,67,49,61,56,53,88,92,25,95
435,435,4,87,4,85,19,90,94,98,75,35
436,436,84,76,69,94,79,78,59,22,87,81
437,437,6,99,96,12,81,92,38,37,77,30
438,438,42,44,99,86,25,6,26,40,42,18
439,439,68,23,96,65,93,74,33,81,34,21
440,440,81,84,38,9,47,51,48,8,4,16
441,441,15,81,33,79,89,31,85,56,4,14
442,442,12,58,24,95,55,82,42,81,8,48
443,443,49,62,92,88,75,90,92,82,39,40
444,444,75,8,9,16,76,82,85,45,28,93
445,445,42,43,98,2,52,55,7,20,80,52
446,446,28,21,65,11,42,44,59,12,64,77
447,447,51,27,26,35,70,65,68,43,47,54
448,448,25,75,55,96,41,25,45,20,83,41
449,449,72,54,58,59,27,36,41,97,99,74
450,450,42,81,2,80,54,58,60,16,93,53
451,451,61,57,6,83,80,26,84,23,50,19
452,452,11,57,90,8,16,84,69,35,94,53
453,453,23,67,77,23,99,66,23,42,41,81
454,454,64,62,90,10,87,81,73,88,98,10
455,455,6,24,11,9,96,11,3,69,63,29
456,456,77,18,94,92,35,41,62,86,41,25
457,457,94,40,36,92,22,19,17,93,27,17
458,458,82,61,52,90,76,67,84,16,23,39
459,459,56,40,57,72,66,3,83,75,71,66
460,460,80,45,60,29,34,30,32,96,47,39
461,461,45,87,53,63,46,72,17,26,90,66
462,462,70,60,10,82,73,51,29,64,98,66
463,463,96,8,3,58,49,4,71,96,23,36
464,464,22,56,86,34,93,29,55,65,24,49
465,465,78,4,66,80,1,7,26,17,50,65
466,466,21,80,68,82,8,44,57,63,45,23
467,467,9,26,19,39,78,12,29,55,46,73
468,468,48,98,35,48,67,80,61,48,89,41
469,469,4,30,67,93,45,50,33,8,48,24
470,470,6,25,22,62,14,67,38,82,78,57
471,471,50,3,23,28,52,20,39,7,43,39
472,472,66,41,60,95,20,53,27,63,36,57
473,473,34,15,53,85,69,99,46,66,32,32
474,474,83,46,2,64,58,45,48,93,4,53
475,475,3,35,27,76,10,14,56,95,10,3
476,476,68,43,33,48,18,54,2,92,22,78
477,477,80,24,33,96,11,95,29,72,51,1
478,478,8,90,63,45,80,6,39,83,7,54
479,479,48,31,7,60,2,56,50,79,69,83
480,480,2,30,31,81,7,45,61,11,24,4
481,481,24,85,64,65,13,65,20,13,90,66
482,482,12,19,92,70,48,72,47,55,37,78
483,483,35,44,4,29,8,98,37,68,75,46
484,484,96,64,58,59,65,18,49,9,52,15
485,485,76,7,72,69,62,61,21,46,33,92
486,486,16,54,34,38,41,81,78,40,31,47
487,487,47,37,8,67,82,18,65,67,7,35
488,488,96,28,7,10,96,69,91,45,66,6
489,489,59,26,48,92,5,23,78,1,92,67
490,490,64,38,95,86,92,3,69,80,88,16
491,491,74,70,85,5,38,39,62,75,59,72
492,492,52,57,13,96,93,46,15,35,56,40
493,493,95,33,91,33,70,29,95,60,86,84
494,494,3,80,66,85,16,92,54,98,52,35
495,495,26,16,30,18,77,43,48,21,34,86
496,496,88,93,18,28,62,95,66,79,21,92
497,497,19,37,68,64,74,86,21,56,62,92
498,498,29,61,73,90,54,25,36,21,60,3
499,499,72,62,50,22,77,9,6,22,38,88
