,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19,Obj010,Obj110,Obj011,Obj111,Obj012,Obj112,Obj013,Obj113,Obj014,Obj114
55,55,15,41,8,3,27,48,31,3,14,2,9,26,4,41,18,39,38,38,22,43,45,35,28,28,23,29,31,4,40,37
56,56,1,38,29,47,11,49,27,37,16,24,24,41,7,47,6,44,42,1,17,3,17,9,14,37,18,45,47,19,12,12
57,57,4,27,43,31,44,41,34,1,45,24,1,40,40,5,17,8,27,39,16,44,41,3,22,19,48,24,36,8,12,33
58,58,25,38,29,30,34,47,30,36,41,21,10,37,18,9,22,31,22,21,46,48,35,37,20,5,25,33,42,39,20,35
59,59,35,19,26,39,30,28,29,25,44,34,3,10,36,4,45,23,28,24,34,20,41,41,5,42,41,9,12,32,41,36
60,60,41,5,47,31,10,46,41,31,31,19,37,47,47,12,30,21,45,48,4,25,19,18,20,40,21,5,6,8,30,7
61,61,42,2,25,33,24,11,24,21,45,26,32,46,38,19,22,30,20,16,14,11,16,24,28,30,45,44,26,6,25,5
62,62,31,16,32,14,17,47,48,37,43,44,12,35,41,39,43,11,6,17,10,14,8,48,37,37,13,47,23,35,41,44
63,63,7,16,30,12,22,16,49,49,26,49,10,19,30,36,36,24,19,44,45,1,26,12,7,19,24,11,21,38,6,26
64,64,10,8,49,47,25,39,14,4,43,16,32,40,43,14,22,46,41,41,12,32,21,25,23,15,45,35,44,18,14,43
65,65,37,10,17,39,19,49,11,40,48,42,7,2,31,47,34,1,26,48,36,28,35,32,10,16,17,43,21,46,41,14
66,66,31,24,29,10,4,23,37,1,30,7,5,40,37,41,5,14,42,33,35,30,29,13,7,35,21,45,12,49,39,14
67,67,11,39,46,38,13,36,1,45,36,26,8,6,21,26,43,1,33,19,45,42,40,47,49,21,21,34,14,18,31,5
68,68,47,30,36,2,34,16,28,26,27,27,19,15,2,7,40,48,46,26,37,18,1,1,35,28,23,38,46,28,22,21
69,69,23,2,5,43,31,21,39,48,24,33,20,16,17,44,3,28,18,42,43,48,46,5,10,43,46,26,42,29,25,17
70,70,13,22,38,35,46,5,41,4,36,4,8,6,28,29,19,40,17,9,44,3,31,7,45,26,15,22,29,27,35,4
71,71,24,36,36,25,47,25,8,25,35,24,15,27,1,45,21,24,28,31,44,30,10,39,14,26,18,13,8,27,8,41
72,72,44,13,49,18,10,35,4,7,45,22,25,27,31,23,4,28,45,37,7,48,12,48,16,37,6,7,18,26,3,31
73,73,39,43,23,4,48,32,4,16,30,16,11,11,40,40,1,39,30,32,35,11,1,2,42,22,43,2,35,32,8,1
74,74,10,42,4,12,11,47,15,16,12,9,16,2,16,11,42,49,17,48,25,24,39,39,22,3,32,42,15,44,9,21
75,75,26,14,18,16,12,5,14,17,32,38,17,5,15,29,28,22,10,24,16,41,23,37,44,28,6,7,8,41,33,18
76,76,22,29,49,12,21,13,42,1,35,6,39,33,2,40,47,31,2,25,36,41,45,40,1,8,4,36,32,34,4,34
77,77,14,43,20,22,34,39,22,14,34,2,40,36,35,21,1,40,29,5,44,47,26,28,35,29,17,46,1,40,9,36
78,78,47,42,46,35,40,5,35,49,31,42,45,48,4,23,31,15,5,23,46,7,22,25,15,37,5,4,12,16,49,9
79,79,36,12,43,7,26,39,38,47,14,48,49,13,37,34,33,11,11,20,36,16,7,4,32,34,15,4,47,23,34,25
80,80,32,38,41,15,13,20,46,7,19,6,20,9,25,12,45,10,21,48,18,35,6,5,36,20,26,30,11,29,19,29
81,81,48,16,45,41,4,43,34,13,13,12,37,34,4,15,4,19,29,16,10,3,22,24,29,27,4,29,43,46,16,24
82,82,3,12,24,5,9,20,9,29,23,12,31,11,20,23,26,10,1,35,22,18,49,6,20,5,49,41,35,9,43,49
83,83,10,14,34,5,34,24,4,2,38,6,8,26,29,27,34,8,48,21,7,49,46,24,24,45,2,7,42,14,19,32
84,84,28,17,11,9,46,6,36,22,21,42,24,21,44,22,21,41,21,42,36,13,32,28,38,7,3,36,45,21,48,39
85,85,43,22,2,26,17,7,44,24,19,33,24,32,25,40,39,7,19,28,27,35,45,24,41,7,35,44,45,21,49,13
86,86,15,24,21,45,8,17,44,26,2,10,19,3,18,34,4,43,38,40,13,34,2,10,33,22,45,26,42,48,12,40
87,87,28,40,30,41,26,38,29,15,8,4,9,22,35,42,26,28,46,13,20,44,19,16,10,23,1,10,35,26,29,46
88,88,2,33,23,22,24,5,28,49,21,42,41,33,1,12,2,28,45,37,16,34,47,46,34,30,2,10,16,48,47,32
89,89,2,22,28,12,7,38,20,48,7,47,46,5,4,26,4,38,34,12,3,24,26,34,40,22,30,19,6,22,26,41
90,90,35,21,25,12,31,35,2,13,28,14,9,30,12,1,45,24,46,45,23,5,33,48,45,7,21,13,32,32,32,6
91,91,41,8,47,41,40,1,19,26,35,37,40,22,41,9,43,41,39,38,10,12,41,38,46,5,13,33,1,12,4,35
92,92,49,11,40,28,22,27,4,31,35,49,35,22,45,24,23,7,20,32,49,8,38,27,30,17,40,47,27,19,13,47
93,93,10,39,39,48,25,12,22,13,46,18,5,36,33,12,22,27,44,39,17,22,41,8,24,35,31,2,17,15,41,28
94,94,43,42,25,12,39,27,31,41,47,35,46,43,19,14,26,18,40,11,47,14,19,18,22,20,4,49,49,47,12,12
95,95,2,2,10,41,36,29,6,37,17,25,23,2,28,32,43,34,27,45,41,2,36,9,33,46,13,35,34,8,45,45
96,96,13,14,49,41,25,42,13,4,38,28,48,30,15,3,38,39,24,3,31,45,17,35,47,48,11,3,37,22,36,36
97,97,22,47,49,45,6,21,17,1,41,37,17,40,10,48,19,36,8,26,15,42,23,46,29,30,28,1,5,29,36,8
98,98,48,38,6,26,16,25,33,1,1,44,39,7,46,34,13,2,30,1,12,22,28,2,41,3,2,3,48,26,25,8
99,99,7,29,14,39,28,24,40,32,41,38,46,15,5,40,42,33,1,34,13,32,14,6,47,47,5,24,4,1,30,17
100,100,12,36,37,5,21,8,12,8,4,16,7,44,12,44,12,48,46,2,33,12,48,45,9,3,30,46,11,3,19,36
101,101,45,36,5,48,16,32,11,43,39,19,2,48,47,39,13,14,47,38,48,48,28,9,44,30,42,42,25,36,44,2
102,102,3,32,49,3,13,23,49,9,4,36,24,4,22,34,29,9,3,27,41,10,18,49,16,6,40,28,34,30,29,13
103,103,40,21,19,13,40,14,44,2,31,6,19,24,38,10,13,37,7,4,30,22,12,27,45,5,32,37,20,29,42,12
104,104,27,43,38,19,3,37,40,37,18,11,19,13,44,20,10,27,48,13,6,49,23,28,4,21,13,11,21,13,48,49
105,105,22,41,10,49,20,43,11,28,35,49,19,42,36,36,40,16,35,41,29,4,43,19,4,2,20,45,26,38,1,18
106,106,28,12,14,24,26,28,48,6,24,8,4,11,12,28,34,22,26,25,29,11,19,7,1,41,40,27,36,42,43,16
107,107,18,38,39,15,6,12,35,24,37,42,19,12,39,45,27,20,34,24,45,43,42,43,19,6,24,48,4,18,8,4
108,108,24,26,21,1,49,6,10,14,6,14,27,14,27,34,32,20,31,46,13,23,24,24,44,24,3,23,31,27,47,9
109,109,3,13,21,25,24,8,48,29,25,18,34,25,39,19,9,3,44,35,8,16,33,20,8,47,7,22,35,46,20,33
110,110,10,46,6,32,24,27,1,16,23,15,35,37,39,7,26,18,6,46,20,44,41,2,9,14,15,11,7,19,30,22
111,111,38,42,23,1,6,6,18,5,19,25,37,11,14,47,49,18,7,43,46,26,4,9,6,21,11,23,3,24,42,30
112,112,44,18,16,38,3,27,49,21,15,21,23,42,7,49,14,5,49,35,6,20,33,7,41,5,48,48,29,33,9,48
113,113,43,29,45,47,22,33,46,26,21,24,3,45,48,44,11,31,46,17,29,36,12,16,15,4,24,17,42,39,2,2
114,114,2,44,31,13,22,29,11,26,8,30,38,46,6,21,20,23,9,39,1,25,16,42,18,13,17,11,20,48,22,42
115,115,44,49,10,18,49,1,43,27,24,42,25,4,19,23,48,49,40,42,21,20,19,38,44,5,7,44,49,36,10,29
116,116,2,1,37,13,24,28,6,45,37,36,24,20,39,16,14,6,13,14,47,3,49,22,43,29,25,39,26,20,44,39
117,117,49,36,36,11,13,18,22,16,19,19,7,16,8,13,29,47,30,47,25,10,48,49,20,45,31,35,28,34,44,49
118,118,4,6,17,15,28,48,33,8,47,10,39,32,28,22,5,16,16,35,43,25,9,31,19,34,17,19,18,24,41,31
119,119,9,14,42,33,33,21,7,9,1,9,26,24,28,48,30,27,14,9,4,23,43,12,30,24,17,31,34,2,8,7
120,120,35,3,15,1,27,29,14,34,35,26,43,28,9,38,5,4,36,32,35,25,23,1,20,22,10,5,49,35,42,29
121,121,45,19,8,45,7,38,16,17,36,27,15,7,9,14,13,45,24,7,6,7,22,22,46,43,48,49,30,10,39,5
122,122,11,22,27,13,14,28,15,7,39,29,22,1,9,2,29,16,34,19,17,29,31,22,43,10,47,10,34,38,33,25
123,123,41,39,1,14,41,33,23,48,33,1,3,34,16,48,34,18,34,8,21,42,26,5,27,17,34,6,26,16,46,14
124,124,18,18,44,5,36,40,11,45,17,12,32,38,40,9,21,37,6,42,4,5,3,39,29,18,44,26,24,40,10,3
125,125,25,46,42,44,14,22,38,49,23,33,35,8,49,8,36,26,30,37,37,26,22,43,20,47,21,6,29,26,16,8
126,126,8,14,36,10,16,34,4,27,15,8,30,34,10,3,10,33,26,22,8,10,7,47,41,17,9,29,12,42,27,1
127,127,48,27,32,41,19,2,49,4,31,3,22,40,20,17,16,36,27,26,29,47,20,29,29,37,28,23,38,32,12,46
128,128,41,21,2,44,29,30,48,39,39,40,2,10,48,7,45,11,36,9,4,16,7,25,9,32,47,19,21,8,37,10
129,129,19,7,4,14,1,41,17,45,36,39,43,2,31,2,35,1,8,10,31,36,8,11,38,30,18,25,36,19,19,13
130,130,6,26,21,14,39,40,14,5,19,46,20,47,25,34,6,27,11,16,46,3,38,8,27,1,30,27,19,45,29,26
131,131,42,35,20,32,39,12,20,38,4,25,45,11,14,49,38,44,22,10,36,35,45,29,20,7,1,35,33,49,44,37
132,132,6,16,26,14,42,29,40,49,38,34,47,1,10,26,2,25,32,47,24,20,34,39,43,7,30,16,16,32,36,6
133,133,35,28,11,23,26,4,32,42,19,37,25,10,2,32,6,9,21,42,8,45,29,46,47,37,5,15,17,44,26,32
134,134,32,26,24,17,4,3,20,18,36,22,20,11,42,25,42,41,5,33,28,29,29,19,42,30,19,25,49,22,44,37
135,135,7,3,36,12,7,34,4,29,6,18,48,48,46,13,1,33,27,17,22,5,7,12,37,10,4,46,17,18,41,49
136,136,4,18,18,31,43,16,38,35,35,6,21,36,25,43,49,5,9,23,37,29,27,32,46,2,34,29,5,25,9,27
137,137,41,19,12,42,5,34,41,7,43,35,42,10,24,10,21,41,16,30,16,19,49,29,43,7,43,6,8,8,49,23
138,138,13,20,5,40,37,36,44,34,22,35,43,40,16,47,18,44,2,36,9,29,18,44,39,42,1,5,44,33,48,41
139,139,44,45,39,37,25,27,23,15,5,11,4,47,13,12,6,13,13,4,1,49,30,24,2,39,26,34,37,35,22,18
140,140,32,40,20,38,22,47,10,42,5,14,26,33,7,4,5,6,1,46,12,34,48,5,41,27,46,44,35,27,8,49
141,141,1,26,31,10,48,12,19,9,21,19,23,12,35,32,49,31,11,6,44,29,49,37,5,17,4,37,3,30,14,6
142,142,8,47,33,43,16,12,19,31,18,30,44,8,49,41,34,15,1,16,15,41,30,33,41,26,40,2,17,30,3,26
143,143,7,40,47,30,1,35,28,4,15,47,21,33,28,34,22,41,45,13,1,44,32,2,21,49,30,47,11,4,27,38
144,144,46,21,48,2,12,38,28,40,6,28,43,15,34,7,7,45,16,22,45,19,23,1,22,33,30,7,48,31,17,17
145,145,11,41,2,13,43,28,27,39,12,37,40,20,41,32,28,42,14,1,10,17,39,41,23,28,46,45,20,48,6,8
146,146,45,27,26,9,49,23,3,32,49,37,48,8,37,36,13,15,41,37,21,10,21,44,32,30,32,39,9,34,7,22
147,147,1,11,31,45,6,37,13,6,7,30,11,17,29,9,22,36,10,48,3,29,24,47,39,10,43,18,23,9,23,37
148,148,38,30,45,24,10,41,44,26,11,49,30,31,37,35,16,4,49,24,7,25,6,31,7,16,32,40,20,43,40,28
149,149,9,44,16,31,16,31,18,32,49,15,23,20,30,35,47,10,19,46,12,43,40,27,39,18,8,9,16,30,7,1
150,150,10,12,47,2,46,6,23,31,27,43,38,26,42,7,30,27,48,39,34,3,36,21,24,20,9,25,1,27,40,11
151,151,34,16,8,39,28,10,26,38,34,32,5,48,36,39,16,21,32,46,36,1,24,10,45,31,7,21,36,19,32,38
152,152,46,35,16,26,17,16,12,3,35,14,16,11,21,25,29,47,28,45,12,43,13,10,31,42,36,43,18,16,13,9
153,153,9,34,11,7,31,15,17,15,2,20,43,12,39,41,6,19,43,6,33,33,49,25,6,39,3,25,2,46,28,26
154,154,49,10,19,13,42,11,39,18,9,22,41,41,21,31,45,42,40,47,46,30,4,30,1,1,7,32,1,7,4,22
155,155,17,17,40,16,21,25,32,42,15,1,27,39,1,20,34,36,19,26,32,47,30,24,10,11,17,44,36,10,43,31
156,156,18,40,28,2,13,28,1,20,6,35,47,39,44,23,38,23,28,1,30,47,28,33,37,23,4,8,49,7,22,41
157,157,47,21,45,17,36,26,30,10,49,17,35,19,32,47,26,27,20,25,47,41,16,15,25,18,26,41,24,35,11,7
158,158,46,12,38,6,49,24,4,23,27,20,18,43,7,3,16,13,28,34,17,48,18,43,23,28,5,6,41,37,4,20
159,159,22,3,9,8,42,17,19,5,10,3,39,20,47,35,32,29,17,25,49,46,13,42,31,12,20,5,2,37,47,13
160,160,37,32,22,30,46,16,23,42,5,47,42,30,22,10,6,11,46,1,39,10,12,13,47,47,42,41,39,14,32,14
161,161,33,38,49,21,25,31,38,31,47,36,31,10,13,26,38,13,15,12,12,14,44,43,46,20,26,15,30,48,20,16
162,162,29,23,28,39,38,20,49,18,27,34,39,25,3,13,3,47,29,23,37,29,20,7,43,21,3,16,6,34,31,41
163,163,26,10,37,16,37,26,46,25,7,16,49,8,16,4,23,17,47,35,11,5,40,49,30,27,45,46,46,37,37,29
164,164,9,13,14,26,39,44,47,9,33,21,39,22,15,15,34,36,14,34,13,7,7,20,15,5,9,4,33,8,42,32
165,165,26,36,31,11,14,30,48,39,19,34,12,7,44,36,48,15,22,38,36,47,44,21,14,48,8,25,48,48,33,27
166,166,25,10,27,10,46,10,38,36,29,30,30,6,14,10,47,7,16,38,44,16,18,5,13,39,29,3,13,31,14,41
167,167,26,44,20,34,36,8,39,39,23,41,31,21,17,29,8,6,9,29,21,25,13,31,9,44,35,15,7,44,38,23
168,168,1,42,3,22,30,2,3,22,31,21,12,14,17,12,33,4,38,31,22,2,24,28,22,21,13,37,38,13,20,29
169,169,48,22,28,13,18,15,1,8,16,39,20,28,13,15,32,3,32,12,44,38,5,5,12,41,11,20,35,22,35,47
170,170,40,31,30,7,12,11,15,5,44,38,1,45,44,28,46,34,37,37,2,3,24,22,26,15,10,47,43,43,40,33
171,171,17,16,38,30,35,10,1,23,7,37,19,32,33,40,34,10,14,10,7,46,40,1,1,33,35,7,3,37,13,36
172,172,23,4,7,44,35,4,4,33,15,15,27,31,27,7,1,9,23,9,45,24,36,14,12,6,25,42,29,42,28,38
173,173,10,21,2,13,37,38,45,7,42,39,5,8,11,22,34,30,12,3,35,14,30,34,47,3,45,31,31,28,21,16
174,174,24,49,19,36,20,24,15,44,13,9,12,8,27,29,27,3,17,49,3,16,42,28,21,20,36,33,14,43,47,17
175,175,22,31,49,34,3,45,25,6,22,33,39,9,47,27,27,29,20,42,44,44,44,45,3,33,44,30,14,32,47,37
176,176,46,37,27,35,11,16,32,8,13,8,2,48,20,5,31,21,46,19,37,46,33,21,33,28,35,28,14,5,8,32
177,177,18,47,40,14,6,14,2,9,32,6,7,49,49,2,36,1,37,22,8,25,20,33,3,1,1,43,23,33,31,44
178,178,10,9,27,41,36,34,33,17,5,26,8,1,10,33,48,33,21,29,2,8,12,12,29,24,42,20,46,44,49,44
179,179,10,26,11,33,16,35,21,12,39,43,30,21,22,41,41,8,29,42,29,4,37,13,31,43,34,16,37,20,4,49
180,180,23,25,36,17,10,4,4,7,2,29,7,28,34,46,23,25,27,8,13,32,36,1,41,9,42,1,27,14,30,22
181,181,29,37,45,43,26,41,14,2,40,45,13,23,45,38,46,43,9,39,24,35,7,40,22,22,18,14,22,18,12,43
182,182,7,41,45,31,6,43,25,41,26,20,8,13,26,1,36,26,8,1,2,44,34,14,3,41,16,20,43,34,46,46
183,183,21,29,28,37,21,23,44,34,46,41,27,38,3,43,48,31,13,44,45,28,25,49,48,28,30,17,15,40,11,6
184,184,3,5,16,17,32,41,38,6,33,22,48,31,7,8,20,11,16,47,33,24,21,41,34,2,46,9,29,22,13,36
185,185,42,5,12,4,20,30,17,1,5,40,22,13,31,36,32,30,43,30,31,20,15,8,30,34,7,6,37,49,8,45
186,186,29,11,49,21,36,30,13,47,23,16,36,4,33,33,46,43,2,37,20,14,20,20,27,39,22,7,35,48,6,19
187,187,41,22,3,4,11,18,29,21,43,6,12,9,35,20,33,49,43,30,19,2,45,9,26,44,4,30,4,10,40,31
188,188,16,13,10,33,46,27,34,37,11,17,21,10,5,9,21,47,42,18,31,8,27,16,43,11,1,22,34,43,15,18
189,189,13,26,10,6,49,33,38,23,23,27,42,3,9,42,11,13,49,34,35,1,39,43,32,13,12,27,5,35,12,20
190,190,15,24,42,24,29,21,36,20,33,38,38,19,26,6,48,19,38,40,49,16,47,11,17,17,30,29,1,40,11,7
191,191,10,25,37,49,11,17,6,38,44,13,6,47,36,13,1,11,36,31,3,29,17,21,14,46,21,32,29,6,16,22
192,192,10,46,47,24,19,6,44,8,48,12,11,44,30,33,37,27,27,23,9,47,7,46,13,47,31,6,9,35,17,14
193,193,10,38,28,44,2,28,27,44,37,4,12,43,3,19,23,37,17,30,33,5,33,26,40,32,8,28,30,40,15,14
194,194,31,29,44,48,6,33,49,33,44,29,30,10,19,41,32,48,38,34,11,49,33,46,3,33,19,46,41,34,7,25
195,195,49,24,17,45,9,36,38,37,8,1,20,12,7,19,31,14,45,8,31,28,2,13,21,18,18,3,7,10,11,47
196,196,47,45,1,26,34,30,32,23,29,13,40,4,16,12,2,47,3,22,21,6,49,48,20,20,10,34,21,33,24,41
197,197,5,35,31,46,49,45,25,48,9,16,31,21,25,38,1,38,39,38,4,7,44,26,48,18,16,6,23,33,29,14
198,198,22,28,25,19,15,36,5,5,43,38,13,4,5,46,10,11,17,25,6,47,35,39,23,44,3,44,42,28,21,33
199,199,5,39,39,25,38,12,32,22,8,37,10,31,14,19,12,36,39,29,42,40,35,15,4,44,28,34,8,46,10,27
200,200,25,48,21,23,20,3,6,31,45,9,35,38,1,25,3,44,26,17,11,27,40,8,21,40,45,32,10,46,13,13
201,201,16,22,33,37,32,32,3,42,6,44,47,10,2,32,16,6,32,9,35,6,30,43,14,11,19,41,14,3,27,25
202,202,22,18,21,34,29,34,23,2,19,36,24,6,38,23,27,22,19,13,26,38,9,46,6,17,34,47,14,7,40,12
203,203,42,32,1,42,19,35,16,1,31,8,1,19,6,9,31,14,33,25,44,29,3,46,19,24,29,35,30,45,39,41
204,204,11,12,6,42,43,24,37,43,48,18,32,44,25,31,41,34,32,37,41,48,4,34,45,5,17,32,35,46,46,35
205,205,21,46,7,44,5,48,39,27,22,16,12,18,27,11,12,47,9,6,32,11,43,4,14,11,19,48,35,15,36,13
206,206,22,38,19,14,29,2,31,10,34,35,30,29,27,25,3,10,16,18,48,1,47,23,36,2,28,43,6,30,7,16
207,207,40,2,29,32,48,19,35,13,29,47,46,22,24,5,23,37,14,14,11,10,48,9,41,49,39,42,34,44,46,35
208,208,42,45,29,19,11,6,28,35,8,5,34,20,18,6,5,20,42,42,45,40,16,49,7,11,18,27,16,14,39,29
209,209,13,39,42,48,41,37,42,26,13,35,40,8,20,24,27,2,44,4,24,28,41,1,7,13,8,20,39,18,32,18
210,210,15,20,39,42,7,15,20,41,25,6,17,33,8,22,17,29,26,11,40,38,24,30,47,4,2,18,29,48,9,44
211,211,11,37,29,1,30,24,45,21,49,31,33,19,48,21,29,45,27,28,37,31,15,28,35,2,13,9,41,46,24,2
212,212,24,27,14,4,16,10,11,14,44,3,29,1,25,18,34,27,19,26,11,37,3,28,20,44,21,36,44,20,25,22
