,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19,Obj010,Obj110,Obj011,Obj111,Obj012,Obj112,Obj013,Obj113,Obj014,Obj114
16,16,1,5,12,90,42,20,35,82,50,63,59,18,70,31,12,61,23,73,63,15,82,34,88,6,64,83,88,19,26,75
17,17,54,39,34,16,38,81,24,95,76,17,35,23,14,47,65,35,81,66,93,11,71,83,16,69,97,16,5,17,12,22
18,18,73,45,90,40,90,92,54,9,23,96,91,40,3,37,59,80,37,39,89,87,84,24,32,32,49,39,5,96,37,26
19,19,2,98,53,75,71,67,68,23,25,77,53,2,16,29,54,24,40,65,31,91,14,50,14,90,48,19,73,52,56,65
20,20,56,32,41,6,97,51,65,25,21,71,68,79,18,90,66,14,10,74,68,63,14,85,60,61,34,89,54,17,10,22
21,21,77,57,82,26,5,78,74,70,9,48,90,24,48,22,98,86,27,42,15,81,95,61,46,66,70,23,57,88,11,76
22,22,81,54,45,34,75,28,68,1,21,79,68,32,86,38,3,30,73,53,14,79,15,31,31,20,30,18,35,7,38,18
23,23,65,36,16,14,41,93,18,60,86,58,91,86,89,40,59,98,75,85,30,29,10,81,77,1,72,87,29,1,42,28
24,24,75,49,35,17,9,70,91,62,89,87,53,50,83,30,19,12,42,19,48,89,98,17,8,37,23,5,55,19,63,79
25,25,76,66,10,86,89,91,64,64,61,99,52,53,55,88,83,57,87,13,82,86,88,79,3,4,13,43,43,99,75,67
26,26,52,38,95,20,6,14,31,12,70,68,20,40,22,92,5,50,49,55,9,90,63,9,87,81,49,86,96,79,42,59
27,27,47,68,98,80,79,89,45,47,44,21,40,73,91,63,32,57,57,62,50,48,87,95,60,38,30,92,26,44,60,13
28,28,95,51,17,2,38,86,4,91,21,30,91,82,67,12,19,6,99,35,57,96,18,44,98,53,74,33,41,36,48,35
29,29,6,67,16,41,88,11,69,44,66,63,88,52,40,36,90,3,35,48,64,50,19,87,36,80,4,18,70,61,64,28
30,30,1,50,94,95,49,40,33,15,1,41,11,21,70,9,53,98,28,18,12,55,48,20,38,67,4,2,61,49,24,56
31,31,91,28,68,27,95,70,79,63,96,33,8,7,71,6,11,95,43,26,5,64,85,98,78,35,42,91,54,92,12,22
32,32,78,69,59,96,93,3,26,56,57,3,69,67,37,26,16,63,87,66,54,26,46,84,41,10,43,61,12,50,13,6
33,33,36,32,83,86,23,79,37,46,85,46,77,97,29,50,77,24,91,84,96,35,19,74,52,61,95,73,85,98,87,6
34,34,92,18,13,43,50,29,9,67,27,65,96,31,18,86,95,96,99,97,27,94,87,19,45,61,60,78,32,18,48,2
35,35,83,84,2,62,64,84,60,19,78,77,23,4,67,40,25,60,35,9,99,40,5,64,49,37,45,6,43,69,68,89
36,36,15,92,36,20,58,78,13,13,78,6,6,58,10,54,22,60,86,63,66,64,61,33,96,32,72,26,60,37,93,89
37,37,85,14,38,31,22,17,75,3,9,96,95,86,42,64,16,23,39,80,53,71,64,32,32,13,64,43,29,88,14,25
38,38,50,25,93,84,37,59,97,28,31,43,56,34,6,9,46,88,45,79,58,74,3,57,46,94,59,5,13,8,7,57
39,39,34,33,32,69,62,17,83,61,23,88,40,7,53,26,23,57,40,96,8,20,86,60,65,68,63,10,52,91,60,35
40,40,99,42,44,58,34,45,26,19,31,96,26,37,95,38,80,43,89,57,61,8,66,28,92,42,91,24,85,39,2,30
41,41,10,14,23,1,97,12,85,46,29,81,33,26,35,68,24,56,9,76,47,53,9,43,69,37,69,71,87,54,4,89
42,42,13,92,25,2,96,52,19,98,39,83,5,58,95,50,28,23,37,33,40,18,92,60,99,86,17,82,88,47,58,77
43,43,14,69,68,83,98,3,11,77,70,37,98,47,22,34,1,6,82,22,37,94,77,74,51,3,5,60,18,72,39,52
44,44,46,57,69,65,71,22,74,21,37,36,69,90,66,32,69,7,60,80,18,39,52,55,8,26,17,20,78,32,23,16
45,45,54,93,64,49,94,46,2,52,87,74,42,95,91,7,29,22,3,58,34,75,63,81,97,31,86,55,52,83,57,22
46,46,62,91,94,66,46,51,27,57,79,49,26,21,94,55,68,41,88,87,95,83,64,51,92,23,78,17,78,57,25,14
47,47,25,29,44,3,37,7,71,68,42,5,88,36,83,66,94,5,23,64,3,23,29,90,14,53,5,52,19,5,10,71
48,48,33,26,51,15,47,95,66,77,66,72,90,26,26,32,62,38,63,3,32,43,99,85,24,72,18,34,34,28,83,5
49,49,28,70,3,98,87,34,72,43,28,21,92,78,51,12,4,91,64,79,52,37,43,50,19,33,80,10,65,64,42,58
50,50,16,1,60,40,5,64,70,40,5,7,93,94,28,83,79,9,91,96,10,65,79,76,80,25,19,16,50,14,23,27
51,51,33,71,63,89,5,53,7,11,39,13,51,23,69,15,78,79,17,36,35,87,70,52,11,2,78,13,29,44,94,21
52,52,3,69,79,29,25,34,16,47,8,62,96,80,45,80,84,63,21,68,97,66,74,2,49,31,71,97,99,90,30,75
53,53,76,47,96,69,87,42,11,63,91,31,50,65,14,48,79,66,92,10,98,36,94,77,84,59,11,15,96,24,71,70
54,54,86,39,81,68,33,7,37,43,84,12,42,13,8,73,87,77,46,67,11,36,34,58,79,54,95,10,76,22,7,46
55,55,10,8,35,93,84,49,46,48,42,15,38,12,13,76,90,25,19,33,46,90,17,79,45,7,20,77,25,52,41,2
56,56,90,98,89,49,65,91,26,18,39,87,25,21,11,16,95,71,9,55,10,63,16,94,79,58,34,51,18,17,61,29
57,57,48,17,26,36,38,46,50,12,53,4,51,15,92,40,90,12,44,83,18,54,4,1,78,53,95,37,59,8,6,54
58,58,73,16,16,48,73,15,88,87,29,85,33,31,29,32,2,50,88,75,46,51,16,51,16,38,27,70,68,28,95,92
59,59,54,63,43,77,65,92,56,79,63,85,89,28,31,87,94,37,96,40,30,2,86,37,84,68,57,19,39,1,69,45
60,60,11,54,3,27,37,30,96,11,86,36,93,22,38,95,62,61,39,35,81,88,83,2,92,27,56,88,6,9,28,36
61,61,89,81,44,54,83,28,73,54,45,7,35,3,33,35,38,16,91,53,77,89,66,28,84,37,98,22,74,29,42,57
62,62,12,87,63,95,90,41,19,91,71,8,25,65,28,12,19,15,74,22,32,77,23,26,78,91,98,41,58,25,54,26
63,63,44,39,41,22,1,59,25,2,58,85,36,19,58,24,34,99,75,43,70,87,93,20,97,96,16,17,72,16,72,41
64,64,35,92,30,51,14,56,92,37,62,2,85,83,42,1,83,24,69,6,8,42,34,97,74,59,88,17,67,81,72,69
65,65,47,2,81,78,42,98,40,43,10,32,47,53,26,57,91,2,29,60,40,34,4,4,31,43,61,47,65,31,47,54
66,66,54,38,2,24,9,93,41,61,35,32,94,55,73,38,26,12,18,15,55,95,75,46,11,34,79,84,58,93,23,8
67,67,55,8,80,59,8,37,89,94,91,43,49,61,22,3,67,28,20,14,39,47,77,59,28,62,3,21,75,31,54,93
68,68,5,83,9,94,18,1,47,33,74,92,47,21,85,29,46,93,65,24,2,6,82,93,87,47,5,96,96,20,6,64
69,69,62,69,54,56,3,49,75,52,73,94,57,23,12,6,31,94,23,69,64,22,68,26,37,28,33,85,72,10,2,19
70,70,18,96,67,2,21,63,41,85,20,93,37,57,28,82,77,7,97,42,87,55,39,37,79,45,1,73,32,61,57,19
71,71,37,90,45,64,66,55,94,97,9,80,48,64,31,52,20,24,98,65,58,12,65,66,90,55,13,83,12,91,40,40
72,72,59,30,25,90,67,39,95,35,62,49,66,26,95,79,8,60,68,61,7,45,11,38,58,78,37,77,82,62,4,32
73,73,50,37,29,71,93,12,78,32,99,7,99,68,37,93,21,62,62,79,45,19,79,80,94,68,33,62,58,32,19,9
74,74,77,22,71,4,99,32,77,1,95,61,86,53,99,15,46,72,73,17,71,80,4,3,76,24,21,49,63,24,40,80
75,75,35,72,60,59,7,4,85,68,57,25,65,75,1,56,74,81,35,12,46,8,61,18,97,74,85,9,22,25,43,46
76,76,92,49,77,83,91,64,80,57,72,45,7,61,21,39,26,29,80,18,76,4,71,18,58,66,54,74,67,58,45,4
77,77,93,35,60,17,83,83,9,18,1,19,62,43,37,57,58,25,76,48,81,30,86,83,2,74,88,48,35,31,31,4
78,78,29,82,6,28,77,32,85,37,54,32,41,97,18,24,20,97,4,48,80,77,82,57,37,65,86,67,8,21,42,10
79,79,46,78,90,22,46,52,29,75,72,86,68,18,19,66,59,99,21,34,35,81,14,87,73,54,99,56,5,21,23,46
80,80,59,15,70,92,19,51,64,28,72,83,44,64,18,38,93,55,14,79,96,90,50,6,98,86,97,84,27,77,1,68
81,81,27,37,62,2,78,47,89,63,54,82,30,2,58,80,14,8,46,11,55,29,48,72,22,14,66,58,47,35,76,43
82,82,15,61,76,48,16,73,28,97,59,86,26,8,59,29,32,61,67,62,49,34,75,99,11,18,9,30,75,16,7,60
83,83,60,39,24,15,21,19,23,19,33,65,68,24,44,32,61,34,29,11,69,27,32,48,90,98,92,90,57,15,23,89
84,84,30,15,1,44,65,53,85,49,59,5,68,78,88,71,79,53,91,88,38,15,76,66,89,4,28,19,59,38,65,32
85,85,9,28,81,40,2,2,84,67,54,44,44,13,42,99,23,21,51,22,2,29,6,71,79,2,8,23,13,77,40,59
86,86,75,46,24,6,43,21,67,94,43,10,11,50,26,78,1,77,7,68,59,99,85,56,4,24,6,93,72,96,18,25
87,87,46,13,20,59,94,27,27,26,7,2,83,15,49,96,16,96,21,46,97,9,42,74,50,15,78,64,25,9,76,46
88,88,35,97,18,53,93,19,13,82,2,53,30,55,79,98,97,58,59,89,51,46,74,6,95,72,33,48,31,27,60,9
89,89,84,3,10,32,35,83,7,19,45,46,14,1,14,10,32,74,75,8,65,43,97,43,65,13,96,87,97,38,11,26
90,90,93,22,83,20,3,75,60,13,24,82,49,3,17,3,64,70,7,72,55,77,13,25,20,39,39,86,48,4,34,62
91,91,12,47,51,52,21,50,55,32,76,46,30,17,17,86,64,14,20,12,57,24,31,47,15,89,4,97,48,96,28,14
92,92,32,54,79,63,61,63,68,26,68,89,51,74,30,52,83,51,62,30,33,47,50,1,7,92,76,29,32,16,53,35
93,93,94,64,51,43,97,29,71,72,20,43,34,88,63,33,14,70,51,88,61,28,10,18,73,94,37,19,84,44,38,4
94,94,37,17,52,68,49,31,67,64,38,15,95,85,76,88,92,16,90,85,6,40,18,19,12,11,74,87,43,38,73,29
95,95,97,70,40,91,92,42,97,87,49,47,20,20,87,41,5,46,17,81,44,71,28,67,16,91,35,73,35,81,23,24
96,96,56,42,8,9,40,15,18,61,79,54,63,75,39,15,14,86,63,34,90,92,57,59,78,50,31,80,29,79,82,13
97,97,68,80,39,17,53,69,23,77,63,93,72,59,94,57,86,26,27,67,61,20,9,15,44,43,9,37,49,61,41,55
98,98,6,71,98,8,67,16,52,48,50,69,22,96,6,3,34,66,22,4,48,44,15,97,52,28,75,93,93,15,74,11
99,99,92,35,35,65,85,28,17,80,31,44,53,32,56,5,53,18,75,94,55,22,44,39,2,44,26,94,21,70,85,17
100,100,68,93,81,34,31,45,65,23,39,50,85,35,38,21,17,97,99,64,15,47,52,17,9,73,51,76,89,36,89,84
101,101,1,99,27,94,79,83,82,43,71,57,4,68,76,62,68,21,66,16,13,91,39,99,10,50,76,50,45,94,6,30
102,102,28,49,6,59,99,16,71,17,4,92,11,53,46,45,16,19,72,12,61,60,81,63,73,70,55,55,49,97,33,28
103,103,93,17,71,61,85,92,39,52,24,9,2,8,77,2,12,62,53,2,88,46,50,41,66,34,33,15,81,78,83,98
104,104,39,39,91,52,8,64,17,76,89,31,57,61,20,99,63,97,40,48,42,41,63,17,86,67,58,95,1,97,15,68
105,105,46,20,3,38,39,75,63,88,40,12,95,32,66,66,82,26,13,96,4,45,69,38,68,99,89,97,15,5,37,85
106,106,17,57,41,75,55,88,85,55,81,64,91,27,71,67,27,13,81,31,11,14,30,38,98,30,54,6,87,71,8,31
107,107,13,26,81,29,72,5,14,53,58,44,40,32,95,5,55,46,98,95,39,74,54,69,49,25,67,67,4,25,30,70
108,108,34,84,48,94,91,39,51,75,6,55,86,14,14,89,64,97,85,28,77,9,7,32,97,31,2,22,32,46,45,55
109,109,67,10,74,40,25,26,43,17,3,54,52,92,58,67,44,33,21,99,77,65,30,64,18,52,1,63,16,79,96,65
110,110,50,88,52,18,69,21,10,40,25,6,78,17,81,67,34,41,33,89,98,17,3,85,55,34,28,15,58,63,61,36
111,111,64,18,5,68,64,84,61,34,99,14,47,79,48,80,72,46,46,14,51,66,72,31,53,13,4,7,29,9,27,91
112,112,69,44,82,15,87,40,28,95,72,37,23,11,17,30,61,89,15,63,9,93,82,96,1,91,51,22,26,77,31,60
113,113,52,69,31,37,62,37,31,27,89,85,19,53,53,41,73,90,13,9,5,13,70,46,31,51,97,29,61,33,18,10
114,114,8,80,1,78,52,54,30,10,89,52,54,90,98,85,20,49,19,68,6,56,12,57,16,40,47,88,53,28,96,84
115,115,91,51,13,62,17,12,36,14,82,87,26,64,60,8,57,35,51,61,6,46,87,49,60,6,98,80,23,85,17,92
116,116,52,2,89,38,32,46,55,83,9,51,73,76,48,39,5,92,64,58,55,86,61,32,19,63,76,38,71,22,75,81
117,117,3,35,9,44,51,8,24,15,88,45,36,18,28,96,96,39,5,84,81,71,70,99,56,95,47,41,49,47,25,63
118,118,42,69,86,20,6,98,47,44,81,24,90,49,84,62,32,54,67,13,9,78,38,49,74,79,27,24,11,28,73,60
119,119,97,14,56,16,25,61,68,8,89,28,67,2,62,31,7,9,20,9,64,99,29,95,98,78,27,10,63,91,59,49
120,120,19,58,55,42,9,93,63,31,66,8,88,53,35,15,63,11,58,82,4,43,96,23,38,90,50,18,71,3,79,80
121,121,28,4,45,68,4,35,42,52,53,57,87,84,5,8,16,68,83,23,17,10,45,37,14,69,57,94,89,58,18,9
122,122,27,5,84,52,92,82,64,48,57,71,45,22,91,37,60,78,59,44,86,40,98,53,29,41,5,97,34,31,88,18
123,123,5,35,86,99,86,69,4,17,62,16,41,62,9,57,46,90,27,15,3,9,24,88,13,88,5,44,16,32,10,6
124,124,56,39,45,41,34,13,34,20,98,55,21,76,96,14,92,93,99,39,14,15,49,18,29,2,32,37,71,73,45,16
125,125,44,97,50,30,83,37,82,55,88,77,2,65,80,54,5,92,19,33,13,3,25,37,20,13,35,60,86,74,14,78
126,126,87,67,68,43,53,8,13,57,98,2,59,96,6,73,92,56,21,59,73,86,7,10,15,20,88,79,56,4,68,53
127,127,12,84,4,59,77,51,60,76,28,84,78,87,20,22,98,43,3,83,1,8,17,3,82,1,88,18,72,38,48,5
128,128,56,25,18,66,68,24,6,16,60,34,27,7,16,80,92,58,44,97,82,97,71,68,49,51,50,47,25,2,76,64
129,129,81,23,57,29,92,58,67,1,93,58,51,80,32,83,85,4,61,65,88,1,38,60,58,83,80,41,22,80,85,54
130,130,27,68,55,8,57,20,52,70,77,74,79,36,12,22,53,98,13,62,27,67,82,71,4,83,69,20,60,12,20,83
131,131,85,97,78,44,99,43,45,35,28,82,42,88,11,36,50,37,19,16,88,75,91,51,28,56,61,50,83,22,65,20
132,132,99,12,88,77,95,85,37,31,60,74,3,63,5,55,7,42,10,9,33,51,12,29,63,52,98,31,36,43,29,46
133,133,9,7,18,59,23,61,1,15,43,74,58,99,24,30,93,60,50,55,49,81,28,17,49,69,99,93,10,35,51,79
134,134,18,48,59,1,34,10,50,72,86,79,79,10,2,55,54,71,35,7,93,1,33,57,84,99,9,43,66,27,3,96
135,135,41,99,93,9,94,83,79,71,26,8,88,77,83,27,33,63,46,97,92,91,42,40,78,4,81,67,32,8,51,39
136,136,15,17,68,33,93,28,62,37,47,26,85,46,76,53,52,83,7,79,52,8,12,72,3,37,93,30,93,54,70,80
137,137,9,43,76,90,17,56,85,89,90,65,32,73,66,69,75,54,96,60,22,77,3,18,42,93,98,65,30,72,4,15
138,138,26,48,99,92,38,78,50,96,15,19,23,14,80,78,85,79,62,31,92,73,30,62,32,6,15,20,23,67,99,11
139,139,54,50,96,26,25,25,29,29,5,5,32,57,40,80,79,83,22,81,77,62,12,67,41,10,89,97,71,18,75,89
140,140,29,74,58,35,59,54,19,56,95,62,98,43,83,21,23,3,6,90,82,80,45,25,98,45,67,49,94,27,67,75
141,141,76,43,48,8,62,44,31,88,11,42,74,72,19,98,23,28,13,37,17,48,31,54,39,74,20,92,36,41,51,32
142,142,75,5,84,88,33,37,56,66,38,20,82,90,72,4,11,33,84,78,16,31,65,18,49,99,33,88,50,96,96,82
143,143,57,80,49,55,4,74,7,98,45,22,75,20,78,80,82,91,77,61,50,93,76,95,42,78,74,81,28,18,80,71
144,144,62,13,43,13,75,63,26,2,31,54,33,51,15,68,42,9,56,66,32,35,13,22,12,2,77,92,87,47,57,96
145,145,43,32,4,39,35,49,33,40,50,77,64,28,32,34,23,5,97,1,45,62,53,93,84,5,22,81,54,49,44,98
146,146,77,27,48,38,31,73,40,32,25,26,63,98,43,9,75,71,80,56,39,80,26,25,86,94,74,52,69,90,1,31
147,147,53,45,45,32,10,2,45,98,20,71,29,48,10,92,55,58,31,53,94,2,14,35,9,53,9,99,96,82,11,80
148,148,77,27,70,90,20,59,49,64,56,7,23,33,32,89,85,89,22,51,24,25,41,93,30,16,38,16,60,3,42,87
149,149,43,5,50,42,53,34,71,2,6,60,95,38,4,12,40,86,51,1,31,31,85,85,48,84,75,7,97,91,12,38
150,150,99,3,68,68,66,84,76,72,45,5,62,48,37,6,29,47,85,29,12,38,87,33,69,75,77,91,10,33,94,59
151,151,94,15,14,84,44,53,80,81,39,3,40,1,54,98,16,60,48,15,55,59,20,71,30,63,91,88,65,43,23,84
152,152,38,20,62,32,31,30,66,17,75,57,84,64,87,77,90,4,44,25,76,14,76,53,36,37,31,28,25,97,98,29
153,153,72,12,79,69,22,28,15,79,5,94,85,30,40,95,22,22,28,4,31,49,99,21,41,62,12,46,8,83,34,52
154,154,94,74,12,95,3,52,33,15,33,39,22,61,87,98,95,95,25,26,66,48,44,20,98,58,36,92,2,32,16,40
155,155,62,84,95,53,94,13,71,61,57,46,55,80,22,39,26,89,86,94,54,55,70,96,62,67,34,53,24,94,12,98
156,156,21,39,96,25,87,45,83,80,27,33,53,46,86,49,63,57,34,73,90,51,85,98,72,37,80,1,54,1,49,73
157,157,92,65,53,74,99,82,27,45,44,89,62,88,79,90,68,78,53,71,99,14,25,87,45,5,98,79,86,78,52,71
158,158,66,46,47,99,19,86,54,63,82,17,61,1,21,30,28,68,2,9,2,56,72,46,36,91,67,93,87,97,16,5
159,159,35,80,50,81,6,98,23,18,99,92,10,45,59,83,69,84,96,60,21,69,21,12,36,44,59,15,60,64,71,73
160,160,76,46,54,9,86,75,28,90,63,9,37,80,95,21,76,71,83,55,27,46,27,56,7,47,58,85,97,98,42,61
161,161,85,64,36,87,54,19,42,29,52,33,13,5,28,24,68,94,76,99,87,58,94,37,26,38,9,86,71,37,65,69
162,162,63,65,98,95,69,4,10,69,33,1,18,73,63,57,82,80,74,41,52,72,43,47,4,34,54,47,44,37,98,83
163,163,26,18,68,48,82,21,33,46,7,45,94,16,26,50,50,14,25,85,24,38,84,89,33,49,87,99,87,21,63,19
164,164,42,76,44,58,94,7,20,71,86,14,47,30,33,17,58,63,57,71,25,62,34,2,97,3,64,10,69,70,21,29
165,165,81,81,15,72,96,45,47,70,1,16,59,6,81,15,38,62,11,17,62,95,41,70,59,75,97,51,65,22,98,29
166,166,62,55,17,13,54,82,33,53,75,31,12,36,21,48,27,49,44,13,36,19,72,62,46,17,39,94,16,96,41,5
167,167,76,33,79,73,40,55,12,50,96,79,13,45,70,19,99,76,2,63,49,31,75,63,71,6,39,94,42,41,77,45
168,168,17,27,32,3,64,89,41,8,53,12,94,71,39,70,9,1,9,35,92,11,22,69,38,30,43,46,37,15,92,51
169,169,17,20,73,11,73,62,94,97,29,11,89,62,60,84,71,20,80,55,48,92,68,46,6,88,87,79,42,22,64,16
170,170,19,37,32,7,62,64,90,61,70,8,24,47,6,39,83,47,64,36,90,96,83,32,97,97,4,18,69,35,63,70
171,171,12,39,72,24,22,59,88,66,98,99,39,87,41,4,10,24,11,94,98,49,72,72,55,3,5,34,54,28,58,88
172,172,10,92,17,30,33,80,62,10,97,98,35,63,97,16,29,10,52,16,89,96,2,29,45,94,90,16,60,7,37,92
173,173,95,86,77,77,16,97,13,33,40,53,96,45,28,85,30,51,70,48,9,22,37,42,10,50,8,36,41,66,54,76
174,174,87,8,41,55,35,80,30,40,43,46,8,60,15,79,53,88,68,55,90,93,58,45,75,21,17,1,33,8,33,34
175,175,16,77,92,56,30,28,13,22,72,91,96,69,78,92,83,40,21,19,23,18,49,57,19,20,91,56,11,76,10,91
176,176,85,55,4,88,10,22,94,56,82,97,64,95,68,40,34,3,56,87,76,61,85,17,4,15,87,73,62,21,40,96
177,177,27,81,94,41,69,36,30,92,16,25,81,9,49,86,67,76,98,7,51,83,13,75,58,2,91,35,91,82,92,94
178,178,54,60,92,67,21,63,92,79,89,42,68,30,80,44,49,42,44,3,48,90,37,7,67,40,37,73,74,51,39,60
179,179,80,17,75,35,68,3,77,90,97,56,25,57,71,58,97,3,28,25,73,31,98,81,64,60,88,57,99,15,70,33
180,180,82,88,6,93,87,66,40,27,72,42,59,80,98,88,24,12,36,40,78,16,35,25,24,98,60,4,81,36,61,41
181,181,56,47,76,85,59,3,74,21,25,48,65,9,36,82,56,13,46,74,8,8,68,85,3,35,7,3,84,80,44,92
182,182,76,93,39,22,26,39,11,55,56,36,64,29,61,97,31,29,30,69,35,25,97,45,83,16,5,82,77,68,43,67
183,183,49,83,92,59,65,84,29,66,48,92,27,63,96,99,85,71,74,75,68,75,54,16,47,68,96,42,99,45,60,29
184,184,16,34,6,88,37,41,30,8,39,37,49,67,16,88,59,35,95,52,63,69,75,22,68,14,65,34,24,72,16,15
185,185,24,9,25,9,67,40,47,17,99,59,23,21,68,69,66,71,41,37,80,20,4,18,86,17,93,35,8,33,93,65
186,186,26,21,45,96,25,76,8,50,44,93,43,57,89,33,52,3,40,16,12,86,77,6,89,38,49,76,40,21,88,32
187,187,80,4,14,35,64,17,19,57,48,64,10,97,37,16,75,80,72,50,83,47,36,68,76,36,90,10,41,41,99,48
188,188,10,76,5,90,6,31,12,49,16,6,39,73,68,34,23,54,75,8,15,15,16,3,38,45,73,55,85,5,35,67
189,189,21,54,81,80,42,71,6,27,16,80,45,91,33,78,27,10,51,33,66,73,45,41,55,62,89,98,27,36,20,51
190,190,97,12,76,79,53,82,6,5,7,18,14,75,90,98,2,51,78,15,80,82,8,77,20,92,34,38,25,33,78,65
191,191,7,90,47,99,55,6,40,36,2,40,60,60,55,85,62,44,83,70,8,16,87,77,73,46,34,64,64,56,74,8
192,192,71,94,88,95,26,7,94,17,77,72,66,82,49,58,4,92,43,58,92,47,5,46,73,4,93,88,26,78,75,62
193,193,65,85,46,7,96,96,85,78,1,67,62,13,75,54,78,40,28,32,39,5,28,56,4,97,46,8,6,41,80,64
194,194,91,14,32,87,65,84,63,70,72,32,26,25,45,3,20,61,54,2,91,96,71,46,42,46,37,69,31,45,50,9
195,195,93,75,21,75,15,86,23,18,71,87,56,3,7,93,22,75,94,70,36,18,44,53,25,34,53,14,10,15,8,55
196,196,4,67,64,81,74,57,90,98,95,90,28,98,6,23,7,29,96,84,98,21,68,76,74,51,15,88,96,30,76,14
197,197,46,14,43,12,74,97,77,86,20,67,27,54,31,55,97,6,89,1,66,89,36,55,32,24,81,64,77,34,94,49
198,198,22,99,58,25,30,39,83,17,46,84,77,57,17,23,13,9,82,89,21,47,30,85,59,24,5,51,15,65,73,5
199,199,25,27,70,93,16,30,65,61,69,67,84,51,27,61,71,57,65,35,8,75,66,2,24,11,23,11,31,26,81,48
200,200,77,75,26,96,60,97,52,17,68,56,54,5,38,80,59,12,45,52,47,49,38,23,30,36,55,20,57,62,9,56
201,201,43,12,21,56,56,34,88,36,43,42,71,14,63,38,69,56,3,46,45,17,79,20,97,18,44,80,74,72,78,24
202,202,4,1,94,95,74,5,75,18,8,25,52,68,63,67,34,2,5,62,25,87,26,5,68,6,37,31,90,30,57,25
203,203,89,20,35,25,59,16,30,2,17,84,89,46,23,60,52,89,31,52,4,1,42,16,35,72,38,14,76,81,88,81
204,204,84,55,37,27,99,83,52,2,43,22,24,36,64,21,92,46,27,2,65,52,22,12,37,23,23,89,57,57,73,25
205,205,92,66,65,9,20,37,17,80,33,79,2,56,6,44,97,54,26,60,38,81,50,34,98,63,84,30,83,63,97,22
206,206,51,3,19,11,97,86,40,55,7,98,70,10,66,44,31,93,4,85,94,20,23,93,74,46,37,24,44,39,49,53
207,207,84,61,43,75,15,84,71,4,84,6,95,6,22,72,80,34,20,51,9,13,71,77,83,13,65,87,18,75,93,56
208,208,98,86,9,49,6,2,88,48,65,39,29,78,15,23,35,42,69,86,20,81,90,12,36,83,69,93,29,23,24,30
209,209,6,30,88,14,73,81,79,23,49,73,73,61,36,85,8,1,28,8,23,81,58,85,80,21,2,28,40,47,56,8
210,210,46,61,99,44,1,63,46,71,67,82,66,7,39,55,86,96,63,69,21,56,80,71,46,95,69,99,91,87,46,92
211,211,74,22,13,44,87,46,93,54,37,38,57,75,89,37,1,40,8,57,31,53,82,70,26,42,46,59,58,65,32,45
212,212,76,55,9,83,6,94,60,13,28,64,90,91,79,15,84,38,67,49,34,63,26,43,15,64,26,7,53,72,80,97
