,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19
93,93,35,38,47,1,32,11,6,24,21,8,22,7,7,20,10,39,33,11,33,2
94,94,18,33,30,28,29,31,27,22,31,44,21,17,48,40,11,33,31,48,47,42
95,95,20,43,33,11,26,15,47,37,46,2,48,12,4,12,23,10,37,29,29,43
96,96,16,25,31,9,39,46,8,18,2,43,49,40,18,6,29,11,9,22,22,9
97,97,23,2,23,13,3,40,46,33,35,45,48,17,26,12,9,30,21,2,22,2
98,98,2,12,35,6,46,24,39,29,15,13,24,19,26,34,11,16,49,34,18,13
99,99,32,35,15,7,19,19,1,44,41,10,19,19,14,30,7,16,4,5,27,41
100,100,44,11,4,13,27,27,46,10,23,12,19,45,16,10,14,39,17,5,34,7
101,101,49,26,28,48,35,19,49,24,46,44,24,7,4,9,44,17,33,26,5,44
102,102,47,10,18,17,32,40,36,16,12,6,47,6,15,11,16,47,13,13,43,38
103,103,22,2,27,47,34,5,14,27,13,40,41,29,16,18,15,35,30,23,28,48
104,104,45,36,25,30,43,42,5,17,33,42,46,33,31,43,1,5,21,42,30,35
105,105,49,12,18,17,18,28,36,46,26,33,22,4,15,42,5,39,10,15,31,12
106,106,12,15,21,25,9,25,42,29,16,6,7,40,16,8,20,16,36,30,1,2
107,107,21,17,8,14,44,20,29,33,35,45,47,10,30,8,12,34,34,8,11,41
108,108,41,5,11,44,40,47,32,41,48,36,4,19,36,22,45,15,27,32,11,6
109,109,35,14,45,37,26,38,44,15,21,5,35,29,37,29,35,46,49,40,1,39
110,110,22,27,29,7,44,28,9,2,9,2,6,11,46,25,44,48,22,5,5,11
111,111,26,7,12,17,22,2,34,20,13,12,12,17,7,6,31,2,36,12,39,19
112,112,47,21,14,29,4,34,1,30,10,45,47,2,30,10,7,6,32,36,18,7
113,113,40,35,13,7,8,10,27,33,47,3,14,32,28,49,23,46,4,8,8,24
114,114,9,2,47,18,34,17,42,7,29,5,40,44,40,18,45,35,28,39,7,17
115,115,19,47,17,13,27,27,32,45,48,36,12,32,48,29,4,21,2,9,30,27
116,116,35,22,38,9,24,23,24,32,31,18,11,20,33,47,25,22,25,24,45,5
117,117,23,46,49,49,42,19,40,44,30,9,32,14,24,30,3,19,40,18,8,9
118,118,7,39,42,48,14,5,14,21,38,45,27,3,32,23,28,28,11,45,47,4
119,119,24,5,47,32,18,47,36,47,35,29,4,29,25,44,28,36,34,29,6,14
120,120,6,32,39,7,1,29,22,45,2,32,13,44,24,14,31,38,22,19,40,24
121,121,4,27,16,24,24,34,48,31,28,25,39,12,21,45,40,13,42,5,13,33
122,122,32,39,43,43,42,49,24,27,43,43,16,12,11,6,18,38,7,22,20,30
123,123,31,24,26,35,14,28,5,49,27,34,11,48,9,11,30,30,39,36,5,4
124,124,7,6,49,15,30,20,16,14,15,18,9,15,24,33,1,18,12,6,48,14
125,125,13,27,17,43,29,5,19,25,3,49,5,29,38,22,43,49,5,41,48,23
126,126,10,30,9,38,30,20,35,24,27,14,43,46,29,11,39,46,47,41,13,5
127,127,1,23,19,30,22,3,47,27,44,29,2,2,20,37,38,33,24,2,6,49
128,128,12,13,10,43,27,30,17,14,32,27,16,44,24,12,37,3,7,5,11,12
129,129,46,26,22,16,29,26,36,23,33,21,19,1,31,32,33,19,24,46,26,15
130,130,2,31,31,32,29,41,28,40,37,39,40,46,24,22,35,10,26,26,49,17
131,131,38,19,14,31,5,24,5,34,19,6,45,45,46,41,35,25,32,37,35,11
132,132,5,25,44,49,5,17,5,45,19,43,4,12,30,30,28,36,48,7,40,20
133,133,3,44,6,31,10,25,27,43,6,31,33,46,27,39,43,9,38,49,45,11
134,134,33,28,35,20,8,41,46,15,20,35,13,27,15,40,18,48,43,41,8,47
135,135,43,15,26,7,16,14,47,11,45,28,40,30,49,49,27,28,8,1,46,31
136,136,22,12,26,15,6,47,27,34,33,14,17,28,31,36,27,17,32,36,35,13
137,137,31,23,25,5,16,32,38,41,38,44,36,23,36,33,38,17,31,17,40,7
138,138,8,2,14,33,15,45,4,12,31,46,45,25,15,25,1,23,12,44,16,10
139,139,48,18,7,9,24,7,24,32,38,30,12,1,42,30,20,34,9,29,25,2
140,140,16,28,27,13,5,27,34,43,47,33,12,19,41,36,29,22,21,7,38,28
141,141,42,14,38,9,5,31,47,12,38,42,15,44,27,9,46,33,18,34,18,40
142,142,27,17,22,27,7,14,37,21,3,15,12,41,3,42,20,17,26,2,5,25
143,143,38,45,26,14,11,33,34,19,12,34,35,33,35,33,13,40,4,10,9,37
144,144,16,34,26,33,15,37,19,15,47,24,26,25,28,43,33,4,22,7,25,15
145,145,45,44,38,38,11,34,25,23,2,45,17,22,7,26,49,16,5,3,46,44
146,146,19,35,26,2,24,41,7,39,7,5,14,4,22,4,19,5,7,49,34,19
147,147,34,2,46,18,33,26,37,31,23,47,30,1,10,33,48,5,45,43,42,33
148,148,36,48,28,25,47,39,8,21,45,38,10,27,29,15,3,15,2,13,29,41
149,149,28,33,11,4,42,20,29,41,42,4,10,13,40,19,6,44,13,33,8,15
150,150,40,27,42,12,36,31,4,29,19,26,41,41,45,24,12,1,36,38,8,21
151,151,34,10,42,10,38,22,21,49,41,14,20,6,30,47,7,36,8,20,19,40
152,152,6,32,21,23,17,7,2,22,21,17,20,6,6,4,43,16,1,1,37,44
153,153,28,13,46,15,46,18,26,2,23,5,35,3,39,45,47,46,36,1,30,28
154,154,38,27,25,25,18,36,27,2,42,3,3,22,12,28,47,39,26,14,34,5
155,155,41,36,46,22,39,26,23,12,26,45,15,40,42,23,34,20,6,18,29,17
156,156,49,14,12,40,11,18,2,28,32,11,45,14,29,2,20,5,26,34,20,47
157,157,44,11,12,34,26,3,29,17,44,1,8,10,46,29,7,30,3,21,47,7
158,158,27,16,21,40,2,36,21,44,47,32,30,31,21,5,27,12,47,24,2,35
159,159,46,22,23,17,15,38,43,12,6,22,39,7,1,19,33,40,23,41,43,45
160,160,5,17,14,13,11,45,42,20,34,49,46,28,49,36,21,19,3,6,3,21
161,161,4,7,41,33,14,45,24,36,37,42,2,34,8,4,6,26,3,41,43,12
162,162,21,42,1,1,37,9,1,21,11,35,22,16,4,26,42,13,1,31,21,31
163,163,41,47,42,45,1,12,21,11,11,7,47,20,28,45,34,38,13,25,41,38
164,164,2,5,38,10,19,2,37,49,41,13,18,22,10,41,21,20,42,11,45,19
165,165,47,23,8,39,20,8,7,12,43,13,25,44,34,17,49,16,29,14,17,46
166,166,5,20,43,17,9,47,40,38,16,39,9,27,47,33,10,12,27,30,43,29
167,167,31,6,20,29,10,9,20,7,14,8,7,23,46,9,38,27,24,47,16,42
168,168,14,41,9,43,16,45,12,33,28,44,17,41,49,3,19,44,14,5,25,4
169,169,42,38,49,21,36,39,22,37,42,7,31,1,30,2,41,15,23,43,5,10
170,170,32,36,15,44,40,44,21,2,29,23,2,24,41,11,14,49,41,23,35,13
171,171,45,32,43,39,29,49,42,48,32,27,13,21,18,40,29,26,32,49,4,26
172,172,29,39,49,33,20,12,20,46,34,42,2,10,8,23,9,48,16,25,35,31
173,173,16,42,2,41,13,32,4,2,35,38,30,8,39,24,14,24,16,40,9,46
174,174,29,21,33,11,23,16,25,34,32,36,10,15,26,20,49,4,49,44,15,26
175,175,18,7,13,36,5,6,27,43,37,5,26,33,12,39,2,32,11,14,19,7
176,176,1,33,15,24,45,12,19,31,6,7,19,27,11,27,16,39,43,43,25,20
177,177,3,36,8,45,7,7,26,4,40,28,45,31,16,47,1,25,2,9,35,49
178,178,39,32,49,34,31,35,37,18,9,33,44,38,11,29,7,48,21,42,10,29
179,179,23,46,8,26,27,38,28,12,31,27,6,7,14,16,7,25,26,45,23,22
180,180,10,31,34,24,37,13,1,41,10,26,18,21,1,8,33,1,34,45,25,46
181,181,32,34,37,47,8,29,7,18,24,31,33,31,42,29,41,48,8,36,12,27
182,182,16,8,33,45,8,19,48,22,6,24,43,38,19,40,16,11,35,7,42,1
183,183,49,28,36,39,1,44,20,10,46,15,39,21,42,24,6,49,40,7,18,37
184,184,27,13,40,16,38,34,11,44,15,31,43,23,49,13,2,33,23,32,49,49
185,185,15,26,34,3,29,26,7,13,43,44,48,33,6,36,6,9,48,3,35,41
186,186,10,14,23,28,4,9,8,37,29,7,8,2,43,37,32,37,40,2,13,43
187,187,24,49,3,23,26,48,21,36,5,41,12,1,6,37,42,2,44,46,20,23
188,188,46,20,43,33,31,21,35,41,45,37,47,30,19,47,36,35,9,46,10,6
189,189,30,36,35,3,5,28,23,2,33,6,27,18,48,18,24,43,7,5,37,6
190,190,16,30,26,28,14,43,16,45,16,46,15,39,40,4,39,29,16,42,43,11
191,191,49,25,8,24,17,33,8,43,43,39,27,4,31,22,13,22,34,17,10,32
192,192,41,48,25,25,40,7,13,39,19,49,10,48,28,5,47,4,25,6,7,44
193,193,20,6,44,49,1,13,46,17,22,46,47,40,46,11,19,49,13,29,22,24
194,194,13,23,10,19,43,13,10,33,37,28,14,42,13,38,41,3,14,45,15,36
195,195,19,10,48,26,46,47,24,13,11,46,13,31,22,14,33,15,49,29,30,14
196,196,43,13,27,21,24,43,34,44,35,32,33,34,20,29,28,31,3,41,5,37
197,197,36,14,19,7,19,7,35,33,22,36,4,31,44,1,40,4,27,49,43,27
198,198,20,35,5,21,9,2,3,22,48,48,47,39,20,31,3,41,39,12,33,31
199,199,36,11,37,31,22,24,1,23,2,6,39,18,20,42,37,42,28,38,24,31
