,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19
50,50,6,6,16,8,14,3,1,24,1,10,23,8,24,6,15,5,18,8,7,4
51,51,7,14,1,24,13,3,6,19,3,19,21,23,10,20,8,9,7,11,22,1
52,52,2,13,20,13,18,17,16,22,21,16,1,13,5,2,23,17,22,16,20,23
53,53,24,1,11,19,22,13,24,4,4,7,24,22,2,4,24,11,1,4,10,16
54,54,4,13,1,15,23,19,6,9,12,22,8,15,24,16,11,14,13,21,7,23
55,55,6,7,17,17,1,7,10,4,3,13,24,9,21,12,24,5,9,12,16,21
56,56,22,1,16,14,12,15,21,20,10,19,20,17,2,13,12,3,10,12,7,20
57,57,7,23,4,9,17,23,2,8,1,3,23,12,22,14,8,5,3,17,3,17
58,58,3,5,19,20,3,12,20,3,13,19,7,8,13,21,9,7,2,13,23,4
59,59,20,11,18,6,14,1,2,23,13,10,20,6,21,19,10,24,12,20,19,6
60,60,18,21,23,13,17,6,23,22,3,8,7,23,9,21,2,7,11,17,13,16
61,61,3,20,4,10,14,20,21,16,23,8,7,6,16,17,19,18,12,12,24,10
62,62,6,9,17,2,2,13,13,11,19,7,23,5,23,20,16,22,24,6,1,16
63,63,7,5,2,18,10,23,13,15,6,12,3,15,21,3,9,2,22,8,9,7
64,64,18,19,20,14,23,1,4,5,12,10,1,8,22,15,8,22,13,3,4,7
65,65,17,4,18,6,18,16,10,6,5,17,10,18,14,20,8,9,5,12,21,24
66,66,3,24,6,2,15,2,17,23,20,16,10,4,13,6,14,21,13,4,12,12
67,67,23,17,18,12,23,15,1,4,1,6,11,2,21,6,20,16,17,12,1,22
68,68,24,3,14,4,2,7,5,24,19,10,24,10,16,5,1,19,13,12,22,24
69,69,7,18,14,5,12,18,18,3,21,3,17,1,12,24,18,24,1,10,17,23
70,70,17,13,6,22,17,19,3,7,12,19,5,15,4,7,19,24,9,20,5,3
71,71,13,2,18,20,20,8,19,9,5,9,23,6,7,7,9,9,14,13,3,7
72,72,24,21,21,14,20,3,18,1,12,4,8,21,5,8,23,6,21,11,9,12
73,73,7,23,24,14,23,1,14,13,11,9,20,23,7,5,14,8,7,23,9,17
74,74,14,13,8,3,22,20,4,3,4,16,6,20,10,24,20,2,17,1,9,18
75,75,21,11,13,8,15,20,20,24,2,19,19,21,16,14,17,11,12,2,4,10
76,76,18,14,18,19,22,21,9,16,12,23,15,19,7,4,9,8,17,22,13,18
77,77,1,9,7,8,22,3,11,15,13,2,15,7,24,11,13,4,13,2,4,7
78,78,22,18,2,14,22,12,11,19,4,6,10,15,3,12,16,4,16,10,1,15
79,79,12,19,2,11,2,24,10,12,7,20,3,6,13,19,5,17,15,6,21,23
80,80,14,7,16,18,10,13,1,4,17,19,22,7,12,19,1,10,22,22,19,19
81,81,20,18,19,3,20,22,17,16,22,1,11,22,7,12,5,7,16,3,9,9
82,82,3,23,14,15,4,21,9,4,12,2,9,24,10,20,21,17,18,1,21,19
83,83,8,20,22,19,12,1,20,14,21,16,19,10,6,13,7,13,5,21,19,16
84,84,7,20,8,5,19,16,11,23,2,8,2,13,18,22,12,20,10,16,2,15
85,85,17,15,7,6,15,14,16,24,6,16,10,4,24,5,19,15,21,19,21,16
86,86,3,24,2,23,3,13,4,4,7,21,17,22,17,9,17,17,5,19,2,24
87,87,17,23,13,18,24,13,11,9,6,8,24,24,12,19,1,5,15,11,11,3
88,88,20,8,20,9,12,23,3,7,24,19,23,6,4,7,23,19,21,5,23,24
89,89,6,1,10,5,15,21,17,12,8,23,14,18,11,10,21,1,3,18,6,20
90,90,4,8,6,18,22,3,9,2,9,14,14,17,17,7,16,24,12,15,17,21
91,91,12,10,16,16,5,14,3,9,10,21,17,18,2,20,18,16,11,1,23,1
92,92,13,3,20,10,19,4,12,9,5,14,4,3,24,23,7,11,9,4,15,3
93,93,6,23,6,12,13,11,15,3,2,1,3,5,17,11,21,12,18,1,16,19
94,94,13,9,13,21,18,15,1,1,16,1,8,2,16,8,8,10,2,5,5,1
95,95,21,16,20,10,22,24,4,12,22,16,7,5,5,21,23,9,21,15,10,8
96,96,1,13,17,10,3,22,1,24,19,19,10,14,11,21,15,1,4,12,20,17
97,97,6,23,15,5,9,20,10,3,15,14,9,22,18,4,3,3,10,18,9,11
98,98,8,4,20,23,24,9,13,8,9,4,4,23,10,3,19,23,12,21,10,21
99,99,9,1,6,15,22,19,18,11,23,9,16,10,12,6,12,2,3,8,10,14
100,100,19,23,5,20,2,22,6,24,22,13,20,8,13,18,3,7,13,2,17,6
101,101,13,14,12,22,17,2,9,8,17,21,3,18,20,18,10,10,2,19,2,7
102,102,22,12,4,13,10,12,19,19,18,1,8,1,15,4,9,1,19,8,16,6
103,103,21,6,9,17,24,19,24,6,16,21,10,15,20,16,14,12,16,10,4,11
104,104,13,7,8,22,19,1,11,15,20,11,7,7,7,23,18,22,23,3,4,8
105,105,15,1,15,17,21,1,7,13,1,4,16,1,14,1,8,4,11,12,3,11
106,106,16,1,5,18,11,4,3,5,5,14,20,22,12,13,16,24,1,18,5,12
107,107,13,9,19,10,12,1,14,12,18,12,24,12,15,1,22,16,11,22,20,14
108,108,9,15,17,14,21,21,17,16,24,23,9,1,13,13,4,18,20,13,20,12
109,109,23,20,1,15,9,9,21,18,2,2,1,13,9,4,14,20,3,21,14,15
110,110,24,13,15,13,16,12,12,14,21,9,21,9,19,10,24,3,13,5,16,6
111,111,24,21,6,13,9,6,5,23,18,8,23,16,11,24,10,15,7,15,1,22
112,112,14,22,10,1,20,16,7,17,20,10,10,23,3,13,4,11,18,21,6,8
113,113,1,2,16,6,16,14,8,3,16,12,23,18,12,6,8,13,11,22,4,13
114,114,13,11,16,23,15,8,20,13,8,2,4,14,22,18,13,21,10,6,12,16
115,115,2,20,12,5,6,20,18,2,10,20,8,5,15,5,23,23,24,7,15,15
116,116,15,11,1,11,8,24,1,7,9,13,21,2,10,9,1,9,13,15,8,15
117,117,3,21,10,9,9,22,5,15,8,12,24,24,2,16,14,8,21,3,5,18
118,118,6,10,6,24,9,20,3,6,24,5,17,24,5,16,13,19,22,5,8,3
119,119,4,9,8,24,23,18,11,7,6,16,15,5,10,11,16,18,5,7,20,14
120,120,13,15,12,5,6,18,18,16,17,4,9,4,1,4,7,23,21,13,10,10
121,121,12,17,24,6,11,12,7,19,18,19,9,18,14,6,13,23,22,21,9,8
122,122,3,2,1,24,9,8,16,7,21,7,11,5,4,3,11,3,23,1,15,16
123,123,22,1,21,24,2,23,8,22,12,17,24,17,23,16,21,14,21,4,24,14
124,124,9,18,6,4,18,4,7,22,9,20,9,13,21,14,1,22,8,18,8,11
125,125,15,13,2,1,3,11,8,6,18,11,9,9,3,4,12,13,10,8,23,22
126,126,21,18,1,16,21,20,17,6,7,5,15,17,9,13,4,16,20,8,4,10
127,127,20,14,20,7,15,6,4,9,11,12,22,5,5,11,13,9,23,24,15,21
128,128,22,13,14,13,10,15,9,6,7,19,3,16,17,6,4,9,22,11,21,1
129,129,23,9,13,12,17,23,13,15,1,21,7,17,13,3,17,6,7,9,16,23
130,130,11,17,5,10,14,17,12,14,13,9,19,12,6,24,7,11,9,24,6,21
131,131,9,5,2,23,1,7,13,22,17,9,3,7,23,20,6,22,23,19,13,13
132,132,15,19,6,19,3,14,5,13,1,5,16,23,22,7,15,20,9,17,19,23
133,133,20,14,1,1,18,8,14,10,14,4,8,23,4,19,3,20,7,9,10,22
134,134,13,8,12,21,6,7,22,8,9,23,8,2,13,6,5,21,3,17,16,16
135,135,18,22,16,19,2,12,3,22,3,10,1,5,8,16,8,12,8,17,15,2
136,136,7,20,6,10,12,12,2,23,9,19,10,15,24,11,6,20,21,24,23,16
137,137,5,15,8,24,20,24,18,3,15,3,4,7,20,20,13,16,13,11,21,20
138,138,1,21,1,11,4,1,9,23,18,16,19,23,20,9,6,22,22,13,9,13
139,139,20,13,10,13,11,14,8,12,12,3,14,14,15,24,17,24,19,19,8,12
140,140,19,16,10,14,14,20,3,18,23,18,1,5,4,9,5,11,9,5,17,4
141,141,16,16,14,7,10,11,6,15,6,20,16,8,2,24,16,9,7,14,1,22
142,142,3,14,8,22,13,11,9,23,16,8,4,1,8,8,13,16,14,3,18,4
143,143,13,22,20,6,10,21,15,7,12,14,9,13,2,17,6,21,8,22,1,21
144,144,5,12,24,10,16,15,17,9,11,23,19,17,2,4,7,17,16,10,11,20
145,145,17,10,8,21,20,23,4,24,18,14,16,8,5,21,22,7,23,23,13,17
146,146,7,16,19,18,10,24,6,21,22,21,16,1,3,8,3,7,3,6,6,1
147,147,2,11,17,15,14,11,21,23,23,20,1,20,21,18,3,19,20,1,16,4
148,148,9,20,10,20,6,17,1,2,24,19,13,7,17,1,13,18,24,19,17,23
149,149,1,17,22,15,24,2,1,16,13,24,1,23,21,23,6,21,12,19,8,4
150,150,14,4,8,16,11,22,7,17,16,4,17,8,11,19,2,7,19,16,12,12
151,151,10,23,13,12,2,3,21,16,1,5,11,20,23,17,22,24,12,24,9,1
152,152,8,3,8,8,13,19,18,2,8,4,19,22,5,5,19,9,20,15,14,23
153,153,8,10,8,7,16,20,9,14,3,23,14,4,23,8,1,21,4,13,5,20
154,154,3,13,10,22,17,14,1,8,12,11,18,21,2,5,23,14,13,9,7,24
155,155,18,12,18,15,20,14,8,6,2,1,2,12,24,21,9,8,22,4,21,8
156,156,14,24,12,1,5,17,5,21,15,23,2,15,7,8,22,8,2,20,19,20
157,157,16,10,8,14,6,21,24,20,6,13,20,16,8,11,2,1,22,24,9,7
158,158,8,6,13,6,17,22,8,2,19,16,13,22,3,14,21,13,22,18,23,3
159,159,21,15,12,20,6,5,3,6,11,13,8,13,1,23,24,23,1,5,2,12
160,160,1,2,16,10,15,6,19,8,5,7,11,11,1,19,16,7,17,9,17,18
161,161,7,3,8,10,13,4,16,23,2,6,8,1,11,11,9,15,6,24,1,15
162,162,24,4,7,9,7,21,11,8,21,14,1,11,11,16,12,13,11,1,15,23
163,163,16,19,13,3,12,18,20,20,12,12,4,11,16,19,10,11,6,16,1,2
164,164,21,3,24,12,15,9,20,21,18,3,4,14,23,17,4,23,18,1,18,5
165,165,19,12,20,24,3,4,24,5,22,1,3,24,6,4,3,15,22,22,19,22
166,166,6,21,15,22,1,11,8,24,4,10,19,12,19,12,19,6,10,8,12,17
167,167,3,1,4,19,7,19,8,24,12,1,12,9,20,10,7,18,16,4,8,22
168,168,4,17,22,18,3,5,11,3,3,11,5,22,6,12,16,16,14,22,6,19
169,169,17,23,18,2,1,11,6,6,14,22,3,18,21,7,19,3,8,22,9,9
170,170,13,22,6,18,21,7,4,11,10,20,4,20,12,12,11,1,7,14,5,15
171,171,11,15,6,24,1,2,12,12,2,8,22,1,14,16,19,11,4,19,21,18
172,172,11,1,4,16,24,24,11,10,19,3,9,22,14,16,8,8,4,22,15,14
173,173,9,8,20,14,12,18,10,24,5,1,2,1,11,22,13,23,4,9,2,2
174,174,5,2,8,15,24,13,20,18,11,22,3,12,15,19,17,17,23,13,7,6
175,175,18,11,8,17,22,6,17,9,2,9,14,8,19,17,10,11,10,13,11,19
176,176,16,6,7,7,20,16,22,11,3,8,7,8,18,7,13,11,4,3,20,11
177,177,7,14,22,17,13,8,17,16,2,17,19,4,8,16,10,21,9,7,2,22
178,178,5,16,1,9,24,16,23,2,18,5,2,9,5,4,20,14,1,5,20,15
179,179,4,20,3,20,12,2,18,20,10,1,17,7,1,8,11,15,10,24,7,11
180,180,16,8,13,20,6,24,10,14,10,23,22,19,3,8,17,3,8,20,5,10
181,181,7,8,3,3,5,13,22,6,22,7,16,8,3,6,12,6,21,11,24,5
182,182,8,5,11,18,7,24,14,19,10,21,7,12,22,21,5,1,21,14,4,19
183,183,18,18,9,14,2,22,4,19,17,9,17,22,5,2,20,19,22,1,2,2
184,184,24,22,9,5,21,20,14,5,12,6,12,20,1,4,21,13,7,2,9,24
185,185,14,13,11,17,20,17,2,20,16,9,1,11,21,19,3,6,21,20,15,3
186,186,6,7,15,7,24,17,17,3,10,8,6,1,13,7,2,9,11,23,13,23
187,187,12,4,1,13,11,8,15,8,6,5,13,17,21,18,4,13,24,18,4,6
188,188,19,14,7,20,24,8,11,11,3,15,20,2,2,14,23,3,12,24,20,22
189,189,12,17,16,4,24,19,11,6,11,18,7,8,24,4,15,2,8,7,23,19
190,190,2,11,3,16,11,3,13,16,20,9,2,14,21,22,18,24,4,3,24,20
191,191,11,15,10,12,19,19,23,12,4,16,1,7,22,8,19,19,23,23,17,19
192,192,19,11,21,10,18,20,23,19,11,18,15,18,5,20,7,6,5,1,3,18
193,193,15,21,2,16,14,2,2,11,23,7,13,18,2,18,9,5,19,15,7,18
194,194,9,19,17,13,7,17,18,15,23,9,13,16,13,3,10,5,14,16,3,17
195,195,16,12,14,5,14,16,10,7,5,18,12,3,18,22,18,9,7,7,18,24
196,196,15,22,4,15,20,20,11,13,14,6,10,8,3,20,13,21,15,4,19,10
197,197,22,18,17,17,21,3,18,5,6,8,15,17,15,21,10,19,21,13,20,4
198,198,24,17,21,23,8,3,15,15,16,9,19,18,12,24,9,14,3,23,9,17
199,199,11,21,2,21,11,13,9,14,13,12,14,12,2,1,2,20,11,21,16,13
