,job,Obj00,Obj10,Obj01,Obj11,Obj02,Obj12,Obj03,Obj13,Obj04,Obj14,Obj05,Obj15,Obj06,Obj16,Obj07,Obj17,Obj08,Obj18,Obj09,Obj19
23,23,68,87,65,7,80,10,94,60,78,30,94,41,66,36,9,27,72,70,30,71
24,24,26,16,69,23,78,65,34,94,11,10,28,79,43,96,4,28,38,16,81,24
25,25,59,67,21,85,64,80,89,7,66,14,69,90,91,83,78,42,5,78,53,61
26,26,62,48,74,77,43,31,61,65,94,98,33,44,93,46,66,58,30,24,5,33
27,27,66,71,30,82,98,5,4,37,12,99,37,35,26,1,13,94,53,35,67,79
28,28,17,5,94,31,4,76,39,60,73,58,79,63,86,90,50,12,31,45,87,80
29,29,87,27,88,16,72,92,32,10,19,58,42,33,76,47,89,76,90,96,3,21
30,30,44,75,17,71,27,42,77,83,99,54,83,10,29,83,44,92,20,37,66,9
31,31,47,65,86,66,55,84,4,74,43,86,41,96,48,80,93,62,90,3,50,14
32,32,40,89,85,3,75,67,71,24,97,20,79,90,9,26,67,13,5,83,78,6
33,33,87,63,53,24,32,46,25,16,46,19,17,17,8,83,13,74,26,8,32,50
34,34,77,7,41,48,6,94,38,85,30,81,43,64,57,82,21,78,3,13,40,95
35,35,37,30,35,16,92,90,74,27,23,18,57,86,20,46,85,52,10,65,95,54
36,36,3,5,15,30,79,64,85,85,43,71,91,18,11,70,44,43,19,42,50,99
37,37,57,25,81,36,78,27,97,56,8,35,9,31,79,59,57,25,21,41,37,22
38,38,22,73,85,8,93,17,27,11,84,87,83,41,17,51,45,78,38,29,62,88
39,39,79,67,18,64,91,98,81,89,48,76,87,90,65,12,5,58,28,53,65,82
40,40,27,9,46,42,92,61,91,98,5,37,44,58,25,85,98,43,80,58,38,88
41,41,9,34,83,42,61,22,83,96,99,69,67,78,31,96,90,81,8,61,96,50
42,42,13,99,15,60,10,70,79,9,46,52,77,24,59,16,29,26,87,22,88,13
43,43,23,14,40,45,68,48,98,52,35,25,3,70,95,12,35,33,83,73,34,47
44,44,90,32,18,38,91,29,70,87,42,8,44,84,53,33,63,59,31,56,20,84
45,45,34,57,8,73,50,94,35,32,77,49,50,86,35,43,43,14,56,60,23,7
46,46,96,45,81,61,52,79,69,92,65,39,74,78,18,78,11,56,55,58,11,30
47,47,69,3,59,80,82,95,74,72,73,81,94,81,91,98,86,98,79,52,56,86
48,48,43,6,54,56,15,90,55,19,50,85,62,32,22,99,65,54,47,37,91,13
49,49,89,41,35,54,56,52,95,68,43,82,43,89,69,62,27,87,8,35,10,75
50,50,47,20,14,49,11,98,59,90,76,5,26,10,40,57,25,28,49,80,88,73
51,51,79,56,43,2,32,34,55,53,39,1,43,16,28,41,90,32,26,95,4,90
52,52,73,30,99,4,9,41,72,46,32,8,10,21,73,69,8,9,42,59,81,23
53,53,41,53,97,60,8,58,67,52,79,26,48,74,28,20,66,3,37,15,22,21
54,54,33,79,15,33,91,1,96,23,77,27,72,89,85,61,14,44,4,96,17,48
55,55,70,66,24,18,44,12,42,42,99,19,41,38,28,49,4,50,27,91,43,41
56,56,97,2,22,79,68,21,24,48,42,44,78,63,27,87,61,48,87,43,15,90
57,57,69,40,98,44,83,74,84,10,90,70,14,91,71,40,83,40,86,64,91,56
58,58,75,50,54,68,32,11,55,2,94,13,42,17,66,54,23,59,76,5,62,8
59,59,31,62,8,28,87,81,42,3,12,5,19,8,6,62,31,8,65,18,8,67
60,60,28,53,23,55,67,61,58,75,30,61,90,12,54,65,39,84,80,78,23,82
61,61,19,65,88,41,98,45,7,95,81,33,86,16,60,64,77,64,16,97,91,19
62,62,75,61,26,47,43,56,56,57,89,54,95,16,70,58,13,92,14,89,12,6
63,63,33,61,53,9,87,13,66,60,78,96,93,42,44,89,39,2,59,50,91,57
64,64,87,44,31,99,28,81,28,69,11,62,11,78,96,31,91,79,63,24,78,83
65,65,98,51,68,48,6,44,73,78,60,37,80,68,10,60,51,1,33,97,88,69
66,66,37,9,39,98,37,49,13,45,71,1,69,59,76,22,83,31,44,66,55,2
67,67,81,10,5,35,72,65,94,80,24,64,42,65,50,56,42,32,5,14,94,68
68,68,88,28,43,84,36,71,65,12,7,30,25,62,7,92,41,57,70,49,81,6
69,69,41,40,7,49,39,71,68,85,6,7,33,81,48,3,35,92,54,78,2,18
70,70,32,80,14,71,92,86,43,24,51,50,74,27,81,27,72,42,8,97,98,64
71,71,25,94,59,96,51,38,42,45,2,63,42,21,36,99,65,24,57,23,74,45
72,72,37,66,13,12,30,54,4,66,75,62,12,55,53,95,59,49,33,57,95,33
73,73,7,3,27,62,40,48,41,94,70,15,17,45,33,52,13,36,83,28,51,44
74,74,4,33,29,40,40,53,44,79,3,79,40,1,51,54,26,23,21,43,41,44
75,75,36,39,82,12,93,56,21,15,85,80,53,19,71,58,91,21,68,91,6,96
76,76,23,92,2,84,76,10,91,92,77,37,9,8,85,2,37,93,83,64,52,71
77,77,20,86,47,7,75,77,73,6,71,25,52,90,48,35,79,26,81,31,62,94
78,78,57,30,62,77,5,7,95,42,28,67,31,84,96,67,31,53,42,1,50,1
79,79,6,43,51,35,77,93,38,72,66,85,62,81,38,46,49,37,61,7,91,14
80,80,35,70,98,85,20,92,95,29,87,58,39,46,38,60,34,78,61,91,58,2
81,81,77,76,38,13,20,13,31,23,67,78,65,45,48,62,52,75,30,77,64,82
82,82,53,27,99,62,97,79,69,83,48,37,5,96,60,55,4,21,7,22,83,34
83,83,14,19,55,52,49,54,25,3,29,57,85,49,29,4,13,47,32,89,78,3
84,84,44,93,66,17,20,95,74,35,82,44,41,13,32,74,79,11,91,65,75,24
85,85,98,39,81,62,80,1,10,31,93,70,99,38,53,28,32,66,32,29,89,28
86,86,95,73,37,14,9,49,64,11,10,68,70,22,55,56,2,73,76,91,62,93
87,87,70,12,34,48,19,50,85,9,55,26,18,40,93,52,62,12,84,28,23,51
88,88,24,74,37,28,43,1,41,72,34,54,81,71,87,33,40,81,92,59,9,80
89,89,44,20,82,57,16,40,88,56,42,17,7,49,57,7,46,53,22,30,54,89
90,90,55,36,26,89,37,69,55,61,62,39,7,62,12,18,35,27,5,2,21,63
91,91,96,66,45,88,11,9,31,11,70,3,36,88,69,69,18,84,92,87,46,87
92,92,13,52,70,89,56,12,24,33,62,42,69,33,34,77,43,18,55,23,91,45
93,93,9,84,85,73,72,61,57,32,18,22,58,90,7,20,68,98,92,29,11,31
94,94,44,46,75,95,86,95,9,68,35,67,65,68,60,49,18,47,15,23,57,85
95,95,42,43,98,11,24,72,85,73,81,34,62,56,54,95,7,45,67,20,59,32
96,96,25,99,7,64,96,89,65,74,79,33,15,6,36,38,36,77,32,95,81,84
97,97,50,5,64,68,42,88,21,90,50,71,22,40,13,23,61,25,72,20,75,76
98,98,63,26,38,53,2,44,72,69,2,45,41,28,31,47,9,54,86,35,37,77
99,99,58,6,4,90,68,68,3,53,69,26,41,81,65,9,33,89,80,92,17,43
100,100,26,20,59,30,93,55,83,63,88,36,46,49,3,22,58,22,50,64,77,2
101,101,24,20,39,1,84,99,27,3,53,50,85,13,87,28,71,63,40,99,84,51
102,102,45,18,24,59,53,23,76,86,20,56,49,33,96,51,75,77,33,88,21,22
103,103,84,32,38,91,60,38,33,19,18,59,74,11,55,44,18,92,61,15,1,90
104,104,60,75,31,76,3,30,85,7,98,95,79,86,64,35,62,98,63,3,49,52
105,105,51,86,88,4,67,99,70,10,90,87,15,54,57,33,17,42,21,60,21,23
106,106,93,84,18,72,98,8,87,52,59,76,50,79,81,43,77,15,31,63,55,86
107,107,56,5,88,13,32,96,68,7,3,88,18,25,23,48,6,93,4,84,24,11
108,108,46,50,69,98,99,24,7,59,98,51,24,26,21,66,53,79,40,20,56,57
109,109,60,64,35,23,61,91,3,36,64,59,63,40,44,69,97,87,90,84,70,91
110,110,40,22,17,60,54,54,7,20,36,14,95,94,78,22,76,95,17,86,51,23
111,111,14,26,26,38,50,92,1,83,50,34,14,1,83,1,59,75,99,27,11,83
112,112,63,84,49,97,16,18,71,15,35,63,68,12,67,28,7,20,52,18,46,5
113,113,15,86,86,50,95,99,19,67,79,94,43,42,92,58,37,57,2,7,64,62
114,114,75,82,56,82,25,90,55,55,87,99,84,81,52,88,41,59,21,85,72,46
115,115,50,85,39,26,96,27,65,60,36,75,35,18,58,80,10,44,95,76,39,16
116,116,60,11,67,39,55,81,83,37,16,17,63,27,92,27,4,30,33,5,48,68
117,117,19,56,34,35,43,7,26,83,85,46,33,94,65,56,2,43,61,4,11,14
118,118,99,73,6,19,65,32,86,71,12,23,81,82,91,68,30,69,64,25,81,6
119,119,35,90,75,60,22,43,80,43,2,55,59,54,87,70,15,32,71,91,79,83
120,120,66,27,81,21,3,10,2,17,69,21,1,16,85,5,39,54,58,88,1,52
121,121,81,43,34,73,14,98,81,18,84,7,12,15,57,62,8,54,45,40,22,31
122,122,20,89,92,3,59,72,48,55,40,40,8,23,71,10,95,36,69,42,67,67
123,123,64,92,52,33,61,97,36,96,62,21,23,36,57,61,19,89,87,52,78,69
124,124,80,22,21,36,35,17,63,53,14,53,25,37,87,94,19,69,35,29,80,8
125,125,58,90,48,78,41,68,57,94,65,23,55,36,37,68,34,14,35,19,26,84
126,126,42,81,6,52,78,11,69,86,80,44,86,8,9,62,67,68,59,17,98,13
127,127,66,77,44,81,34,63,55,71,63,84,79,81,67,2,75,93,52,20,97,16
128,128,41,45,69,86,18,88,74,27,15,95,53,53,52,75,71,88,71,86,26,15
129,129,21,4,83,78,37,54,2,78,28,14,91,76,74,86,47,48,38,11,72,36
130,130,87,79,97,82,84,58,79,79,69,28,94,69,38,40,23,29,91,31,90,83
131,131,8,94,19,54,5,14,22,48,85,37,17,21,4,43,31,67,44,4,48,60
132,132,18,10,11,4,12,32,52,76,84,9,43,1,18,68,65,80,21,14,27,26
133,133,90,42,15,28,85,42,49,45,8,86,95,40,73,51,42,57,47,16,30,11
134,134,19,74,98,18,73,19,8,57,77,81,89,38,21,32,84,58,66,57,22,23
135,135,90,6,55,75,2,99,26,66,13,88,34,59,87,60,75,10,28,97,22,99
136,136,70,32,17,3,57,65,23,8,97,56,32,28,41,22,97,65,21,5,60,41
137,137,8,32,10,24,40,72,68,20,19,59,78,12,84,96,76,1,97,64,95,45
138,138,58,34,5,95,86,12,39,44,55,40,81,66,11,27,82,36,58,29,58,55
139,139,26,36,2,13,62,62,16,67,90,62,89,21,66,44,78,53,96,52,25,83
140,140,53,83,29,82,69,21,8,9,48,23,13,35,33,52,32,31,23,37,60,38
141,141,72,88,70,36,14,49,43,74,39,91,60,72,34,87,85,11,12,45,11,79
142,142,39,81,51,5,67,93,78,87,12,45,26,11,90,3,45,66,45,80,66,48
143,143,18,43,47,33,50,48,43,81,33,9,55,97,63,33,85,79,12,16,45,19
144,144,26,29,48,25,90,71,18,12,60,26,4,88,52,85,68,41,76,92,58,75
145,145,70,43,44,36,41,57,2,27,51,30,16,37,82,97,20,39,51,69,69,66
146,146,55,67,32,39,99,6,12,74,20,77,82,56,98,95,59,79,34,27,54,22
147,147,38,12,71,3,2,55,33,41,49,94,6,22,83,12,89,23,11,93,16,77
148,148,1,93,72,83,89,24,54,91,64,27,21,30,88,77,32,20,35,10,38,6
149,149,90,28,58,42,46,29,16,8,17,46,93,62,52,77,31,46,18,78,73,88
150,150,83,93,16,65,99,96,43,80,95,4,9,25,40,13,32,24,4,10,31,72
151,151,49,6,53,82,25,29,55,4,83,95,79,39,16,25,65,67,82,48,36,30
152,152,14,54,7,90,25,5,73,73,19,18,53,90,96,59,58,64,74,84,40,74
153,153,42,97,32,55,51,51,38,47,25,4,46,10,83,2,53,24,53,79,8,17
154,154,67,10,96,9,47,21,1,13,13,81,13,80,55,62,54,49,87,91,79,62
155,155,26,68,14,56,5,67,24,8,98,37,48,83,19,39,7,99,57,72,4,50
156,156,62,66,11,20,66,32,58,51,3,23,63,37,29,52,92,83,2,21,65,22
157,157,63,43,97,65,38,9,30,90,76,49,40,40,71,90,83,86,74,93,23,24
158,158,85,54,69,97,81,94,27,62,10,84,16,95,50,42,26,20,31,67,75,7
159,159,49,38,62,15,86,90,75,80,96,42,6,53,13,37,83,22,19,90,24,84
160,160,9,87,76,90,54,78,93,16,1,88,23,65,83,91,88,82,62,15,5,56
161,161,33,23,30,43,27,44,20,55,21,6,89,60,30,32,31,19,8,19,35,3
162,162,44,95,61,36,79,49,86,31,1,37,13,49,67,35,24,44,87,43,15,84
163,163,67,97,11,58,53,36,55,5,37,55,36,66,13,69,68,16,53,37,24,52
164,164,35,61,8,51,56,39,15,30,55,92,19,56,16,53,64,36,87,92,63,29
165,165,59,67,58,91,45,16,19,26,63,29,51,11,73,42,29,61,71,8,26,44
166,166,64,8,9,94,99,13,93,97,92,99,45,48,58,85,73,69,49,27,55,95
167,167,62,22,16,54,83,17,45,91,94,92,23,90,65,64,6,83,65,40,72,51
168,168,29,36,87,91,53,4,16,76,7,65,99,31,75,27,53,65,31,14,59,71
169,169,90,82,5,71,61,5,10,84,98,51,74,16,44,21,48,68,89,6,50,61
170,170,91,15,57,91,80,48,19,16,77,14,56,77,95,61,68,82,79,37,52,12
171,171,27,89,23,1,73,40,72,70,78,92,24,70,92,19,10,77,4,95,21,70
172,172,69,77,26,56,88,7,62,29,56,79,35,95,80,63,75,70,53,39,24,26
173,173,4,25,25,17,53,8,3,3,55,20,48,98,76,80,5,87,15,67,83,39
174,174,56,28,66,58,7,75,44,25,74,62,70,59,85,12,2,89,61,87,10,6
175,175,35,61,19,38,22,17,18,77,38,13,3,62,75,81,98,84,57,82,53,91
176,176,9,94,67,95,16,17,15,17,8,31,11,2,53,11,81,69,88,40,45,49
177,177,15,30,28,48,59,15,92,94,11,63,64,88,14,63,55,38,94,69,64,24
178,178,81,50,64,87,97,43,96,96,37,15,82,43,59,67,83,71,40,68,42,9
179,179,98,85,31,83,16,88,74,16,11,13,1,92,22,70,91,34,55,92,58,99
180,180,23,86,89,85,1,34,20,44,59,29,2,81,34,7,95,63,4,69,30,62
181,181,75,11,64,12,52,98,6,29,8,27,21,92,1,44,63,72,82,79,97,68
182,182,71,70,1,46,7,91,75,26,18,18,42,97,18,62,70,64,21,43,12,96
183,183,84,78,88,48,25,76,85,53,27,7,36,7,38,14,34,50,98,8,79,5
184,184,79,87,77,34,82,72,71,1,17,91,59,6,59,57,99,25,35,48,36,67
185,185,93,29,35,77,5,91,74,57,98,1,99,49,69,86,82,53,80,1,52,73
186,186,83,65,39,57,99,50,27,68,70,45,9,74,5,38,92,5,21,77,85,13
187,187,10,25,72,4,99,66,78,4,2,63,70,54,98,24,49,94,18,28,85,6
188,188,24,42,63,43,58,58,17,61,44,16,65,89,48,88,99,32,40,78,46,98
189,189,22,90,94,39,67,99,40,44,75,37,19,66,71,35,35,29,43,47,41,69
190,190,94,47,32,50,1,48,96,66,51,55,15,46,19,90,24,71,83,71,16,73
191,191,95,4,64,95,26,40,91,43,54,14,32,54,81,60,44,35,27,95,96,53
192,192,45,30,39,76,54,72,14,7,42,41,59,34,59,61,68,72,96,17,94,34
193,193,28,95,30,17,18,43,48,2,28,96,89,31,62,30,24,78,53,56,71,43
194,194,46,39,4,95,58,75,7,76,93,43,17,97,29,31,93,39,78,91,31,14
195,195,97,33,54,30,45,16,80,90,42,54,73,51,8,4,79,44,81,50,5,23
196,196,66,30,68,62,25,73,70,60,99,62,19,64,73,41,71,48,75,98,5,52
197,197,95,5,16,41,75,55,5,6,53,26,51,51,49,99,63,32,38,54,51,94
198,198,23,21,30,26,27,64,1,25,38,59,59,55,47,20,56,45,7,45,56,93
199,199,25,87,51,88,93,45,40,55,51,28,64,71,75,36,36,97,91,35,11,53
